[00:00:00,000 --> 00:00:03,700] 哈喽大家好 欢迎回到我们金贵的关系2.0的课堂
[00:18:15,880 --> 00:18:18,880] 這個就是在幫助我擴大影響力
[00:18:18,880 --> 00:18:19,400] 其次
[00:18:19,400 --> 00:18:20,660] 由於他們是真人
[00:18:20,660 --> 00:18:22,420] 那麼他們在講我的內容的時候
[00:18:22,420 --> 00:18:25,620] 也會加入自己的思考和延伸
[00:18:25,620 --> 00:18:29,340] 他們也是不同的人在鏡頭面前在表現這些東西
[00:18:29,340 --> 00:18:32,480] 所以也能最大程度上的避免這種
[00:18:32,480 --> 00:18:34,900] 平台上去查重的同質化的內容
[00:18:34,900 --> 00:18:36,960] 我們再來看一下IP孵化
[00:18:36,960 --> 00:18:40,980] 可能有的人他會把IP孵化想的特別特別的簡單
[00:18:40,980 --> 00:18:44,500] 總覺得這應該就是一個流水現生產的一個項目
[00:18:44,500 --> 00:18:48,620] 但實際上我認為你要去孵化完全不同行業的IP
[00:18:48,620 --> 00:18:51,660] 它是一個非常非常複雜的一個工作
[00:18:51,660 --> 00:18:53,840] 你要去帮他做内容也好
[00:18:53,840 --> 00:18:56,400] 或者说帮他在台前去做直播也好
[00:18:56,400 --> 00:18:59,360] 帮他搭建后端的产品体系也好
[00:18:59,360 --> 00:19:01,100] 那么每一个环节
[00:19:01,100 --> 00:19:04,220] 如果你真的是一个很负责任的ip孵化者
[00:19:04,220 --> 00:19:08,920] 那么你都需要去投入大量的精力和时间
[00:19:08,920 --> 00:19:10,860] 所以大家会发现
[00:19:10,860 --> 00:19:13,760] 市面上做这种ip孵化的公司
[00:19:13,760 --> 00:19:15,600] 他们有一个共同特点
[00:19:15,600 --> 00:19:18,780] 就是他们的员工都特别特别多
[00:19:18,780 --> 00:19:19,920] 为什么呢
[00:19:19,920 --> 00:19:22,820] 就是因为他们的交付太重了
[00:19:22,820 --> 00:19:26,600] 他们需要很多的人同时去服务一个IP
[00:19:26,600 --> 00:19:30,100] 每一个人可能在这个小团队里面有的要做流量了
[00:19:30,100 --> 00:19:32,300] 有的人要管你的镜头表现力了
[00:19:32,300 --> 00:19:36,440] 有的要盯你的整个的直播的流程的SOP的每个环节了
[00:19:36,440 --> 00:19:38,380] 甚至于帮你去找联麦了
[00:19:38,380 --> 00:19:42,120] 甚至于还要帮你去想后端的这个变现体现的内容了等等
[00:19:42,120 --> 00:19:43,180] 他们只有这样
[00:19:43,180 --> 00:19:46,080] 还有可能把一个IP跑出来
[00:19:46,080 --> 00:19:48,960] 而且就算是这个IP复化成功了
[00:19:48,960 --> 00:19:52,700] 那么这些复化机构呢 它又会面临着一个极其大的风险
[00:19:52,700 --> 00:19:56,540] 那就是这个IP很有可能就不跟他玩了 人家自己就单飞了
[00:19:56,540 --> 00:20:00,180] 但是呢 我在做小区区这个体系的时候 他就完全的不一样
[00:20:00,180 --> 00:20:03,800] 因为小区区讲的内容本质上还是我的内容
[00:20:03,800 --> 00:20:07,140] 所以呢 他只需要学习我和模仿我就可以了
[00:20:07,140 --> 00:20:14,340] 而他后段的变现方式呢 同时也完全是挂钩的我自己的整个体系的产品
[00:20:14,340 --> 00:20:18,880] 所以我不怕他去單飛或者是離開
[00:20:18,880 --> 00:20:23,160] 也可以說是最大程度上的來降低了我自己的風險
[00:20:23,160 --> 00:20:27,160] 那我們現在反過來再來復盤小區區這個項目
[00:20:27,160 --> 00:20:32,780] 說實話我覺得他也不能算是一個特別特別牛掰的一個點子
[00:20:32,780 --> 00:20:34,680] 我覺得只要仔細的拆解
[00:20:34,680 --> 00:20:41,020] 你就會發現其實他是IP膚化和矩陣打法的一個小小的迭代和優化
[00:20:41,020 --> 00:20:45,380] 只不过呢可能在我之前并没有很多人去仔细的思考过
[00:20:45,380 --> 00:20:47,820] 到底除了ip孵化和矩阵之外
[00:20:47,820 --> 00:20:49,700] 还有没有别的路子可以走
[00:20:49,700 --> 00:20:52,280] 那绝大部分的人都是在看别人怎么走
[00:20:52,280 --> 00:20:53,460] 他就怎么走
[00:20:53,880 --> 00:20:56,180] 其实呢只要稍稍的动点脑子
[00:20:56,180 --> 00:20:58,380] 可能我们就能够看到全新的风景
[00:20:58,380 --> 00:21:01,260] 那我相信我的这个课程推出以后呢
[00:21:01,260 --> 00:21:04,160] 我把我的小曲曲的这个模式介绍了以后
[00:21:04,160 --> 00:21:07,620] 可能市场上又会有很多很多的类似的一些博主
[00:21:07,620 --> 00:21:09,420] 他们就会跟上我们的脚步
[00:21:09,420 --> 00:21:12,080] 也开始想去做这样的一种模式了
[00:21:12,080 --> 00:21:12,440] 不过呢
[00:21:12,440 --> 00:21:13,340] 这个没有关系
[00:21:13,340 --> 00:21:14,240] 因为我们呢
[00:21:14,240 --> 00:21:17,480] 还会持续的去保持进步和迭代的
[00:21:17,480 --> 00:21:18,640] 那以上呢
[00:21:18,640 --> 00:21:23,140] 就是我们不要害怕被抄袭的四个核心理由
[00:21:25,420 --> 00:21:26,480] 讲到这里呢
[00:21:26,480 --> 00:21:28,580] 还是有一些宝宝会担心说
[00:21:28,580 --> 00:21:31,120] 那万一别人抄袭了我之后
[00:21:31,120 --> 00:21:33,440] 结果还做得比我更好了
[00:21:33,440 --> 00:21:34,780] 怎么办啊
[00:21:34,780 --> 00:21:35,880] 那面对这个问题呢
[00:21:35,880 --> 00:21:38,320] 我想说如果一个人抄了你
[00:21:38,320 --> 00:21:39,800] 做的比你还好
[00:21:39,800 --> 00:21:41,400] 那么其实是说明
[00:21:41,400 --> 00:21:46,580] 它在其他方面的综合优势比你更强
[00:21:46,580 --> 00:21:49,460] 所以它才会比你做得更好
[00:21:49,460 --> 00:21:52,940] 比如说它可能是在管理维度上做了优化
[00:21:52,940 --> 00:21:55,700] 可能是在销售维度上做了迭代
[00:21:55,700 --> 00:21:58,820] 还有可能是它的资金链非常的雄厚
[00:21:58,820 --> 00:22:03,960] 总之在你看不见的地方那个冰山水面的下面
[00:22:03,960 --> 00:22:06,920] 很多的点它可能都是做得比你更好的
[00:22:06,920 --> 00:22:10,140] 所以说它只是抄袭你的一个点
[00:22:10,140 --> 00:22:14,700] 可是最終呢 他卻能在綜合的維度上對你進行一個反超
[00:22:14,700 --> 00:22:16,000] 我給大家舉個例子
[00:22:16,000 --> 00:22:20,540] 大家知道其實有很多很多的非常大的這樣的一些互聯網公司
[00:22:20,540 --> 00:22:22,480] 他們的產品都是抄出來的
[00:22:22,940 --> 00:22:26,060] 比如說微信我們知道一開始呢 他也是抄
[00:22:26,060 --> 00:22:29,900] 原來呢是雷軍做了一個叫米寮 對吧
[00:22:29,900 --> 00:22:33,080] 我呢 其實也是米寮非常非常非常早期的用戶
[00:22:33,080 --> 00:22:35,040] 我也是微信非常早期的用戶
[00:22:35,040 --> 00:22:37,460] 那你說大家現在都用微信了
[00:22:37,460 --> 00:22:40,680] 米聊这个东西它早就已经被淘汰了 是吧
[00:22:40,680 --> 00:22:43,840] 可是你们说难道微信当初对于米聊
[00:22:43,840 --> 00:22:47,060] 它就是完全进行了1比1的复制吗
[00:22:47,060 --> 00:22:48,580] 那肯定不是的
[00:22:48,580 --> 00:22:52,540] 因为当初别人再去复制米聊的时候
[00:22:52,540 --> 00:22:56,620] 其实他的财力 团队的整个的实力
[00:22:56,620 --> 00:23:01,160] 还有他原有的腾讯体系下的用户基数等等
[00:23:01,160 --> 00:23:03,480] 方方面面都碾压了
[00:23:03,480 --> 00:23:05,800] 对于米聊进行了降维打击
[00:23:05,800 --> 00:23:07,140] 大家可以想想看
[00:23:07,140 --> 00:23:11,960] 騰訊本身它就是因為QQ而擁有的強大的用戶基數
[00:23:11,960 --> 00:23:14,940] 它自己是有天然的流量優勢的
[00:23:14,940 --> 00:23:18,180] 其次騰訊作為老牌的這種互聯網大廠
[00:23:18,180 --> 00:23:22,720] 它本身就具備非常成熟的這種運營思路和拉新策略
[00:23:22,720 --> 00:23:26,360] 更不用說它後面還有大量的這種資金儲備了
[00:23:26,360 --> 00:23:30,100] 而這些東西其實都是米寮當初沒有的
[00:23:30,100 --> 00:23:32,860] 所以自然微信就會把米寮給吃掉
[00:23:32,860 --> 00:23:35,940] 所以如果對方超了你還超越了你
[00:23:35,940 --> 00:23:38,880] 那麼你應該做的不是去批判他
[00:23:38,880 --> 00:23:40,300] 而是趕緊想一想
[00:23:40,300 --> 00:23:42,900] 我到底有什麼地方是比不過他的
[00:23:42,900 --> 00:23:45,780] 導致有這麼明顯的差距
[00:23:46,000 --> 00:23:47,800] 就好像是我看了很多人說啊
[00:23:47,800 --> 00:23:50,980] 說雷軍做小米素7為什麼能夠賣的這麼好
[00:23:51,560 --> 00:23:54,240] 我們現在發現當初被別人傷害了的人
[00:23:54,240 --> 00:23:57,100] 現在要選擇去傷害別人啊
[00:23:57,100 --> 00:23:59,400] 因為其實小米素7他的整個外殼呢
[00:23:59,400 --> 00:24:02,480] 幾乎就是超了保時捷的這個外殼嘛
[00:24:02,480 --> 00:24:03,220] 但是呢
[00:24:03,220 --> 00:24:04,780] 我們不要這麼去看問題
[00:24:04,780 --> 00:24:09,420] 我们一定要带入到这个保时捷的角度去想一想
[00:24:09,420 --> 00:24:12,340] 这个小米素7它能卖的这么好
[00:24:12,340 --> 00:24:15,760] 难道仅仅是因为它超了我的外壳吗
[00:24:15,760 --> 00:24:16,860] 其实不是的
[00:24:16,860 --> 00:24:18,680] 而是因为它在营销上
[00:24:18,680 --> 00:24:19,840] 在宣发上
[00:24:19,840 --> 00:24:21,020] 在价格上
[00:24:21,020 --> 00:24:23,000] 它可能是想得更加的透彻
[00:24:23,000 --> 00:24:25,820] 更加的有综合的一个竞争优势
[00:24:25,820 --> 00:24:26,980] 那么我呢
[00:24:26,980 --> 00:24:30,300] 如果想让我的保时捷的产品重新进行反超的话
[00:24:30,300 --> 00:24:33,700] 我应该在这些点位上继续的去补强
[00:24:33,700 --> 00:24:35,840] 避免未來再被別人所超越
[00:24:38,300 --> 00:24:39,260] 好 那接下來呢
[00:24:39,260 --> 00:24:43,220] 我們就來講一講如何防止被抄襲被超越
[00:24:43,220 --> 00:24:45,960] 我給大家分享三個方面思路啊
[00:24:45,960 --> 00:24:46,460] 第一個呢
[00:24:46,460 --> 00:24:49,000] 就是不斷迭代領跑行業
[00:24:49,000 --> 00:24:51,000] 就是不要懼怕被抄襲
[00:24:51,000 --> 00:24:52,380] 不要懼怕被超越
[00:24:52,380 --> 00:24:53,560] 最核心的一個點
[00:24:53,560 --> 00:24:55,220] 其實就是不要停下來
[00:24:55,220 --> 00:24:57,160] 要持續的迭代和創新
[00:24:57,160 --> 00:25:01,120] 我們鏈條當中每一個環節的打法
[00:25:01,120 --> 00:25:03,100] 比如說你從產品的維度上
[00:25:03,100 --> 00:25:07,520] 我们要一直去聆听客户的想法意见
[00:25:07,520 --> 00:25:10,180] 然后不断的去根据他们的意见
[00:25:10,180 --> 00:25:12,320] 来对我们的产品进行改进
[00:25:12,800 --> 00:25:14,920] 就好像我们这个取之心平台
[00:25:14,920 --> 00:25:17,800] 还有AI取取这样一些新的产品
[00:25:17,800 --> 00:25:20,740] 都是在不断创新之后的结果
[00:25:20,740 --> 00:25:22,880] 再比如在销售渠道上
[00:25:22,880 --> 00:25:26,460] 我们要持续的去拓宽更加优质
[00:25:26,460 --> 00:25:28,660] 更多元的这样的一些销售渠道
[00:25:29,220 --> 00:25:31,960] 还有从内部的薪酬机制
[00:25:31,960 --> 00:25:33,260] 还有管理架构上
[00:25:33,260 --> 00:25:37,220] 我们要想办法更好的激发大家的战斗力等等
[00:25:37,220 --> 00:25:39,080] 那这些动作的本质呢
[00:25:39,080 --> 00:25:41,260] 其实就是我们要卷自己
[00:25:41,260 --> 00:25:44,580] 让我们临跑于行业的最前端
[00:25:44,580 --> 00:25:45,940] 当你跑得足够快
[00:25:45,940 --> 00:25:46,920] 足够远的时候
[00:25:46,920 --> 00:25:50,660] 其实你是根本不用害怕被抄袭被超越的
[00:25:50,660 --> 00:25:52,580] 因为别人在抄你的时候
[00:25:52,580 --> 00:25:54,580] 可能他跑到了50米
[00:25:54,580 --> 00:25:55,500] 可是你呢
[00:25:55,500 --> 00:25:56,620] 因为不断的在前进
[00:25:56,620 --> 00:25:58,760] 你又已经到了200米了
[00:25:58,760 --> 00:25:59,840] 那么抄不抄的呢
[00:25:59,840 --> 00:26:01,240] 就无所谓了啊
[00:26:01,240 --> 00:26:05,800] 我们核心还是要聚焦到自我的提升和精进思考上面
[00:26:05,800 --> 00:26:10,080] 第二就是要搭建体系变得复杂
[00:26:10,080 --> 00:26:12,880] 大家要知道所谓的这个互成何也好
[00:26:12,880 --> 00:26:15,480] 壁垒也好 核心竞争力也好
[00:26:15,480 --> 00:26:19,680] 它一定不是一个单一维度的优势和长板
[00:26:19,680 --> 00:26:21,920] 任何的一个单一维度的优势
[00:26:21,920 --> 00:26:25,480] 它都是非常非常的容易被模仿和抄袭的
[00:26:25,480 --> 00:26:27,580] 比如说如果你做直播带货
[00:26:27,580 --> 00:26:29,880] 你只有台前的表现力
[00:26:29,880 --> 00:26:34,960] 那麼可能有一個台銜表現力比你更強的人你就很容易被反超了
[00:26:34,960 --> 00:26:42,700] 所以本質上呢 你還是要搭建越來越完善的上下游的體系 並且有多個維度的長板
[00:26:42,700 --> 00:26:49,400] 共同交織才能夠去形成你的一個不成合 就拿直播代貨來舉例子啊
[00:26:49,400 --> 00:26:54,760] 那麼如果我想要去構建直播代貨這個賽道上的一個絕對的競爭力
[00:26:54,760 --> 00:26:57,940] 我需要有什么严肃呢 可能从我的角度上考虑
[00:26:57,940 --> 00:27:00,900] 我既要有非常丰富的台钱的表现力
[00:27:00,900 --> 00:27:05,700] 同时我又能拿到相对的比较低的供应链的价格
[00:27:05,700 --> 00:27:11,740] 甚至于到后期我还要去发展几个品牌的这种独家的带货的权限
[00:27:11,740 --> 00:27:14,140] 也就是说只有我能卖 别人卖不了
[00:27:14,140 --> 00:27:17,160] 甚至于还会去做自己的品牌
[00:27:17,160 --> 00:27:19,120] 也就是这个品牌 就是我自己的
[00:27:19,120 --> 00:27:20,440] 如果我不放权限的话
[00:27:20,440 --> 00:27:22,760] 没有任何一个人可以给我拿到相同的品
[00:27:22,760 --> 00:27:25,100] 一定要多維度多維度的交織
[00:27:25,100 --> 00:27:28,220] 不停的想著怎麼去把自己的這個互成合作
[00:27:28,220 --> 00:27:29,840] 越來越高越來越深
[00:27:29,840 --> 00:27:32,420] 那麼這樣別人再想模仿你的時候
[00:27:32,420 --> 00:27:35,300] 他們要去打穿的維度太多了
[00:27:35,300 --> 00:27:38,080] 那這個時候你就不太容易被取代掉
[00:27:38,080 --> 00:27:38,920] 我舉個例子
[00:27:38,920 --> 00:27:41,880] 就是我們的亨哈斯密項目其實也是這樣的
[00:27:42,580 --> 00:27:46,240] 如果我選擇把我的手上的客戶和流量
[00:27:46,240 --> 00:27:47,720] 直接導給醫院
[00:27:47,720 --> 00:27:49,220] 然後我就不管了
[00:27:49,220 --> 00:27:50,080] 那麼說實話
[00:27:50,080 --> 00:27:52,740] 大家覺不覺得這件事有很多的
[00:27:52,740 --> 00:27:54,880] 自带流量的博主他都能干
[00:27:54,880 --> 00:27:58,000] 大家都可以把自己的流量扔给后端的医院
[00:27:58,000 --> 00:28:01,520] 那么这样的话是不是就很容易被模仿和复制
[00:28:01,520 --> 00:28:05,660] 然而为什么目前我们现在在这个类目里头
[00:28:05,660 --> 00:28:07,980] 可以说是这一套打得非常非常的响
[00:28:07,980 --> 00:28:11,980] 很多人都在关注我们是如何做哼哈这个项目的呢
[00:28:11,980 --> 00:28:15,320] 其实呢就是因为我们有着好几层的竞争力
[00:28:15,320 --> 00:28:16,720] 在这个里面在交织
[00:28:16,720 --> 00:28:19,520] 以至于我们的不是那么的容易被模仿的
[00:28:19,520 --> 00:28:23,200] 第一個就是我這個IP本身它是一個
[00:28:23,200 --> 00:28:24,960] 超級大的流量入口
[00:28:24,960 --> 00:28:26,560] 那麼我這個流量入口呢
[00:28:26,560 --> 00:28:28,860] 首先它就能給我的後端的項目
[00:28:28,860 --> 00:28:31,000] 源源不斷的去提供客戶
[00:28:31,000 --> 00:28:31,940] 第二個呢
[00:28:31,940 --> 00:28:35,020] 這個呢也是絕大部分IP不會用的一個手法
[00:28:35,020 --> 00:28:38,400] 那就是我是用我自己的團隊
[00:28:38,400 --> 00:28:40,040] 來運作這個項目的
[00:28:40,580 --> 00:28:43,460] 我自己的團隊在負責這個項目的
[00:28:43,460 --> 00:28:46,440] 銷售以及後端的服務
[00:28:46,440 --> 00:28:48,580] 那我們團隊的整個價值觀呢
[00:28:48,580 --> 00:28:50,040] 我都是非常一致的
[00:28:50,500 --> 00:28:53,440] 他們也把項目研究的非常透徹
[00:28:53,440 --> 00:28:57,140] 那在這一點上別的IP可能根本就不會
[00:28:57,140 --> 00:28:59,420] 費這個勁去為了這樣一個項目
[00:28:59,420 --> 00:29:00,740] 專門搭建一個團隊
[00:29:00,740 --> 00:29:03,300] 然後去研究項目並且去駐紮項目的
[00:29:03,300 --> 00:29:04,220] 這個比較難
[00:29:04,220 --> 00:29:07,900] 第三個就是我們的哼哈課程的設計
[00:29:07,900 --> 00:29:11,380] 並不是把市面上的這些現成的東西
[00:29:11,380 --> 00:29:12,960] 直接搬過來的
[00:29:12,960 --> 00:29:16,800] 而是根據我的客戶的價值觀的特徵
[00:29:16,800 --> 00:29:18,980] 还有他们的收入水平
[00:29:18,980 --> 00:29:20,820] 他们的情感状况等等
[00:29:20,820 --> 00:29:23,080] 而重新去设计的
[00:29:23,080 --> 00:29:24,760] 所以我们的客户来上我们的
[00:29:24,760 --> 00:29:25,400] 哈哈课的时候
[00:29:25,400 --> 00:29:26,900] 他们经常会反馈说
[00:29:26,900 --> 00:29:29,140] 其实他们以前也在其他的地方
[00:29:29,140 --> 00:29:31,600] 听过一些这种性质的课程
[00:29:31,600 --> 00:29:35,160] 但是他们会觉得我们的课程更高级
[00:29:35,160 --> 00:29:36,280] 第四个
[00:29:36,280 --> 00:29:39,140] 就是我们后端的这种合作的医院
[00:29:39,140 --> 00:29:41,700] 他们当然是技术非常非常过硬的
[00:29:41,700 --> 00:29:44,700] 所以它是这样的几个围栋共同交织
[00:29:44,700 --> 00:29:47,240] 才會讓我在做這個類目的時候
[00:29:47,240 --> 00:29:49,780] 形成一個比較強的競爭力
[00:29:49,780 --> 00:29:51,160] 那麼更進一步的啊
[00:29:51,160 --> 00:29:52,000] 這個項目呢
[00:29:52,000 --> 00:29:55,620] 因為它被併到了我的整個產品體系上
[00:29:55,620 --> 00:29:59,420] 實際上對於我們的整個想要去為女性的
[00:29:59,420 --> 00:30:02,920] 情感方面的成長做終身服務的時候呢
[00:30:02,920 --> 00:30:07,600] 這個項目也會給我的整個項目帶來更核心的一個競爭力
[00:30:07,600 --> 00:30:11,160] 它也是增強我的護成合的其中一塊板
[00:30:11,160 --> 00:30:13,900] 它會成為我不可取代的一個部分
[00:30:13,900 --> 00:30:17,760] 大家可以想想 別人也做情感諮詢 我也做情感諮詢
[00:30:17,760 --> 00:30:20,280] 可是呢 由於我們在哼哈這個維度上
[00:30:20,280 --> 00:30:24,020] 我們進行了深入的研究 我們有大量的客戶案例
[00:30:24,020 --> 00:30:26,680] 那麼是否意味著我們在前端做
[00:30:26,680 --> 00:30:28,480] 腦子這一塊的諮詢的時候
[00:30:28,480 --> 00:30:31,120] 我們也能夠更加的通透呢
[00:30:31,120 --> 00:30:32,920] 當我們跟客戶給建議的時候
[00:30:32,920 --> 00:30:36,420] 就不再停留於所謂的觀光是怎麼去相處
[00:30:36,420 --> 00:30:39,360] 或者是情緒價值 怎麼聊天
[00:30:39,360 --> 00:30:41,580] 個人價值這個層面上了
[00:30:41,580 --> 00:30:45,060] 我們還可以有更多的跟身體有關的
[00:30:45,060 --> 00:30:46,680] 這樣一些分析和分享
[00:30:46,680 --> 00:30:50,440] 那麼精神加上身體雙重的這種打通
[00:30:50,440 --> 00:30:54,660] 它就能夠給到我們的客戶更加落地的綜合化的建議
[00:30:54,660 --> 00:30:55,560] 我再舉個例子
[00:30:55,560 --> 00:30:57,280] 就是我們跟米萊蒙有個小姐姐
[00:30:57,280 --> 00:30:59,640] 她特別特別的擅長發朋友圈
[00:30:59,640 --> 00:31:01,960] 她能夠讓大家通過朋友圈
[00:31:01,960 --> 00:31:04,760] 感受到自己的跡象上有檔次
[00:31:04,760 --> 00:31:06,960] 然後呢 這麼多年的過程當中呢
[00:31:06,960 --> 00:31:09,360] 所有的人通過她的朋友圈了解到
[00:31:09,360 --> 00:31:12,200] 他是一个让人家觉得很成功
[00:31:12,200 --> 00:31:14,500] 然后也很值得信赖的这么一个人
[00:31:14,500 --> 00:31:16,600] 所以每当他去做什么项目的时候
[00:31:16,600 --> 00:31:19,600] 都会有很多很多人去跟着他一块做
[00:31:19,600 --> 00:31:22,970] 后来他干脆就开了一个教别人
[00:31:22,970 --> 00:31:25,830] 如何发朋友圈的这么一个课程
[00:31:25,830 --> 00:31:26,450] 然后他说
[00:31:26,450 --> 00:31:29,270] 如果你们也想把朋友圈打造得非常有质感
[00:31:29,270 --> 00:31:30,570] 你们可以来问我
[00:31:30,570 --> 00:31:33,830] 结果没想到他这个课程卖的很贵哦
[00:31:33,830 --> 00:31:35,430] 卖到一两万哦
[00:31:35,430 --> 00:31:37,990] 结果还很多很多的人来买
[00:31:37,990 --> 00:31:40,210] 他在短短几个月的时间里面
[00:31:40,210 --> 00:31:42,250] 就赚了有小几百万
[00:31:42,250 --> 00:31:44,070] 其实听起来非常的不可思议
[00:31:44,070 --> 00:31:46,610] 但这个其实之前在我们闺蜜联盟的
[00:31:46,610 --> 00:31:47,990] 干局切片视频上
[00:31:47,990 --> 00:31:49,870] 我们有聊到过这个事儿
[00:31:49,870 --> 00:31:51,650] 大家可以再去翻一翻
[00:31:51,650 --> 00:31:55,130] 当时他在跟我聊了他的商业体系之后
[00:31:55,130 --> 00:31:57,770] 我听下来我觉得他非常厉害的一点
[00:31:57,770 --> 00:32:00,310] 是在于他很有勇气 很有胆量
[00:32:00,310 --> 00:32:02,250] 然后想到什么就赶紧去做
[00:32:02,250 --> 00:32:04,730] 所以他确实是能够在短时间内
[00:32:04,730 --> 00:32:06,590] 产生比较好的一个变现结果
[00:32:06,590 --> 00:32:12,250] 但是在我看來他的整個商業鏈路其實是沒有壁壘的
[00:32:12,710 --> 00:32:14,790] 也就是說他交給了別人之後
[00:32:14,790 --> 00:32:18,250] 那麼別人立刻就可以拿著他這個課
[00:32:18,250 --> 00:32:20,150] 自己就是賣了對吧
[00:32:20,150 --> 00:32:22,230] 那還要他幹什麼呢
[00:32:22,230 --> 00:32:24,110] 所以說我就給他一個建議
[00:32:24,110 --> 00:32:27,930] 我說如果你想要讓你這件事情的壁壘變得更高
[00:32:27,930 --> 00:32:29,010] 你應該怎麼做
[00:32:29,010 --> 00:32:30,250] 你應該去做
[00:32:30,250 --> 00:32:32,150] 別人就算是抄了你的課程
[00:32:32,150 --> 00:32:35,330] 依然很不願意花精力去做的一件事
[00:32:35,330 --> 00:32:38,970] 那就是打造后端的供应链
[00:32:38,970 --> 00:32:42,590] 你需要去找到一些供应链的这样一些商家
[00:32:42,590 --> 00:32:45,550] 那么无论是你在打造朋友圈的这个过程当中
[00:32:45,550 --> 00:32:47,370] 你有出境的服装也好
[00:32:47,370 --> 00:32:48,630] 首饰也好
[00:32:48,630 --> 00:32:52,690] 或者是你有出境的这样一些家居的这样一些东西也好
[00:32:52,690 --> 00:32:54,770] 那么你都需要去找到一些供应链
[00:32:54,770 --> 00:32:56,750] 来帮你去供应这些产品
[00:32:56,750 --> 00:32:58,370] 那么学了你的课程
[00:32:58,370 --> 00:33:00,510] 它会发朋友圈的这样一些人
[00:33:00,510 --> 00:33:03,570] 它也可以变成你的项目合伙人
[00:33:03,570 --> 00:33:06,130] 你除了教他们如何发朋友圈之外
[00:33:06,130 --> 00:33:09,930] 然后你还可以把你朋友圈里提到的这些产品
[00:33:09,930 --> 00:33:11,690] 可以打包给到他们
[00:33:11,690 --> 00:33:13,650] 那么学了你的课程之后
[00:33:13,650 --> 00:33:16,810] 他们就可以在自己的朋友圈里
[00:33:16,810 --> 00:33:19,210] 通过卖货来赚钱了
[00:33:19,210 --> 00:33:21,270] 然而你不仅仅可以教给他们课程
[00:33:21,270 --> 00:33:24,230] 同时还可以去作为他们的工业
[00:33:24,230 --> 00:33:26,510] 来给他们提供这些产品
[00:33:26,510 --> 00:33:28,830] 那说白了呢 这个其实就是
[00:33:28,830 --> 00:33:31,830] 也算是微商模式的一种变种啊
[00:33:31,830 --> 00:33:35,810] 就是一邊搞培訓 一邊做代理招商 還能一邊賣貨
[00:33:35,810 --> 00:33:38,170] 但是呢 我的目的是為了什麼呢
[00:33:38,170 --> 00:33:40,410] 是為了讓他的這個項目啊
[00:33:40,410 --> 00:33:44,770] 能夠打通上下游之後 變成一個更加複雜的體系
[00:33:44,770 --> 00:33:46,710] 只有你變成一個複雜體系之後
[00:33:46,710 --> 00:33:49,350] 那麼別人這個時候再想去模仿你
[00:33:49,350 --> 00:33:51,610] 或是抄襲你就不會那麼容易了
[00:33:52,110 --> 00:33:54,890] 總之 當你變成一個龐然大物的時候
[00:33:54,890 --> 00:33:57,230] 就不是那麼容易被複製了啊
[00:33:57,230 --> 00:34:00,950] 那第三個呢 就是完成自洽 滲透動作
[00:34:00,950 --> 00:34:05,570] 其實這個世界上最難以被抄襲的就是創始人的價值觀
[00:34:05,570 --> 00:34:09,810] 就算其他人跟你喊一樣的口號 做一樣的定位
[00:34:09,810 --> 00:34:13,750] 但是呢 只要他的發心和真正的底層價值觀上
[00:34:13,750 --> 00:34:17,630] 跟你不一樣的時候 那麼就會失之好裡 差之千里
[00:34:17,630 --> 00:34:21,270] 你會發現在動作層面上的很多的細節
[00:34:21,270 --> 00:34:23,650] 我們處理的都會不一樣
[00:34:23,650 --> 00:34:25,550] 比如說有很多的知識付費的博主
[00:34:25,550 --> 00:34:28,750] 他們也會來抄我的課程 抄我的內容
[00:34:28,750 --> 00:34:31,670] 但是其實我骨子裏頭的核心價值觀
[00:34:31,670 --> 00:34:34,170] 這個東西它是存在在我的腦子裏
[00:34:34,170 --> 00:34:35,350] 存在在我的心裏
[00:34:35,350 --> 00:34:37,310] 流淌在我的血液裏的東西
[00:34:37,310 --> 00:34:38,470] 那麽這個東西呢
[00:34:38,470 --> 00:34:40,990] 他們其實是很難去抄襲的
[00:34:40,990 --> 00:34:44,570] 比如說我是一個超級長期價值主義者
[00:34:44,570 --> 00:34:46,570] 我不著急在任何一個當下
[00:34:46,570 --> 00:34:48,310] 就要賺到所有的錢
[00:34:48,310 --> 00:34:51,390] 而絕大部分的知識付費的博主呢
[00:34:51,390 --> 00:34:53,110] 他們的價值觀可能都是想
[00:34:53,110 --> 00:34:54,570] 趁著這個風口
[00:34:54,570 --> 00:34:57,310] 然後三年賺完一輩子的錢
[00:34:57,310 --> 00:34:58,570] 所以你就會看到
[00:34:58,570 --> 00:35:01,630] 那我们动作层面上就会体现的非常不一样了
[00:35:01,630 --> 00:35:06,070] 比如说他们会在直播间里头不断的去拉高大家的预期
[00:35:06,070 --> 00:35:07,770] 过度的承诺
[00:35:07,770 --> 00:35:12,370] 或者说以这种逼单的方式来让大家去冲动消费
[00:35:12,370 --> 00:35:13,630] 而我呢
[00:35:13,630 --> 00:35:17,770] 几乎不在直播间进行这种非常强势的销售
[00:35:17,770 --> 00:35:20,830] 而是会选择把大家带到我的私域
[00:35:20,830 --> 00:35:24,590] 然后不断的在朋友圈里面去展现我们的价值观
[00:35:24,590 --> 00:35:27,610] 然后展现我们给客户带来的这种收获
[00:35:27,610 --> 00:35:29,110] 展現我們的做事風格
