[00:00:00,000 --> 00:00:06,200] 老子们大家好 我是曲曲 欢迎大家回到我们金贵的关系2.0的课堂
[00:16:15,610 --> 00:16:16,870] 给大家讲到过的
[00:16:16,870 --> 00:16:18,830] 我们呢是在沉淀方法论
[00:16:18,830 --> 00:16:21,570] 沉淀自己的心得体会
[00:16:21,570 --> 00:16:25,190] 只有当你不断地去沉淀了自己的心得体会
[00:16:25,190 --> 00:16:27,690] 让你的想法越来越有价值
[00:16:27,690 --> 00:16:30,410] 你的朋友圈才会写得越来越好
[00:16:31,140 --> 00:16:34,520] 那么别人呢才会进一步的来看见你
[00:16:34,650 --> 00:16:38,830] 所以最开始的发心一定是为了自我总结
[00:16:38,830 --> 00:16:39,910] 自我迭代
[00:16:39,910 --> 00:16:42,370] 我们不要担心别人看不看
[00:16:42,370 --> 00:16:44,650] 而是要在自己的能力范围内
[00:16:44,650 --> 00:16:46,170] 把它写到最好
[00:16:46,170 --> 00:16:47,770] 写到最有价值
[00:16:47,770 --> 00:16:49,970] 那么被关注和被看见
[00:16:49,970 --> 00:16:52,110] 都只是水到渠成的事情
[00:16:52,110 --> 00:16:53,150] 好 接下來呢
[00:16:53,150 --> 00:16:54,530] 我們就來講一下啊
[00:16:54,530 --> 00:16:56,030] 怎麼發朋友圈
[00:16:56,030 --> 00:16:58,090] 就很多人發朋友圈的時候吧
[00:16:58,090 --> 00:17:00,090] 他會陷入到另外一種誤區
[00:17:00,090 --> 00:17:03,710] 就是瘋狂的在朋友圈裡的發廣告
[00:17:03,710 --> 00:17:04,670] 大家呢
[00:17:04,670 --> 00:17:08,450] 都看過早期不是非常成熟的微商啊
[00:17:08,450 --> 00:17:09,770] 一打開那個朋友圈
[00:17:09,770 --> 00:17:11,230] 全部都是廣告
[00:17:11,230 --> 00:17:12,930] 全部都是賣貨
[00:17:12,930 --> 00:17:14,230] 那這樣的朋友圈呢
[00:17:14,230 --> 00:17:17,210] 其實是非常容易被人屏蔽掉的
[00:17:19,260 --> 00:17:19,680] 所以呢
[00:17:19,680 --> 00:17:22,220] 我们如果想要发好朋友圈
[00:17:22,220 --> 00:17:25,720] 一定要分配好我们的内容比例
[00:17:25,720 --> 00:17:26,860] 我给大家分享一下
[00:17:26,860 --> 00:17:29,300] 我自己发朋友圈的一个内容比例
[00:17:29,300 --> 00:17:32,800] 大概差不多是在30%的照片
[00:17:32,800 --> 00:17:34,560] 这个照片应该是有我的
[00:17:34,560 --> 00:17:37,440] 可能是自拍 可能是他拍这样
[00:17:37,440 --> 00:17:39,660] 然后50%的沉淀
[00:17:39,660 --> 00:17:42,040] 以及20%的日常
[00:17:42,040 --> 00:17:44,620] 我们先来看一下30%的照片
[00:17:44,620 --> 00:17:46,700] 其实无论是短视频
[00:17:46,700 --> 00:17:48,840] 还是朋友圈吸睛
[00:17:48,840 --> 00:17:50,160] 一定是第一步的
[00:17:50,660 --> 00:17:52,740] 首先呢是想办法叫做
[00:17:52,740 --> 00:17:55,540] 发用户停留时长
[00:17:55,540 --> 00:17:58,000] 然后再去讲自己的内容
[00:17:58,000 --> 00:17:59,920] 短视频大家经常听到啊
[00:17:59,920 --> 00:18:01,980] 我们会说我们要靠什么
[00:18:01,980 --> 00:18:04,420] 前面的黄金三秒
[00:18:04,420 --> 00:18:06,020] 那个短视频一刷过来
[00:18:06,020 --> 00:18:09,800] 前三秒就会决定别人停不停留了
[00:18:09,800 --> 00:18:10,900] 而朋友圈上呢
[00:18:10,900 --> 00:18:12,820] 我们这个同等的概念用过来
[00:18:12,820 --> 00:18:13,680] 它应该是什么呢
[00:18:13,680 --> 00:18:16,040] 它就是你发任何内容的时候
[00:18:16,040 --> 00:18:18,320] 一定要有非常好看的照片
[00:18:18,320 --> 00:18:19,920] 或者是好看的配圖
[00:18:20,560 --> 00:18:23,460] 如果你的朋友圈不配圖的話呢
[00:18:23,460 --> 00:18:25,700] 首先啊從篇幅來講
[00:18:25,700 --> 00:18:27,620] 你的朋友圈如果只有文字
[00:18:27,620 --> 00:18:30,100] 你的篇幅占的就非常非常的少
[00:18:30,100 --> 00:18:31,760] 如果掛了一張圖之後
[00:18:31,760 --> 00:18:34,920] 你的篇幅首先它占的就會比較多
[00:18:34,920 --> 00:18:37,260] 再加上如果這個圖片
[00:18:37,260 --> 00:18:38,780] 它又是一張非常好看
[00:18:38,780 --> 00:18:40,500] 或者是非常有趣的圖片
[00:18:40,500 --> 00:18:44,680] 那麼它就特別容易在所有的內容當中
[00:18:44,680 --> 00:18:46,120] 引發大家的關注
[00:18:46,120 --> 00:18:47,300] 尤其是女孩子啊
[00:18:47,300 --> 00:18:49,660] 如果说你特别的有颜值啊
[00:18:49,660 --> 00:18:50,500] 有身材啊
[00:18:50,500 --> 00:18:53,240] 或者说是经常出席一些活动啊
[00:18:53,240 --> 00:18:55,480] 可能你会穿得非常的漂亮
[00:18:55,480 --> 00:18:56,200] 那么呢
[00:18:56,200 --> 00:19:02,180] 我们就一定要多发能够展示出自己的颜值和身材的照片
[00:19:02,180 --> 00:19:05,540] 以及能够烘托你人设的活动照片
[00:19:05,540 --> 00:19:06,660] 因为你要知道啊
[00:19:06,660 --> 00:19:11,140] 你的品质优质良好的社会评价等等因素呢
[00:19:11,140 --> 00:19:14,880] 都要结合到一个具象的模样上面
[00:19:14,880 --> 00:19:18,260] 那這樣別人才能夠讓你記住
[00:19:18,260 --> 00:19:20,760] 否則的話呢 你的人設和形象
[00:19:20,760 --> 00:19:23,280] 就還是會給人非常模糊的感覺
[00:19:23,280 --> 00:19:26,500] 好 那這個地方我給大家稍微的延展一下下
[00:19:26,500 --> 00:19:29,860] 其實我講這個概念呢 大家可以想象一下
[00:19:29,860 --> 00:19:33,580] 很多很多的國家呀 都有自己的一個宗教信仰
[00:19:33,580 --> 00:19:35,920] 對不對 那每一個國家
[00:19:35,920 --> 00:19:40,280] 每一個這個世界維度 他們都會傳播自己的信仰
[00:19:40,280 --> 00:19:42,900] 和對善的這樣一個理解
[00:19:43,060 --> 00:19:47,500] 但是呢 大部分的宗教 它們都有一個共性
[00:19:47,500 --> 00:19:51,840] 那就是它們的神也好呀 或者上帝也好呀
[00:19:51,840 --> 00:19:54,320] 都會有一個具體的樣子
[00:19:54,320 --> 00:19:59,460] 就是耶穌有耶穌的長相 佛陀有佛陀的長相
[00:19:59,460 --> 00:20:03,220] 其實呢 就是把一些看不見摸不著的東西
[00:20:03,220 --> 00:20:07,940] 這種信念寄託到了一個具體的形象上
[00:20:08,220 --> 00:20:09,860] 它們的所有那些信徒
[00:20:09,860 --> 00:20:12,940] 他們對於神的這種感知
[00:20:12,940 --> 00:20:14,900] 是不是就會更清晰
[00:20:14,900 --> 00:20:17,180] 每當他們想要去求神拜佛
[00:20:17,180 --> 00:20:21,380] 心中想要去尋求這種神明的這種庇佑的時候
[00:20:21,380 --> 00:20:24,280] 他是不是心目當中和腦海當中
[00:20:24,280 --> 00:20:28,140] 就會生起一個很具象的人物形象
[00:20:28,460 --> 00:20:30,000] 所以同樣的
[00:20:30,000 --> 00:20:33,100] 你呢也要給你的粉絲和你的目標用戶
[00:20:33,100 --> 00:20:35,740] 非常具象的一個目標畫像
[00:20:35,740 --> 00:20:38,980] 那就是你這個人到底是長成什麼樣子的
[00:20:39,270 --> 00:20:42,730] 当你想要去多方位的展现自己的好
[00:20:42,730 --> 00:20:45,850] 展现自己的积极向上能量等等
[00:20:45,850 --> 00:20:46,890] 这样一些东西的时候
[00:20:46,890 --> 00:20:52,010] 你需要让大家把这么的优良的优秀的品质
[00:20:52,010 --> 00:20:55,790] 去聚集到一个巨向的人物化向上
[00:20:55,790 --> 00:20:58,150] 也就是说当你展现你的好的时候
[00:20:58,150 --> 00:21:01,170] 不能让大家忘记你的脸
[00:21:01,170 --> 00:21:05,490] 接下来我们来看一看关于50%的沉淀
[00:21:05,810 --> 00:21:09,570] 这个最直接的沉淀其实就是我们的感悟
[00:21:09,590 --> 00:21:10,610] 比如说啊
[00:21:10,610 --> 00:21:13,110] 我们最近看了一本什么样的书啊
[00:21:13,110 --> 00:21:14,210] 一部什么电影
[00:21:14,210 --> 00:21:16,490] 或者说进行了一场什么样的交谈
[00:21:16,490 --> 00:21:19,070] 从中产生了什么样的思考
[00:21:19,070 --> 00:21:20,770] 得到了什么样的灵感
[00:21:20,770 --> 00:21:21,510] 那这些呢
[00:21:21,510 --> 00:21:25,490] 其实就是我的朋友圈里最常发的一些内容
[00:21:25,490 --> 00:21:26,770] 除此之外呢
[00:21:26,770 --> 00:21:29,830] 你的经历也是你最好的沉淀
[00:21:29,830 --> 00:21:31,770] 就好像平时出去参加活动
[00:21:31,770 --> 00:21:33,130] 去上课学习的时候
[00:21:33,130 --> 00:21:35,790] 那你可以在朋友圈里去告诉大家说
[00:21:35,790 --> 00:21:38,490] 今天参加这个活动是做什么的
[00:21:38,490 --> 00:21:41,130] 那我在這個活動當中遇到了什麼樣的人
[00:21:41,130 --> 00:21:43,170] 進行一場什麼樣的談話
[00:21:43,170 --> 00:21:46,010] 我又受到了什麼樣的啟發等等
[00:21:46,010 --> 00:21:48,530] 比如說呢我之前去美國留學的時候啊
[00:21:48,530 --> 00:21:52,470] 就被一個商會的會長邀請去到了聯合國的總部
[00:21:52,470 --> 00:21:56,270] 參加了當時中美建交40週年的一個
[00:21:56,270 --> 00:21:58,030] 工商交流的活動
[00:21:58,030 --> 00:22:00,370] 那我呢也會發一套朋友圈說
[00:22:00,370 --> 00:22:04,190] 首先是非常榮幸來參加到這一次的交流活動
[00:22:04,190 --> 00:22:05,290] 然後現在呢
[00:22:05,290 --> 00:22:08,690] 可能是中美关系的一个比较紧张的时刻
[00:22:08,690 --> 00:22:12,690] 但我们也都希望能够为中美关系将来的
[00:22:12,690 --> 00:22:15,330] 更进一步的融洽做出自己的贡献
[00:22:15,330 --> 00:22:18,430] 那像这样简单的展示了自己参加什么活动
[00:22:18,430 --> 00:22:20,010] 展示了自己的光环
[00:22:20,010 --> 00:22:23,250] 同时呢又引发了自己的一点点向阳的思考
[00:22:23,250 --> 00:22:25,150] 但这个呢其实都是一种沉淀
[00:22:25,150 --> 00:22:29,050] 同时呢也是一种非常好的对外展现的形式
[00:22:29,050 --> 00:22:32,630] 而我们之所以呢要不断的去沉淀自己的经历和感悟
[00:22:32,630 --> 00:22:34,570] 其实其中有一个很重要的原因
[00:22:34,570 --> 00:22:38,510] 就是為了和目標客戶產生熟悉感
[00:22:38,900 --> 00:22:39,960] 大家要知道啊
[00:22:39,960 --> 00:22:41,840] 在以前沒有互聯網的時候
[00:22:41,840 --> 00:22:43,920] 大家之所以相信一個人
[00:22:43,920 --> 00:22:45,720] 選擇跟一個人合作
[00:22:45,720 --> 00:22:49,280] 往往都是因為日常之間的朝夕相處
[00:22:49,280 --> 00:22:50,700] 日久見人心
[00:22:50,700 --> 00:22:52,640] 但是呢在互聯網時代呢
[00:22:52,640 --> 00:22:54,920] 大家面對面的去相處的機會
[00:22:54,920 --> 00:22:57,700] 其實是在不斷的減少的
[00:22:57,700 --> 00:23:00,360] 我們往往都是通過線上去認識彼此
[00:23:00,360 --> 00:23:01,480] 熟悉彼此
[00:23:01,480 --> 00:23:05,200] 那么所以呢我们也要更改这样的一种方式方法了
[00:23:05,200 --> 00:23:08,800] 就是要不断的在朋友圈里去讲述自己的经历
[00:23:08,800 --> 00:23:12,440] 360度的去讲述自己的感悟
[00:23:12,440 --> 00:23:14,980] 让大家全方位的了解你
[00:23:14,980 --> 00:23:19,500] 从而来提高对你这个人的信任啊进而产生合作
[00:23:19,500 --> 00:23:22,860] 最后呢我们再来看一下这个20%的日常
[00:23:22,860 --> 00:23:26,620] 那我们在朋友圈里去做营销啊做展示啊
[00:23:26,620 --> 00:23:28,400] 一定都不能够太紧绷
[00:23:28,400 --> 00:23:31,360] 不能够全部是你的工作和光环
[00:23:31,360 --> 00:23:34,980] 那这样的话呢 就会显得非常的不接地气
[00:23:34,980 --> 00:23:38,440] 我们需要展现一些轻松的 日常的内容
[00:23:38,440 --> 00:23:40,300] 有烟火气的自己
[00:23:40,300 --> 00:23:43,460] 这样你看起来才会是一个活生生的人
[00:23:43,460 --> 00:23:46,040] 而不是一个只会工作的机器
[00:23:46,590 --> 00:23:48,630] 就好比啊 我其实有一个朋友
[00:23:48,630 --> 00:23:52,270] 他呢也是做个人IP的 做得也非常非常的好
[00:23:52,270 --> 00:23:55,770] 但是呢 他之前的朋友圈里所有的照片
[00:23:55,770 --> 00:23:59,330] 一张随意的自拍都没有
[00:23:59,330 --> 00:24:04,250] 没有任何的那种你看起来是非常轻松的这种照片
[00:24:04,250 --> 00:24:09,750] 他所有的照片全部都是摄影师帮他用专业的机器
[00:24:09,750 --> 00:24:11,190] 然后拍出来的
[00:24:11,190 --> 00:24:13,250] 摆了非常精致的pose
[00:24:13,250 --> 00:24:17,730] 而且全部是经过精修的那种商业大片的感觉
[00:24:17,730 --> 00:24:19,670] 那这个朋友圈我们打开一看呢
[00:24:19,670 --> 00:24:22,930] 就会觉得稍稍有点用力过猛了是吧
[00:24:22,930 --> 00:24:28,330] 那观众呢其实是可以看出这个里头的刻意感和设计感的
[00:24:28,330 --> 00:24:32,870] 就显得这个人他没有那么的想要去亲近的欲望
[00:24:32,870 --> 00:24:35,910] 所以有时候我们也可以发一些比较搞怪的
[00:24:35,910 --> 00:24:37,550] 有趣的日常
[00:24:37,550 --> 00:24:41,110] 那么让整个人的人设就会变得更加的圆融
[00:24:41,110 --> 00:24:44,610] 像我有的时候在我闺蜜联盟的宝宝应该可以看到
[00:24:44,610 --> 00:24:47,810] 像上一次那个瑞士卷事件是吧
[00:24:47,810 --> 00:24:51,390] 网上发酵的比较厉害的就是这个妻子想要吃瑞士卷
[00:24:51,390 --> 00:24:53,850] 结果呢丈夫就一直批评妻子说
[00:24:53,850 --> 00:24:56,350] 你怎么把这个瑞士卷留给孩子
[00:24:56,350 --> 00:24:59,050] 那这个事情当时呢是上了热搜的
[00:24:59,050 --> 00:25:02,950] 很多人呢他们都会在吐槽说这个男的有多么恶劣啊
[00:25:02,950 --> 00:25:05,430] 啊分析这个夫妻关系里的这些事儿
[00:25:05,430 --> 00:25:07,990] 那这个呢本来应该是属于我的专业范畴
[00:25:07,990 --> 00:25:11,930] 但是呢我完完全全的没有在朋友圈里去发这种
[00:25:11,930 --> 00:25:14,890] 关于我对于这个事件的偷袭
[00:25:14,890 --> 00:25:17,310] 而是呢在深夜的时候
[00:25:17,310 --> 00:25:20,510] 发了一张我点外卖的这个截图啊
[00:25:20,510 --> 00:25:24,610] 就是说你们都在吐槽男的 只有我饿了
[00:25:24,610 --> 00:25:28,890] 所以呢我就发了一个深夜里头去吃外卖的这么一个朋友圈
[00:25:29,680 --> 00:25:34,580] 但这个呢其实就是希望在我的这种比较专业啊或者给大家的感觉
[00:25:34,580 --> 00:25:37,040] 平常是很女神的这样一个形象当中啊
[00:25:37,040 --> 00:25:39,420] 其实去融入一些更加的真实
[00:25:39,420 --> 00:25:42,080] 更加贴近我生活日常的
[00:25:42,080 --> 00:25:43,800] 轻松有趣的这样一面
[00:25:43,800 --> 00:25:45,080] 大家要注意啊
[00:25:45,080 --> 00:25:47,500] 我们在发布日常的内容的时候呢
[00:25:47,500 --> 00:25:50,060] 一定要发布正能量的内容
[00:25:50,060 --> 00:25:51,560] 不要去骂人
[00:25:51,560 --> 00:25:54,460] 不要去发布那些很emote的那些东西
[00:25:55,180 --> 00:25:59,700] 我看過很多女生每次只要一失戀發朋友圈
[00:25:59,700 --> 00:26:02,580] 或者是跟男朋友鬧一點矛盾
[00:26:02,580 --> 00:26:06,240] 她就特別喜歡寫一些很陰謀的文字
[00:26:06,240 --> 00:26:09,200] 或者喜歡在朋友圈裡吐槽別人
[00:26:10,760 --> 00:26:12,660] 看到你這個朋友圈的時候
[00:26:12,660 --> 00:26:16,040] 大家就會覺得你這個人非常幼稚
[00:26:16,040 --> 00:26:18,580] 會覺得你的生活雞飛狗跳
[00:26:18,580 --> 00:26:21,220] 好像沒有一點正能量的輸出
[00:26:21,220 --> 00:26:23,700] 對你就會產生一個負面的影響
[00:26:23,700 --> 00:26:26,280] 很多人呢 他们会觉得说朋友圈是我自己的
[00:26:26,280 --> 00:26:27,820] 我想了写什么就写什么
[00:26:27,820 --> 00:26:30,140] 但是从我的角度上来说呢
[00:26:30,140 --> 00:26:34,800] 我们还是要对自己每时每刻的这种公众形象啊
[00:26:34,800 --> 00:26:36,760] 有经营思维
[00:26:36,760 --> 00:26:38,220] 这种吐槽的东西呢
[00:26:38,220 --> 00:26:41,020] 我觉得你就留在自己家里的小日记本上
[00:26:41,020 --> 00:26:44,060] 然后上个锁就好了啊
[00:26:44,340 --> 00:26:47,280] 我还是呢 希望大家可以永远保持正能量
[00:26:47,280 --> 00:26:49,460] 永远展现正能量
[00:26:49,590 --> 00:26:51,910] 好 那这个呢 就是我跟大家讲的
[00:26:51,910 --> 00:26:54,050] 朋友圈内容的分配比例
[00:26:54,660 --> 00:26:58,800] 講到這兒很多著急賣貨的寶子就會想問了
[00:26:58,800 --> 00:27:01,820] 難道我的朋友圈裡只發日常和心得嗎
[00:27:01,820 --> 00:27:04,640] 不展示產品嗎 不發廣告嗎
[00:27:04,640 --> 00:27:06,000] 那別著急啊
[00:27:06,000 --> 00:27:08,640] 那這個呢其實就是接下來要給大家講的
[00:27:08,640 --> 00:27:11,960] 如何在朋友圈裡去打廣告
[00:27:13,720 --> 00:27:17,480] 我給大家分享三個高級一些的朋友圈營銷思路
[00:27:17,940 --> 00:27:21,700] 第一個呢就是少發硬廣 多軟植入
[00:27:21,700 --> 00:27:24,540] 很多人喜歡在朋友圈裡都發硬廣
[00:27:24,540 --> 00:27:27,580] 就是吹捧自己的产品和服务
[00:27:27,580 --> 00:27:29,880] 就好像很多做知识付费的人啊
[00:27:29,880 --> 00:27:33,140] 他们朋友圈呢 都是在展现我做得有多好
[00:27:33,140 --> 00:27:36,900] 截图呢 这个学员都是说 老师你太厉害了啊
[00:27:36,900 --> 00:27:39,220] 但实际上呢 这些都是我本位的思维
[00:27:39,220 --> 00:27:41,200] 都是在自吹自擂
[00:27:41,200 --> 00:27:47,020] 没有站在官者的角度真正的去考虑他们想看什么
[00:27:47,020 --> 00:27:50,920] 那么自然的客户对于你的这一条朋友圈
[00:27:50,920 --> 00:27:52,960] 它是没有停留度的
[00:27:52,960 --> 00:27:54,440] 它要么就直接划走了
[00:27:54,440 --> 00:27:57,500] 要么就是整个把你的朋友圈直接屏蔽了
[00:27:57,500 --> 00:27:59,000] 其实这个就是跟我们有的时候
[00:27:59,000 --> 00:28:01,340] 在电视上面看广告是一个道理的
[00:28:01,340 --> 00:28:04,160] 每次我在看电视剧的时候看了挺起惊的
[00:28:04,160 --> 00:28:05,580] 结果一跳到广告
[00:28:05,580 --> 00:28:06,860] 我觉得那广告好无聊
[00:28:06,860 --> 00:28:08,860] 我是不是立刻换台了 对吧
[00:28:08,860 --> 00:28:10,660] 所以呢 其实一样的
[00:28:10,660 --> 00:28:15,200] 我们呢 好的广告都应该是润物细无声的
[00:28:15,200 --> 00:28:17,960] 不能够引发别人的戒备的内容
[00:28:17,990 --> 00:28:22,250] 所以呢 我其实是几乎不会去发应广的
[00:28:22,250 --> 00:28:25,430] 我的朋友圈的广告呢 几乎都是悄悄的啊
[00:28:25,430 --> 00:28:30,050] 植入到了我那50%的沉淀和20%的日常里头
[00:28:30,050 --> 00:28:32,590] 一边呢 去分享自己的感悟和日常
[00:28:32,590 --> 00:28:35,910] 一边呢 又去种草自己的产品和服务
[00:28:35,940 --> 00:28:38,520] 这样一来呢 客户看到我的朋友圈的时候
[00:28:38,520 --> 00:28:40,960] 就不会觉得自己是在看广告
[00:28:40,960 --> 00:28:42,800] 而是觉得在看干货
[00:28:42,800 --> 00:28:45,400] 或者在看一些有趣的 好玩的内容
[00:28:45,400 --> 00:28:46,940] 并且呢 不知不觉当中
[00:28:46,940 --> 00:28:49,580] 就会对于我的产品产生一个印象
[00:28:49,580 --> 00:28:50,840] 比如举个例子啊
[00:28:50,840 --> 00:28:54,580] 大家記不記得就是我那一次去香港產檢的時候
[00:28:54,580 --> 00:28:58,600] 我的產檢的是兩個閨蜜聯盟的小姐姐陪我一起去的
[00:28:58,600 --> 00:29:02,880] 那當時呢我就把這個產檢的過程拍了一個簡單的小小的vlog
[00:29:02,880 --> 00:29:05,700] 發到了朋友圈上面並且呢配上了文案
[00:29:05,700 --> 00:29:10,980] 我說今天去產檢閨蜜聯盟的乾媽們都在拿寶寶的信別打賭
[00:29:10,980 --> 00:29:14,220] 結果呢這個娃調戲大家一直趴著不給看
[00:29:14,220 --> 00:29:17,100] 從肚子裡面就展現了網紅特質啊
[00:29:17,100 --> 00:29:19,260] 懂得製造懸念和話題
[00:29:19,680 --> 00:29:24,160] 你們看啊 就是這條朋友圈呢 其實看起來就是一個非常日常的一個分享
[00:29:24,160 --> 00:29:27,360] 比較好玩的一個點 它是一個趣味性的東西
[00:29:27,360 --> 00:29:30,880] 但是呢 在我的視頻的Vlog還有文案裡頭呢
[00:29:30,880 --> 00:29:34,060] 還是植入了閨蜜聯盟的這樣一個概念 對吧
[00:29:34,060 --> 00:29:36,620] 大家就可以看到說 啊 閨蜜聯盟的小姐姐
[00:29:36,620 --> 00:29:41,560] 她會從五湖四海來到香港 陪我一起去產檢
[00:29:41,560 --> 00:29:44,860] 而且呢 大家還在拿著我肚子裡的寶寶的戲面打賭
[00:29:44,860 --> 00:29:46,700] 就說明我們閨蜜聯盟的小姐姐
[00:29:46,700 --> 00:29:50,120] 跟我之间的关系是非常非常亲密的
[00:29:50,120 --> 00:29:51,460] 关系是非常深的
[00:29:51,460 --> 00:29:53,820] 而且他们确实对于我是有一种
[00:29:53,820 --> 00:29:56,660] 发自内心的关注和关爱的
[00:29:56,660 --> 00:29:59,640] 那么也顺便抬高了我自己的咖位
[00:29:59,640 --> 00:30:00,140] 对不对
[00:30:01,160 --> 00:30:01,640] 所以呢
[00:30:01,640 --> 00:30:03,020] 这个就是软直入
[00:30:03,020 --> 00:30:03,980] 在提醒大家说
[00:30:03,980 --> 00:30:06,640] 我们是有闺蜜联盟这个产品的
[00:30:06,640 --> 00:30:08,180] 我再举个例子
[00:30:08,180 --> 00:30:09,600] 就是在我自己原来
[00:30:09,600 --> 00:30:12,640] 还在亲自的做EVE的资讯交付的时候
[00:30:12,640 --> 00:30:14,720] 我也曾经发过一条朋友圈
[00:30:14,720 --> 00:30:16,160] 我说有一个客户宝宝
[00:30:16,160 --> 00:30:18,480] 单身7年 年龄33岁
[00:30:18,480 --> 00:30:20,480] 收入和外貌都是中等
[00:30:20,480 --> 00:30:23,680] 整体在泽偶市场里最多只有4分
[00:30:23,680 --> 00:30:26,980] 他问我如何找到一个差不多条件的男生
[00:30:26,980 --> 00:30:31,220] 我一开始就告诉他要改造自己的穿着打扮
[00:30:31,220 --> 00:30:33,760] 要在朋友圈里展现自己的光环
[00:30:33,760 --> 00:30:37,340] 要在聊天的时候给到男生提供情绪价值
[00:30:37,340 --> 00:30:39,420] 最后再结合一些微肿
[00:30:39,420 --> 00:30:41,520] 可以变成一个6分的女生
[00:30:41,520 --> 00:30:45,140] 这个时候再去找5 6分的男生就会容易很多
[00:30:45,140 --> 00:30:47,600] 結果呢 她卻只問了我一句
[00:30:47,600 --> 00:30:50,740] 能夠告訴我一些認識男生的渠道嗎
[00:30:50,740 --> 00:30:52,120] 我當時就意識到了
[00:30:52,120 --> 00:30:54,620] 她總覺得自己之所以沒有男朋友
[00:30:54,620 --> 00:30:57,160] 是因為沒有認識男生的渠道
[00:30:57,160 --> 00:30:59,820] 這其實都是沒有從自身出發
[00:30:59,820 --> 00:31:02,240] 去反省自己 迭代自己
[00:31:02,240 --> 00:31:03,380] 而我的思維
[00:31:03,380 --> 00:31:07,060] 則永遠都是充分準備加深度挖掘
[00:31:07,060 --> 00:31:09,520] 就是你把自己準備到一個狀態以後
[00:31:09,520 --> 00:31:11,800] 深度挖掘身邊的資源
[00:31:11,800 --> 00:31:14,760] 再通過資源的牽引和裂變
[00:31:14,760 --> 00:31:17,960] 來幫你結識更多靠譜達標的男性
[00:31:18,540 --> 00:31:20,740] 這種道理無論是在擇偶市場
[00:31:20,740 --> 00:31:23,980] 還是在生意場上社交都是一個道理
[00:31:23,980 --> 00:31:26,280] 你遠遠沒有用好身邊的資源
[00:31:26,280 --> 00:31:28,580] 用和談新的渠道呢
[00:31:28,580 --> 00:31:30,960] 先從狹窄的渠道裡去深挖
[00:31:30,960 --> 00:31:34,040] 才能在大的渠道中去篩選
[00:31:34,040 --> 00:31:34,560] 好
[00:31:34,560 --> 00:31:36,740] 那剛剛以上念的這一大段啊
[00:31:36,740 --> 00:31:39,580] 就是我當時發的朋友圈的內容
[00:31:39,580 --> 00:31:41,060] 我們來拆解一下
[00:31:41,060 --> 00:31:43,280] 這套朋友圈最核心的內容呢
[00:31:43,280 --> 00:31:45,540] 其实就是我的观点和感悟
[00:31:45,540 --> 00:31:48,820] 但是同时我也植入了我的EVE的产品
[00:31:48,820 --> 00:31:51,160] 展现了我服务的过程
[00:31:51,160 --> 00:31:52,280] 而用户呢
[00:31:52,280 --> 00:31:54,300] 不会觉得这个广告很生硬
[00:31:54,300 --> 00:31:56,160] 因为我的观点和感悟
[00:31:56,160 --> 00:31:58,580] 就是从我服务客户的过程当中
[00:31:58,580 --> 00:32:00,000] 得出来的思考
[00:32:00,000 --> 00:32:02,260] 这个其实就是软植入
[00:32:03,180 --> 00:32:05,260] 你是如何服务客户的
[00:32:05,260 --> 00:32:07,280] 你在服务客户的过程当中
[00:32:07,280 --> 00:32:08,600] 遇到了什么卡点
[00:32:08,600 --> 00:32:11,060] 你是怎么思考怎么解决的
[00:32:11,060 --> 00:32:13,560] 你帮助客户拿到了什么样的结果
[00:32:13,560 --> 00:32:17,260] 你從中又得到了什麼樣的啟發和感悟等等
[00:32:17,260 --> 00:32:20,160] 這些呢 其實都是你的廣告素材
[00:32:20,720 --> 00:32:24,180] 把這些素材誠懇的 立他的展現出來
[00:32:24,180 --> 00:32:27,000] 其實就能夠起到一個很好的宣傳作用
[00:32:27,000 --> 00:32:29,180] 那在這裡呢 我再做一個小小的延伸
[00:32:29,680 --> 00:32:31,800] 就是其實在真實世界裡
[00:32:31,800 --> 00:32:33,520] 任何形式的說服
[00:32:33,520 --> 00:32:36,700] 它都是需要旁敲側擊的
[00:32:36,930 --> 00:32:37,770] 大家可以想想看
[00:32:37,770 --> 00:32:40,290] 如果呢 今天是在一個辯論賽場上
[00:32:40,290 --> 00:32:41,690] 因為有時間的限制
[00:32:41,690 --> 00:32:43,430] 很多時候呢 都只有三到五分鐘
[00:32:43,430 --> 00:32:46,290] 那你要在这个时间内说服观众
[00:32:46,290 --> 00:32:49,890] 只能迅速地去讲道理 直观地表达诉求
[00:32:49,890 --> 00:32:53,390] 这样呢 你才有机会让观众向你倾斜投票
[00:32:53,610 --> 00:32:57,470] 但是人生呢 和辩论赛场是完全不一样的
[00:32:57,470 --> 00:32:59,210] 它的节奏不是这样的
[00:32:59,210 --> 00:33:02,550] 因为人生有更长的时间可以去做铺垫
[00:33:02,550 --> 00:33:06,690] 做植入 做种草 旁敲侧击
[00:33:06,690 --> 00:33:09,850] 比如说啊 你让男生给你买礼物 买个包
[00:33:09,850 --> 00:33:13,170] 你就不要说 哎 我今天说这个包包真好看
[00:33:13,170 --> 00:33:14,770] 她立刻就给我刷卡
[00:33:14,770 --> 00:33:17,490] 这个呢就不太现实
[00:33:17,490 --> 00:33:20,890] 真正有效的做法是不是我们要去旁敲侧击
[00:33:20,890 --> 00:33:22,150] 诶 时不时的说一下
[00:33:22,150 --> 00:33:23,830] 诶 我觉得这个包包好好看呐
