[00:00:00,000 --> 00:00:03,880] 哈喽大家好 欢迎回到我们金贵的关系2.0的课堂
[00:15:21,680 --> 00:15:25,640] 后来有一次呢这个女生就带着我也见了那个男生
[00:15:25,640 --> 00:15:30,220] 那见完了以后啊当时其实是我们几个女生一起在聚会啊
[00:15:30,220 --> 00:15:34,660] 几个都比较有背景有实力的女孩子在一起聚会的时候
[00:15:34,660 --> 00:15:36,880] 这个女生就把这个男嘉宾就带过来了
[00:15:36,880 --> 00:15:42,460] 在我的認知裏邊呢我認為30出頭身價過億的男孩子
[00:15:42,460 --> 00:15:46,760] 他們身上或多或少會帶著一絲絲的傲嬌感
[00:15:46,760 --> 00:15:52,140] 因為男人嘛本來就是一種非常容易小小的成績而沾沾自喜的生物
[00:15:52,140 --> 00:15:56,460] 那麼何況還是一個這麼年輕就拿到了這麼大結果的人
[00:15:56,460 --> 00:16:00,360] 那麼這個男生他應該會有些許的高冷和傲嬌的
[00:16:00,360 --> 00:16:04,360] 結果他不僅僅當場沒有表現出任何的傲嬌
[00:16:04,360 --> 00:16:06,180] 而且他非常主动
[00:16:06,180 --> 00:16:09,380] 他很主动的去跟每一个人交流
[00:16:09,380 --> 00:16:11,080] 然后交换联系方式
[00:16:11,080 --> 00:16:13,280] 他当时表现出来那个姿态
[00:16:13,280 --> 00:16:17,900] 就是非常迫切的想要去融入我们当时那个圈子
[00:16:17,900 --> 00:16:20,520] 实在没有展现出一个30出头
[00:16:20,520 --> 00:16:24,300] 就已经拿到大结果的男孩子应该有的一个气质
[00:16:24,300 --> 00:16:28,080] 所以我当时就觉得他很有可能是个骗子
[00:16:28,080 --> 00:16:30,300] 结果呢我后来就跟这个女生说了以后呢
[00:16:30,300 --> 00:16:32,220] 他当时还不是很相信啊
[00:16:32,220 --> 00:16:33,680] 结果过了没有多长时间啊
[00:16:33,680 --> 00:16:35,800] 这个男生就找这个女生开始扯皮了
[00:16:35,800 --> 00:16:38,420] 然后呢他发现因为当时那台病历呢
[00:16:38,420 --> 00:16:39,740] 给他买的时候啊
[00:16:39,740 --> 00:16:41,540] 因为我给这个女生出了一点主意
[00:16:41,540 --> 00:16:43,040] 我说你要让他写个赠语
[00:16:43,040 --> 00:16:45,480] 因为我当时觉得这个男生这个动作有问题嘛
[00:16:45,480 --> 00:16:47,080] 所以那个时候他就写了
[00:16:47,080 --> 00:16:49,640] 然后呢结果那台病历他拿不回去之后呢
[00:16:49,640 --> 00:16:51,320] 他就跑到那个女生家里
[00:16:51,320 --> 00:16:53,980] 抢走了他所有的珠宝包包
[00:16:53,980 --> 00:16:57,300] 结果这件事情呢他们还闹到叔叔那里去了啊
[00:16:57,300 --> 00:16:59,960] 最后呢经过一番查看之后
[00:16:59,960 --> 00:17:03,520] 才发现这个男的其实仅仅只是一个公司的
[00:17:03,520 --> 00:17:06,820] 一個月拿著不到2萬的薪水
[00:17:06,820 --> 00:17:09,920] 而且是貸款給這個女生買的兵力
[00:17:09,920 --> 00:17:12,040] 所以她妥妥的就是一個竹竹盤
[00:17:12,040 --> 00:17:14,640] 因為她知道這個女生她其實是一個白富美
[00:17:14,640 --> 00:17:16,460] 她身邊還有一些資源
[00:17:16,460 --> 00:17:19,740] 最後發現她落不到什麼物質上的好之後
[00:17:19,740 --> 00:17:22,360] 她就想收回她前面所有的這些
[00:17:22,360 --> 00:17:24,900] 用負債懟出來的這種付出
[00:17:24,900 --> 00:17:27,540] 那我們說歷史總會重演
[00:17:27,540 --> 00:17:28,900] 因為人沒有變
[00:17:28,900 --> 00:17:30,820] 從古至今幾千年下來
[00:17:30,820 --> 00:17:32,820] 科技的變化是很大的
[00:17:32,820 --> 00:17:35,360] 山川河流可能也變化了很多
[00:17:35,360 --> 00:17:37,380] 世界的格局都變化了
[00:17:37,380 --> 00:17:42,060] 但是人類的弱點和劣根性卻基本沒有什麼變化
[00:17:42,060 --> 00:17:43,540] 我們現在說的道理呢
[00:17:43,540 --> 00:17:44,900] 其實跟100年前
[00:17:44,900 --> 00:17:48,220] 200年前的人說的道理沒有什麼差別
[00:17:48,220 --> 00:17:50,840] 其中的規律你是可以找得到的
[00:17:50,840 --> 00:17:51,400] 所以啊
[00:17:51,400 --> 00:17:53,840] 當任何的事情違背了規律的時候
[00:17:53,840 --> 00:17:56,660] 一定都不要糾結猶豫
[00:17:56,660 --> 00:18:00,380] 趕緊去查一查這裡面到底有什麼問題
[00:18:00,380 --> 00:18:01,560] 記住這句話
[00:18:01,560 --> 00:18:03,320] 事出反常必有瑤
[00:18:03,320 --> 00:18:07,300] 那这个呢就是我们讲的时人变人的两个方法
[00:18:07,300 --> 00:18:09,860] 当然啊讲到这儿呢有一些啊
[00:18:09,860 --> 00:18:13,400] 宝宝可能会想说我已经知道思考的方向了
[00:18:13,400 --> 00:18:16,100] 可是呢我的脑海中没有那么多的数据库
[00:18:16,100 --> 00:18:19,580] 我不知道一个人什么样的行为他叫做反常
[00:18:19,580 --> 00:18:24,420] 也不知道什么样的行为和语言才叫匹配怎么办呢
[00:18:24,420 --> 00:18:25,700] 那面对这样的问题呢
[00:18:25,700 --> 00:18:26,780] 我只有一个建议
[00:18:26,780 --> 00:18:29,800] 那就是不断的学习和积累
[00:18:29,800 --> 00:18:32,880] 大家要知道啊我这种使人便人的技巧呢
[00:18:32,880 --> 00:18:34,380] 可以说是童子功
[00:18:34,380 --> 00:18:37,400] 我呢其实是从上幼儿园的时候开始啊
[00:18:37,400 --> 00:18:38,940] 我就真的有这个习惯
[00:18:38,940 --> 00:18:41,540] 就是每次听到别人讲话的时候我就会想
[00:18:41,540 --> 00:18:43,420] 他为什么这么说呀
[00:18:43,420 --> 00:18:45,760] 我自己在说话之前我也会想一想
[00:18:45,760 --> 00:18:47,860] 哎我今天为什么这么说呀
[00:18:47,860 --> 00:18:51,100] 我是基于什么思考和动机说了刚刚这句话呀
[00:18:51,100 --> 00:18:51,880] 然后呢
[00:18:51,880 --> 00:18:55,920] 我说了这个话之后我的目的到底有没有达成啊
[00:18:55,920 --> 00:18:59,460] 我会把这些场景这些思考都记录下来
[00:18:59,460 --> 00:19:01,260] 并且不断的验证
[00:19:01,260 --> 00:19:04,300] 最后沉淀成了我的素材库
[00:19:04,300 --> 00:19:05,740] 形成了方法论
[00:19:05,740 --> 00:19:07,680] 那么在这么多年的积累之后
[00:19:07,680 --> 00:19:10,940] 我才会有了今天的这种敏捷的反应速度
[00:19:10,940 --> 00:19:12,840] 所以大家先不要着急
[00:19:12,840 --> 00:19:17,020] 从现在开始大家就可以培养着自己去思考
[00:19:17,020 --> 00:19:19,940] 和每一个对话的每一个人
[00:19:19,940 --> 00:19:21,840] 在你听到每一句话的时候
[00:19:21,840 --> 00:19:23,540] 都先问自己一句
[00:19:23,540 --> 00:19:25,820] 这个人为什么这么说呢
[00:19:25,820 --> 00:19:28,100] 那么讲完识人变人的技巧之后
[00:19:28,100 --> 00:19:30,480] 我跟大家分享两个与人相处
[00:19:30,480 --> 00:19:33,440] 与人合作的时候非常重要的原则
[00:19:33,440 --> 00:19:35,800] 如果没有用好这两个原则呢
[00:19:35,800 --> 00:19:37,440] 就算你看清了一个人
[00:19:37,440 --> 00:19:38,980] 你也用不好一个人
[00:19:38,980 --> 00:19:40,760] 我先来讲第一个原则啊
[00:19:40,760 --> 00:19:42,500] 叫情绪脱敏
[00:19:42,500 --> 00:19:43,360] 大家想想
[00:19:43,360 --> 00:19:46,000] 为什么一个人会被迷惑
[00:19:46,000 --> 00:19:49,420] 为什么历朝历代会有那么多的昏君呢
[00:19:50,000 --> 00:19:54,180] 其实本质就是被情绪价值所迷惑了
[00:19:54,180 --> 00:19:54,880] 说白了
[00:19:54,880 --> 00:19:57,020] 一个人之所以会越来越昏庸
[00:19:57,020 --> 00:20:00,300] 就是因为他在不断掌权的过程当中
[00:20:00,300 --> 00:20:03,700] 只能听好话 不能听坏话
[00:20:03,700 --> 00:20:06,440] 所以一个人如果想要创业成功的话
[00:20:06,440 --> 00:20:08,760] 要学会在工作当中
[00:20:08,760 --> 00:20:12,300] 尽量的去对情绪价值脱敏
[00:20:12,300 --> 00:20:15,360] 更多的以发心和效益
[00:20:15,360 --> 00:20:17,400] 来判断每个人的价值
[00:20:17,400 --> 00:20:18,640] 具体而言
[00:20:18,640 --> 00:20:20,820] 我们可以如何在工作当中
[00:20:20,820 --> 00:20:22,180] 对情绪价值脱敏呢
[00:20:22,180 --> 00:20:23,840] 我给大家分享两个技巧
[00:20:23,840 --> 00:20:27,280] 第一个呢就是把情绪价值留给客户
[00:20:27,280 --> 00:20:28,440] 而不是留给自己
[00:20:28,440 --> 00:20:33,460] 如果说你的公司里面有一个非常会提供情绪价值的员工
[00:20:33,460 --> 00:20:38,240] 那么你最好不要把他留在自己身边最近的地方
[00:20:38,240 --> 00:20:40,820] 要做一些物理隔离
[00:20:40,820 --> 00:20:44,720] 让他能更多的去跟客户去进行交流
[00:20:44,720 --> 00:20:46,200] 让他服务好客户
[00:20:46,200 --> 00:20:47,500] 为公司带来效益
[00:20:47,500 --> 00:20:49,980] 我之前呢就这么干过
[00:20:49,980 --> 00:20:52,660] 就是之前的课里头我给大家提到过
[00:20:52,660 --> 00:20:56,060] 我曾经是有一个杭州的合伙人的
[00:20:56,060 --> 00:21:00,360] 那个人他就是一个非常会提供情绪价值的人
[00:21:00,360 --> 00:21:03,300] 他非常会哄女孩子开心
[00:21:03,300 --> 00:21:05,340] 我们每次出去逛街的时候
[00:21:05,340 --> 00:21:08,460] 他就会帮我拿满一堆的购物袋
[00:21:08,460 --> 00:21:09,920] 然后就跟在我后面走
[00:21:09,920 --> 00:21:12,280] 当时我就有尝试过
[00:21:12,280 --> 00:21:15,980] 让他去给我们的客户做一部分的咨询工作
[00:21:15,980 --> 00:21:19,120] 因为有一些客户他的情况是
[00:21:19,120 --> 00:21:22,540] 他可能被一些猪猪盘伤害了
[00:21:22,540 --> 00:21:24,140] 或者被渣男所伤害了
[00:21:24,140 --> 00:21:25,080] 那么这个时候呢
[00:21:25,080 --> 00:21:27,020] 他们的那个恋爱脑很上头
[00:21:27,020 --> 00:21:32,500] 然后戒断不了当时依附在那个男人身上的一种情绪
[00:21:32,500 --> 00:21:34,380] 一下子呢让他
[00:21:34,380 --> 00:21:37,640] 嗯 斩断这种情绪呢是非常非常困难的
[00:21:37,640 --> 00:21:38,000] 所以呢
[00:21:38,000 --> 00:21:41,460] 我就想帮他们找一个过渡的这么一个
[00:21:41,460 --> 00:21:42,520] 精神寄托
[00:21:42,520 --> 00:21:44,540] 然后让他慢慢慢慢的
[00:21:44,540 --> 00:21:46,720] 放下前面那段错过的关系
[00:21:46,720 --> 00:21:47,840] 然后走出来
[00:21:47,840 --> 00:21:49,720] 那个时候呢我就想到我那个合伙人
[00:21:49,720 --> 00:21:51,540] 他非常会提供情绪价值
[00:21:51,540 --> 00:21:54,780] 所以呢我就想让他来承接这一部分的咨询工作
[00:21:54,780 --> 00:21:58,060] 结果我发现那个效果呀是出奇的好
[00:21:58,060 --> 00:22:02,300] 我们当时呢做咨询的时候是半个小时一通电话嘛
[00:22:02,300 --> 00:22:07,160] 然后绝大部分的客户在和我们平常的这些导师沟通的时候呢
[00:22:07,160 --> 00:22:08,980] 一般就是打半个小时一次
[00:22:08,980 --> 00:22:12,160] 然后最多呢可能也就是一次打两个半个小时
[00:22:12,160 --> 00:22:13,420] 就是一个小时
[00:22:13,420 --> 00:22:15,420] 但是我那个合伙人啊
[00:22:15,420 --> 00:22:20,220] 他可以让一个客户一次给他打六个小时的电话
[00:22:20,220 --> 00:22:22,860] 打到他们的套餐根本就不够用
[00:22:22,860 --> 00:22:23,920] 所以你们看啊
[00:22:23,920 --> 00:22:27,120] 如果说把一个这种非常会提供情绪价值的人
[00:22:27,120 --> 00:22:28,600] 用来去服务客户的话
[00:22:28,600 --> 00:22:31,660] 其实是会给公司带来不错的效益的
[00:22:31,660 --> 00:22:33,500] 但是后来呢我不是有跟大家讲过吗
[00:22:33,500 --> 00:22:34,660] 我就发现这个人
[00:22:34,660 --> 00:22:36,660] 好像他的发心不是特别的正
[00:22:36,660 --> 00:22:39,180] 所以呢我就不跟他再合作了
[00:22:39,180 --> 00:22:40,780] 那我就更别提
[00:22:40,780 --> 00:22:43,200] 我还让他去帮我接咨询或者做导师
[00:22:43,200 --> 00:22:44,660] 那肯定不可能了嘛
[00:22:44,660 --> 00:22:45,780] 那在这个地方呢
[00:22:45,780 --> 00:22:49,360] 在我看来发心永远都是大于能力的
[00:22:49,360 --> 00:22:51,200] 如果没有一个好的发行
[00:22:51,200 --> 00:22:54,140] 越强的能力越会加速
[00:22:54,140 --> 00:22:55,520] 毁了这个企业
[00:22:55,520 --> 00:22:56,280] 第二点呢
[00:22:56,280 --> 00:22:58,760] 那就是不要率先评判
[00:22:58,760 --> 00:23:00,840] 而要等待结果
[00:23:00,840 --> 00:23:01,600] 说实话
[00:23:01,600 --> 00:23:03,620] 我们被情绪价值所绑架
[00:23:03,620 --> 00:23:05,460] 往往都有两种情况
[00:23:05,460 --> 00:23:06,280] 第一种呢
[00:23:06,280 --> 00:23:08,580] 就是被甜言蜜语所迷惑了
[00:23:08,580 --> 00:23:10,240] 这种大家应该都很熟悉啊
[00:23:10,240 --> 00:23:11,700] 我们平常的情感案例当中
[00:23:11,700 --> 00:23:12,860] 已经讲的够多的了
[00:23:12,860 --> 00:23:13,440] 第二个呢
[00:23:13,440 --> 00:23:17,620] 就是对不会说话的人容易产生误判
[00:23:17,620 --> 00:23:18,720] 那我跟大家说过
[00:23:18,720 --> 00:23:20,280] 我说我妈就是一个这样的人
[00:23:20,280 --> 00:23:22,340] 她对别人非常好
[00:23:22,340 --> 00:23:24,100] 又出钱又出力
[00:23:24,100 --> 00:23:26,860] 比如说我外公外婆每次有什么事
[00:23:26,860 --> 00:23:29,320] 她永远都会冲在最前面
[00:23:29,320 --> 00:23:32,360] 但是呢我的外公外婆都不喜欢她
[00:23:32,360 --> 00:23:33,960] 而是喜欢她的妹妹
[00:23:33,960 --> 00:23:35,460] 就是我的小姨
[00:23:35,460 --> 00:23:37,480] 因为她总是很凶
[00:23:37,480 --> 00:23:39,120] 她老儿喜欢骂别人
[00:23:39,120 --> 00:23:41,580] 然后总是惹得大家很生气
[00:23:41,580 --> 00:23:42,120] 所以呢
[00:23:42,120 --> 00:23:43,260] 就是当我们在说
[00:23:43,260 --> 00:23:44,980] 不要被情绪价值所绑架
[00:23:44,980 --> 00:23:46,460] 不要被语言所绑架的时候
[00:23:46,460 --> 00:23:47,840] 其实是指
[00:23:47,840 --> 00:23:50,560] 既不能被正面的语言所迷惑
[00:23:50,560 --> 00:23:53,200] 也不能被反面的语言所迷惑
[00:23:53,200 --> 00:23:55,020] 我们要看他的行为
[00:23:55,020 --> 00:23:56,840] 等待他拿到的结果
[00:23:56,840 --> 00:23:59,100] 然后从他的行为和结果
[00:23:59,100 --> 00:24:01,400] 倒推他是一个什么样的人
[00:24:01,400 --> 00:24:03,240] 到底是否值得信赖
[00:24:03,240 --> 00:24:05,420] 那我们公司就有一个这样的同事
[00:24:05,420 --> 00:24:08,600] 他自己觉得自己是一个特别特别会说话的人
[00:24:08,600 --> 00:24:11,840] 但是其实他在处理人际关系的过程当中
[00:24:11,840 --> 00:24:13,780] 他总是会非常的急躁
[00:24:13,780 --> 00:24:15,080] 然后在急躁的时候
[00:24:15,080 --> 00:24:17,080] 他就会跟同事们产生冲突
[00:24:17,080 --> 00:24:20,760] 要么呢他就会用非常浮夸的词语来赞美别人
[00:24:20,760 --> 00:24:22,580] 显得呢自己好像是个马屁精
[00:24:22,580 --> 00:24:24,600] 要么呢他可能又会用一些
[00:24:24,600 --> 00:24:26,920] 好像在贬低人家人格的方式
[00:24:26,920 --> 00:24:28,380] 然后来批评别人
[00:24:28,380 --> 00:24:30,820] 然后让别人觉得你就是认识不行吧
[00:24:30,820 --> 00:24:32,760] 为什么你要搞得我这么难受呢
[00:24:32,760 --> 00:24:34,080] 那说实话其实呢
[00:24:34,080 --> 00:24:36,920] 他就是一个不太会提供情绪价值的人
[00:24:36,920 --> 00:24:38,620] 以至于很多人啊
[00:24:38,620 --> 00:24:40,260] 在刚开始跟他接触的时候呢
[00:24:40,260 --> 00:24:43,180] 都会对他产生一个很大的误判
[00:24:43,180 --> 00:24:45,500] 就是觉得这个人不好 很虚伪
[00:24:45,500 --> 00:24:48,540] 然后他会把这个警惕性打得非常非常的满
[00:24:48,540 --> 00:24:51,280] 以至于担心他是否发心不正
[00:24:51,280 --> 00:24:54,140] 但是呢我在跟他接触的时候呢
[00:24:54,140 --> 00:24:57,580] 我会先遏制自己去评判他的这个欲望
[00:24:57,580 --> 00:24:59,160] 然后我会告诉自己说
[00:24:59,160 --> 00:25:03,460] 我还没有看不到他最终为公司带来的
[00:25:03,460 --> 00:25:05,900] 价值呈现结果是什么
[00:25:05,900 --> 00:25:07,820] 所以我不要先去评判他
[00:25:07,820 --> 00:25:10,660] 而是要等到他把所有的事情做完
[00:25:10,660 --> 00:25:13,500] 我再通过他得出的结果
[00:25:13,500 --> 00:25:15,440] 去倒退他当时的语言
[00:25:15,440 --> 00:25:20,000] 到底是情商的问题还是发薪的问题
[00:25:20,000 --> 00:25:22,300] 那后来呢我确确实实发现啊
[00:25:22,300 --> 00:25:25,120] 他真的是在为公司做实事
[00:25:25,120 --> 00:25:28,900] 他所有的动作最后都是为了帮助公司
[00:25:28,900 --> 00:25:31,080] 拿到一个更好的结果和价值
[00:25:31,080 --> 00:25:34,500] 他所有的发薪跟动机其实都是正向的
[00:25:34,500 --> 00:25:37,800] 所以呢我对他呢就会有非常大的一个包容度
[00:25:37,800 --> 00:25:41,780] 当他跟其他的同事之间产生了摩擦和冲突的时候呢
[00:25:41,780 --> 00:25:44,280] 我就会帮他去翻译
[00:25:44,280 --> 00:25:47,060] 他的这个想法和逻辑
[00:25:47,060 --> 00:25:50,540] 然后来补上他表达和情商上的短板
[00:25:50,540 --> 00:25:54,280] 让他能够获得别人的信任和接纳
[00:25:54,280 --> 00:25:56,880] 所以说呢这个呢就是不要率先评价
[00:25:56,880 --> 00:25:58,420] 而要等待结果
[00:25:58,420 --> 00:26:00,440] 接下来呢我们来看第二个原则
[00:26:00,440 --> 00:26:02,360] 就是当断则断
[00:26:02,360 --> 00:26:04,660] 很多人在做生意和谈恋爱的过程当中
[00:26:04,660 --> 00:26:05,920] 都会有一个误区
[00:26:05,920 --> 00:26:10,260] 那就是明明已经判断出对方不是什么好人了
[00:26:10,260 --> 00:26:13,200] 但是却依然怀有侥幸心理
[00:26:13,200 --> 00:26:15,180] 就好像女孩子在谈恋爱的时候
[00:26:15,180 --> 00:26:18,020] 她已经知道了这个男的啊
[00:26:18,020 --> 00:26:19,760] 对员工啊 对合作伙伴呢
[00:26:19,760 --> 00:26:21,980] 甚至于对前任们的态度
[00:26:21,980 --> 00:26:23,860] 都是非常非常恶劣的
[00:26:23,860 --> 00:26:26,440] 但她老觉得万一她会改呢
[00:26:26,440 --> 00:26:29,500] 万一她会在我身上不是这个样子的呢
[00:26:29,500 --> 00:26:32,340] 万一我们俩是真爱呢等等啊
[00:26:32,340 --> 00:26:33,720] 然后我就会告诉大家
[00:26:33,720 --> 00:26:35,560] 没有那么多的万一
[00:26:35,560 --> 00:26:37,460] 因为一个人的为人处事啊
[00:26:37,460 --> 00:26:40,100] 它其实是有一致性的
[00:26:40,100 --> 00:26:41,720] 它是贯穿始终的
[00:26:41,720 --> 00:26:45,240] 他过去会做什么大概率他现在就会做什么
[00:26:45,240 --> 00:26:49,420] 他怎么对待别人大概率他就会怎么对待你
[00:26:49,420 --> 00:26:53,480] 如果说你现在看起来好像还没有发现有什么异样
[00:26:53,480 --> 00:26:57,520] 很有可能是他还在埋伏的过程当中
[00:26:57,520 --> 00:26:59,660] 我们正常人呢是不太可能说
[00:26:59,660 --> 00:27:01,160] 见同事是一副嘴脸
[00:27:01,160 --> 00:27:02,480] 见客户是一副嘴脸
[00:27:02,480 --> 00:27:03,960] 见爱人是一副嘴脸
[00:27:03,960 --> 00:27:06,160] 见亲人又是一副嘴脸啊
[00:27:06,160 --> 00:27:10,040] 我们有那么强大的十八般的武艺吗
[00:27:10,040 --> 00:27:12,420] 那这样的人本质上他就是不常见的
[00:27:13,120 --> 00:27:15,260] 同样的一个大方的人呢
[00:27:15,260 --> 00:27:17,480] 他就应该是对很多人都大方
[00:27:17,480 --> 00:27:18,660] 一个抠的人呢
[00:27:18,660 --> 00:27:20,240] 他就是对很多人他的抠
[00:27:20,240 --> 00:27:21,380] 一个慈悲的人
[00:27:21,380 --> 00:27:23,640] 他就是对这个世界他都很慈悲
[00:27:23,640 --> 00:27:25,280] 这才是正常人
[00:27:25,280 --> 00:27:27,940] 能够操作的出来的一种方式
[00:27:27,940 --> 00:27:29,040] 就好像最近呢
[00:27:29,040 --> 00:27:31,220] 在那个再见爱人这个节目里头
[00:27:31,220 --> 00:27:33,340] 葛西和这个刘吉守他们就是这样
[00:27:33,340 --> 00:27:34,260] 你们想啊
[00:27:34,260 --> 00:27:35,940] 两个想谈婚论嫁的人
[00:27:35,940 --> 00:27:37,260] 到了一定年龄之后
[00:27:37,260 --> 00:27:38,860] 意外的怀孕了
[00:27:38,860 --> 00:27:40,960] 结果呢 这个刘继守怕得要死
[00:27:40,960 --> 00:27:42,560] 一直说自己没有准备好
[00:27:42,560 --> 00:27:44,640] 然后呢 还想尽了一切办法
[00:27:44,640 --> 00:27:47,080] 让葛西去把那个孩子处理了
[00:27:47,080 --> 00:27:48,180] 其实在那一刻
[00:27:48,180 --> 00:27:50,180] 那么刘继守这个人的人物化相
[00:27:50,180 --> 00:27:52,100] 他应该很清晰了 对吗
[00:27:52,100 --> 00:27:56,140] 他其实就是一个不敢承担责任的一个男人
[00:27:56,140 --> 00:27:58,380] 那么无论是在谈婚论嫁这件事上
[00:27:58,380 --> 00:28:00,440] 还是在养育孩子这件事上
[00:28:00,440 --> 00:28:03,660] 那么他势必会体现出他的软弱
[00:28:03,660 --> 00:28:06,880] 但是最后葛西还是跟他结婚了
[00:28:06,880 --> 00:28:10,020] 那这个其实他就是抱有一种缴隙行李
[00:28:10,020 --> 00:28:12,780] 那么可能在当下那个时刻他会觉得说
[00:28:12,780 --> 00:28:14,720] 虽然他现在不能承担责任
[00:28:14,720 --> 00:28:17,820] 但是万一有一天他长大了呢
[00:28:17,820 --> 00:28:20,500] 也许那一天他就可以承担责任了呀
[00:28:20,500 --> 00:28:21,800] 可是怎么可能呢
[00:28:21,800 --> 00:28:23,380] 能够承担责任的人啊
[00:28:23,380 --> 00:28:26,140] 其实你们会发现他哪怕是几岁的时候
[00:28:26,140 --> 00:28:27,540] 他很小的时候
[00:28:27,540 --> 00:28:30,040] 可能他就知道我要保护我妈妈啊
[00:28:30,040 --> 00:28:32,360] 他可能就知道我要孔融让梨
[00:28:32,360 --> 00:28:35,580] 因为他受到的就是这样的一种渲染的教育
[00:28:35,580 --> 00:28:39,400] 所以他是从很小的时候他就会产生这样的意识
[00:28:39,780 --> 00:28:44,020] 那么那么大的一个成年人他已经表现出不负责任的行为了
[00:28:44,020 --> 00:28:45,700] 你还在为他找借口
[00:28:45,700 --> 00:28:48,920] 这个其实就是没有做到当断则断
[00:28:48,920 --> 00:28:50,220] 保有侥幸心理
[00:28:50,220 --> 00:28:56,420] 那么我们一定要规避自己去做一个这么软弱的一个人
[00:28:56,420 --> 00:28:57,620] 我再举个例子
[00:28:57,620 --> 00:29:00,160] 就之前我有一个商务的小伙伴
[00:29:00,160 --> 00:29:01,920] 那当时从能力上来讲
[00:29:01,920 --> 00:29:04,080] 我认为他是很有能力的
[00:29:04,080 --> 00:29:05,900] 我认为他也是很聪明的
[00:29:05,900 --> 00:29:08,480] 当我让他去跑通一个项目的时候呢
[00:29:08,480 --> 00:29:11,000] 他确确实实把这个项目给跑通了
[00:29:11,500 --> 00:29:13,360] 但是呢 这个商务小伙伴呢
[00:29:13,360 --> 00:29:14,920] 他后来就做了两件事
[00:29:14,920 --> 00:29:17,700] 第一件事是他带着我的客户
[00:29:17,700 --> 00:29:19,980] 去做了其他的
[00:29:19,980 --> 00:29:21,880] 盈利的这种项目
[00:29:21,880 --> 00:29:25,000] 虽然我不知道他在这个中间有没有赚钱
[00:29:25,000 --> 00:29:28,820] 但是这件事他是在我们公司被明令禁止的
[00:29:29,300 --> 00:29:31,920] 如果说你要带着客户去其他的地方
[00:29:31,920 --> 00:29:34,280] 去做一些高消费的行为
[00:29:34,280 --> 00:29:36,700] 那么你应该先跟我来报备
[00:29:36,700 --> 00:29:39,440] 而你瞒着我把这个事就做了
[00:29:39,440 --> 00:29:42,200] 就算你说自己没有从中赚钱
[00:29:42,200 --> 00:29:43,540] 那又有什么意义呢
[00:29:44,140 --> 00:29:46,780] 第二件事呢就是分钱的一个事情
[00:29:46,780 --> 00:29:48,360] 中间有好几次啊
[00:29:48,360 --> 00:29:49,480] 我跟他谈好了
[00:29:49,480 --> 00:29:52,780] 我说我们的项目可以有两种分钱方式
[00:29:52,780 --> 00:29:56,420] 要么呢就是拿底薪加上一个低的提成
[00:29:56,420 --> 00:29:58,360] 要么呢就是拿高的提成
[00:29:58,360 --> 00:29:59,960] 那么你选好了之后
[00:29:59,960 --> 00:30:01,560] 你就不可以再反悔了
[00:30:01,560 --> 00:30:04,820] 其实每次这都是我对他的一次考验
[00:30:04,820 --> 00:30:09,960] 我是非常非常希望他可以挑战自己去拿高提成的
[00:30:09,960 --> 00:30:14,000] 可是每次他都选择了当下看起来更赚钱的方式
[00:30:14,000 --> 00:30:18,060] 那就是拿一个底薪然后再拿一个相对低一点的提成
[00:30:18,060 --> 00:30:21,640] 可是每次我们谈好之后当下的一场活动
[00:30:21,640 --> 00:30:25,200] 只要是赚钱了超预期的做得好
[00:30:25,200 --> 00:30:27,860] 那么他就会立刻反悔当初的选择
[00:30:27,860 --> 00:30:29,520] 然后不断的来跟我谈
[00:30:29,520 --> 00:30:32,360] 我要按照你说的另外一种方式来拿钱
[00:30:32,360 --> 00:30:33,780] 那么显然这个人呢
[00:30:33,780 --> 00:30:36,040] 他对于我们之间这种承诺呀
[00:30:36,040 --> 00:30:37,040] 他不看重
[00:30:37,040 --> 00:30:39,060] 他没有契约精神
[00:30:39,060 --> 00:30:40,180] 那么在他眼里
[00:30:40,180 --> 00:30:41,660] 赚当下更多的钱
[00:30:41,660 --> 00:30:45,560] 远远是大于我们之间承诺的意义的
[00:30:45,560 --> 00:30:46,880] 那从这两件事情上呢
[00:30:46,880 --> 00:30:47,880] 我就可以看出来
[00:30:47,880 --> 00:30:51,980] 其实他未来会给我的公司埋下很多的雷
[00:30:51,980 --> 00:30:53,580] 同时呢我也能够预见
[00:30:53,580 --> 00:30:57,340] 他未来很有可能会为了赚取更多的钱
[00:30:57,340 --> 00:30:59,360] 而损害我的客户
[00:30:59,520 --> 00:31:02,500] 那我也絕對不能讓這樣的事情發生
[00:31:02,500 --> 00:31:05,280] 所以呢 我就沒有存在任何的僥倖心理
[00:31:05,280 --> 00:31:07,880] 我就覺得這個人一定是不可以同行的
[00:31:07,880 --> 00:31:10,620] 所以在那之後我們就沒有再在一起合作了
[00:31:10,620 --> 00:31:11,840] 我再舉個例子
[00:31:11,840 --> 00:31:14,340] 就是我前幾年在自己創業的時候呢
[00:31:14,340 --> 00:31:16,820] 不是跟那個杭州的一家公司一起做嗎
[00:31:16,820 --> 00:31:18,500] 那當時我和那個合夥人呢
[00:31:18,500 --> 00:31:19,820] 也遇到過一件事
[00:31:19,820 --> 00:31:22,920] 就讓我徹底的認清了他是一個怎樣的人
[00:31:22,920 --> 00:31:24,620] 當時啊 杭州那家公司
