[00:00:00,000 --> 00:00:03,640] Hello 大家好 欢迎回到我们亲贵的关系2.0的课堂
[00:17:24,280 --> 00:17:27,920] 这个东西在他心里的价值就会越高
[00:17:27,920 --> 00:17:30,140] 比如说拿大家都经常
[00:17:30,140 --> 00:17:33,060] 津津乐道的这个配货这个事来说啊
[00:17:33,060 --> 00:17:34,360] 那很多人都会觉得说
[00:17:34,360 --> 00:17:37,480] 爱马仕的包我明明可以直接买
[00:17:37,480 --> 00:17:40,620] 可是呢他却强制性的要求我去配货
[00:17:40,620 --> 00:17:45,620] 我觉得呀这些马粉就是把这个爱马仕这个品牌给的灌坏了
[00:17:45,620 --> 00:17:48,500] 因为养马人们不厌其烦的配货
[00:17:48,500 --> 00:17:50,260] 所以说爱马仕这样的品牌
[00:17:50,260 --> 00:17:52,880] 他才会肆无忌惮的做这些捆绑销售
[00:17:52,880 --> 00:17:57,780] 但其实呢这个呢我认为是普罗大众的一种认知的误差
[00:17:57,780 --> 00:18:01,280] 因为爱马仕他为什么要配货呢
[00:18:01,280 --> 00:18:05,760] 其实本质上啊他是为了提高他在他的目标
[00:18:05,760 --> 00:18:07,980] 客群的心理价位
[00:18:07,980 --> 00:18:11,000] 比如说这个包虽然它在柜台里头摆着的时候
[00:18:11,000 --> 00:18:13,280] 它的标价可能是8万块钱
[00:18:13,280 --> 00:18:14,960] 可是呢我作为消费者
[00:18:14,960 --> 00:18:18,160] 我前前后后其实是需要配货配20万
[00:18:18,580 --> 00:18:21,560] 我才能够把这个包拿下来的
[00:18:21,560 --> 00:18:25,100] 那么这个包它在我的心里真的是8万块钱买的吗
[00:18:25,100 --> 00:18:28,400] 不 其实这个包它在我心里的价值
[00:18:28,400 --> 00:18:31,020] 我就是花20万来购买的
[00:18:31,020 --> 00:18:32,700] 而其他所有的配件
[00:18:32,700 --> 00:18:36,480] 与我而言它可能只是产生了一个赠品的作用
[00:18:36,480 --> 00:18:39,320] 那么配货这个动作本质上来讲
[00:18:39,320 --> 00:18:41,740] 其实是为了让他的消费者
[00:18:41,740 --> 00:18:45,060] 对这个产品产生心理上的依价
[00:18:45,060 --> 00:18:46,060] 反过来说
[00:18:46,060 --> 00:18:48,600] 如果当这个包不需要配货的时候
[00:18:48,600 --> 00:18:50,580] 所有的人走进店里头
[00:18:50,580 --> 00:18:53,760] 都能够花8万块钱就能买到这个包了
[00:18:53,760 --> 00:18:54,540] 那么相反
[00:18:54,540 --> 00:18:58,400] 对于那些对这个包的认知是20万的那波人群来说
[00:18:58,400 --> 00:19:00,780] 他们就会认为这个包不值钱了
[00:19:00,780 --> 00:19:02,340] 贬值了 掉价了
[00:19:02,960 --> 00:19:03,660] 所以说呢
[00:19:03,660 --> 00:19:06,200] 他配货其实并不是一个什么强盗逻辑
[00:19:06,200 --> 00:19:11,960] 而是一种专门针对高端群体而设计的营销策略
[00:19:11,960 --> 00:19:15,860] 好 那么刚才那一段关于这个阿玛士的一个分析和洞察
[00:19:15,860 --> 00:19:21,000] 其实也是在我不断的在购买阿玛士的过程当中思考出来的一个结果
[00:19:21,000 --> 00:19:23,640] 我买包的时候真的不是仅仅是在花钱
[00:19:23,640 --> 00:19:27,660] 其实我一直都是在观察和思考别人的销售逻辑
[00:19:27,660 --> 00:19:29,080] 还有营销逻辑
[00:19:29,080 --> 00:19:32,720] 我会一直想说这玩意能不能为我所用呢
[00:19:32,720 --> 00:19:36,140] 这个逻辑它能不能套用到我的产品和服务上
[00:19:36,140 --> 00:19:40,900] 我是不是也能够用这样的逻辑来吸引高端客群呢
[00:19:40,900 --> 00:19:42,960] 对我而言这不仅仅是在花钱
[00:19:42,960 --> 00:19:44,560] 同时也是在学习
[00:19:44,560 --> 00:19:46,480] 其实它是一种学费啊
[00:19:46,480 --> 00:19:47,680] 所以看起来呢
[00:19:47,680 --> 00:19:49,540] 我是在肆无忌惮地买奢侈品
[00:19:49,540 --> 00:19:51,400] 但其实在这个过程当中
[00:19:51,400 --> 00:19:54,580] 我也在不断的完善和提升自己的认知
[00:19:54,580 --> 00:19:57,400] 那么再举个我买这个高珠的例子啊
[00:19:57,400 --> 00:19:59,840] 比如说我经常会买卡币亚的高珠
[00:19:59,840 --> 00:20:03,040] 其实呢每一个高珠它都是一个作品
[00:20:03,040 --> 00:20:05,960] 它的工艺 它的历史 它的设计灵感
[00:20:05,960 --> 00:20:08,700] 它都是一个又一个有趣的故事对吗
[00:20:08,700 --> 00:20:10,780] 所以我在买高欧洲的过程当中
[00:20:10,780 --> 00:20:14,540] 也会无形的给自己去累计一些谈资
[00:20:14,540 --> 00:20:17,260] 和跟这些奢侈品相关的故事
[00:20:17,260 --> 00:20:19,120] 而当我遇到一些高端客户
[00:20:19,120 --> 00:20:23,160] 同时这些客户他也会喜欢或者说好奇
[00:20:23,160 --> 00:20:25,060] 像卡迪亚这样一个品牌的时候
[00:20:25,060 --> 00:20:27,180] 那么这些故事和谈资
[00:20:27,180 --> 00:20:29,320] 我就可以拿出来跟他们做分享
[00:20:29,320 --> 00:20:32,180] 甚至这些故事还会变成我的课程内容
[00:20:32,180 --> 00:20:33,460] 比如说像今天这样
[00:20:33,460 --> 00:20:35,840] 甚至是变成我的产品的一部分
[00:20:35,960 --> 00:20:39,100] 之前的课程里头我曾经也分享过
[00:20:39,100 --> 00:20:40,600] 一款卡币亚高中的故事
[00:20:40,600 --> 00:20:42,620] 那其实这个也是一样的道理
[00:20:42,620 --> 00:20:46,260] 我会多思考多收集把我的所见所闻
[00:20:46,260 --> 00:20:50,540] 最后都想办法变成我变现的路径和手段
[00:20:50,540 --> 00:20:52,220] 当然除了故事以外
[00:20:52,220 --> 00:20:55,340] 我还会去感受他们是如何做服务
[00:20:55,340 --> 00:20:57,240] 如何做营销的
[00:20:57,240 --> 00:21:00,220] 就好比我会观察他们会通过非常非常
[00:21:00,220 --> 00:21:01,680] 极致的这种服务
[00:21:01,680 --> 00:21:03,760] 比如说很多很多的人是吧
[00:21:03,760 --> 00:21:05,400] 乌泱泱的来服务你一个人
[00:21:05,400 --> 00:21:08,500] 然后把消费者架到一个位置上
[00:21:08,500 --> 00:21:12,340] 让很多的消费者好像不太好意思的那种感觉
[00:21:12,340 --> 00:21:14,900] 比如说我每次去高主展的时候
[00:21:14,900 --> 00:21:17,660] 从早到晚都会有很多很多的人
[00:21:17,660 --> 00:21:19,540] 他们会来服务我一个人
[00:21:19,540 --> 00:21:22,300] 这个画面我相信大家在我的一些短视频
[00:21:22,300 --> 00:21:24,260] 切片里头已经看到过了
[00:21:24,260 --> 00:21:25,980] 那么他们会站在你边上
[00:21:25,980 --> 00:21:27,860] 它不一定有什么具体的作用
[00:21:27,860 --> 00:21:29,860] 但是可能就是偶尔给你端端咖啡
[00:21:29,860 --> 00:21:31,660] 给你滴滴甜品
[00:21:31,660 --> 00:21:33,920] 然后他还会把那些
[00:21:33,920 --> 00:21:36,580] 就是价值成百万上千万的
[00:21:37,140 --> 00:21:38,360] 这样的一些珠宝
[00:21:38,360 --> 00:21:40,840] 随随便便的拿过来给你试戴
[00:21:40,840 --> 00:21:42,240] 那么在这个过程当中呢
[00:21:42,240 --> 00:21:44,080] 它并不会强迫你
[00:21:44,080 --> 00:21:46,440] 去购买任何任何的东西
[00:21:46,440 --> 00:21:47,940] 那么大家可以想想看啊
[00:21:47,940 --> 00:21:49,860] 就是当我已经在那个地方
[00:21:49,860 --> 00:21:52,660] 消耗了好几个小时的时间了
[00:21:52,660 --> 00:21:54,400] 并且呢也带了人家那个
[00:21:54,400 --> 00:21:56,480] 几百万上千万的珠宝了
[00:21:56,480 --> 00:21:59,320] 同时呢我又是一个有消费力的人
[00:21:59,320 --> 00:22:02,180] 那这个时候他拿了一个
[00:22:02,180 --> 00:22:04,320] 可能挤十万的珠宝出来
[00:22:04,320 --> 00:22:06,320] 然后再来跟你说
[00:22:06,320 --> 00:22:08,100] 这个东西多么的适合你
[00:22:08,100 --> 00:22:10,580] 而你自己也觉得这个东西还挺好看
[00:22:10,580 --> 00:22:11,660] 挺适合你的时候
[00:22:11,660 --> 00:22:14,020] 你会怎么做呢
[00:22:14,020 --> 00:22:16,760] 那么我想可能绝大部分的人
[00:22:16,760 --> 00:22:17,620] 他在这个地方
[00:22:17,620 --> 00:22:21,020] 他就是会按下购买确认键的
[00:22:21,020 --> 00:22:21,940] 所以大家看
[00:22:21,940 --> 00:22:23,280] 我在花钱的时候
[00:22:23,280 --> 00:22:25,720] 其实我是在带着脑子去的
[00:22:25,720 --> 00:22:27,380] 我们要赚市场的钱
[00:22:27,380 --> 00:22:30,160] 我们需要让消费者来为我们付费
[00:22:30,160 --> 00:22:35,140] 所以我们就会拼命的去搞懂消费的逻辑和付费的逻辑
[00:22:35,140 --> 00:22:37,560] 通过我自己每一次花钱的动作
[00:22:37,560 --> 00:22:41,740] 来理解其他人花钱的时候的底层心态和逻辑
[00:22:41,740 --> 00:22:43,680] 所以说要多思考
[00:22:43,680 --> 00:22:48,400] 我们才有可能把每次花钱的动作都变成投资
[00:22:48,400 --> 00:22:49,980] 大家要记住啊
[00:22:49,980 --> 00:22:51,340] 精力不重要
[00:22:51,340 --> 00:22:53,100] 反思才重要
[00:22:53,100 --> 00:22:54,860] 如果说你只有精力
[00:22:54,860 --> 00:22:55,920] 没有反思
[00:22:55,920 --> 00:22:58,360] 那么其实你是没有任何进步的
[00:22:58,360 --> 00:23:01,840] 你的这段经历本质上没有给你带来任何的价值
[00:23:01,840 --> 00:23:04,620] 所以为什么很多的人他活到四五十岁了
[00:23:04,620 --> 00:23:06,260] 依然脑子不清醒呢
[00:23:06,260 --> 00:23:09,040] 其实本质上就是因为他缺乏反思
[00:23:09,040 --> 00:23:11,800] 那么我们一定要多思考多反思
[00:23:11,800 --> 00:23:13,760] 才有可能越花越有
[00:23:13,760 --> 00:23:15,120] 我们来看第二点啊
[00:23:15,120 --> 00:23:17,060] 就是消费升级
[00:23:17,060 --> 00:23:19,660] 那么我们需要在能力范围内
[00:23:19,660 --> 00:23:21,700] 尽可能去购买
[00:23:21,700 --> 00:23:25,300] 最贵最好的产品和服务
[00:23:25,300 --> 00:23:30,020] 为什么我们要尽可能的去买价格更高的东西呢
[00:23:30,020 --> 00:23:32,800] 因为在我看来便宜的东西
[00:23:32,800 --> 00:23:37,100] 它往往都只有功能价值和实用价值
[00:23:37,520 --> 00:23:39,460] 只有比较昂贵的东西
[00:23:39,460 --> 00:23:42,700] 才会说除了本身的实用性的功能之外
[00:23:42,700 --> 00:23:45,540] 还会额外的给你带来其他方面的
[00:23:46,000 --> 00:23:47,820] 附加功能和附加值
[00:23:47,820 --> 00:23:50,080] 比如说便宜的衣服
[00:23:50,080 --> 00:23:53,560] 它只能用来穿跟它预寒它保暖
[00:23:53,560 --> 00:23:57,600] 可是呢 贵的衣服 它却可以用来提气
[00:23:57,600 --> 00:24:00,160] 可以让你在你的衣服的衬托之下
[00:24:00,160 --> 00:24:03,040] 整个人都变得更加的有质感
[00:24:03,040 --> 00:24:06,520] 再比如说 便宜的包 它只能用来装东西
[00:24:06,520 --> 00:24:12,160] 但是贵的包呢 它却能够去显示你的消费层级和社会阶层
[00:24:12,160 --> 00:24:15,880] 在不知不觉的过程当中 助力于你向上连接
[00:24:15,880 --> 00:24:18,400] 所以很多时候 哪怕你没有动脑子
[00:24:18,400 --> 00:24:20,980] 没有去动用所谓的投资思维
[00:24:20,980 --> 00:24:24,120] 但是你无形当中购买了一个更贵的产品
[00:24:24,120 --> 00:24:26,540] 那么在客观结果中
[00:24:26,540 --> 00:24:31,940] 可能也会给你在社交的过程当中带来一些加持
[00:24:31,940 --> 00:24:33,460] 大家看到你的时候
[00:24:33,460 --> 00:24:35,500] 他的感受会发生变化
[00:24:35,500 --> 00:24:38,360] 所以他也无形当中为你
[00:24:38,360 --> 00:24:41,420] 产生了一些人脉加持的这样的作用
[00:24:41,420 --> 00:24:44,920] 因此我们要刻意的去做消费升级的动作
[00:24:44,920 --> 00:24:48,360] 买一些贵的有品质的产品
[00:24:48,360 --> 00:24:51,940] 而不是买很多很多没有品质的东西
[00:24:51,940 --> 00:24:53,620] 我这有一个反面案例
[00:24:53,620 --> 00:24:58,080] 就是我有一个已经认识超过10年的一个女性朋友
[00:24:58,240 --> 00:25:05,600] 她其实也是从小跟着我们一起混这种非常非常名利的圈子
[00:25:05,600 --> 00:25:08,000] 她也是非常努力的一个人
[00:25:08,000 --> 00:25:10,260] 她一直都在不停的向上社交
[00:25:10,260 --> 00:25:13,440] 向上链接去认识各种各样的大佬
[00:25:13,440 --> 00:25:16,340] 反正就是我干了的事她都干了
[00:25:16,340 --> 00:25:18,280] 但是实际上到今天为止
[00:25:18,280 --> 00:25:26,960] 我认为它是我们这一圈我们所认识的女生当中相对来说混的比较差的一个
[00:25:26,960 --> 00:25:29,040] 那其中有一个很重要的原因呢
[00:25:29,040 --> 00:25:33,780] 就是她在包装自己这件事情上面非常非常的非常的抠门
[00:25:33,780 --> 00:25:36,840] 比如说我们一起坐飞机啊
[00:25:36,840 --> 00:25:39,040] 那个时候她手上的现金流甚至比我还多
[00:25:39,040 --> 00:25:41,160] 但是呢我就会去做商务舱
[00:25:41,160 --> 00:25:43,000] 而她呢就会去做经济舱
[00:25:43,000 --> 00:25:47,760] 再比如说她从来都不会自己花钱去买奢侈品的包包
[00:25:47,760 --> 00:25:48,900] 或者是衣服
[00:25:48,900 --> 00:25:51,220] 只有当男朋友给他买的时候
[00:25:51,220 --> 00:25:52,440] 他才会买
[00:25:52,440 --> 00:25:54,680] 而且如果他男朋友
[00:25:54,680 --> 00:25:56,320] 想让他去买这些东西
[00:25:56,320 --> 00:25:57,920] 然后没有帮他买
[00:25:57,920 --> 00:25:58,980] 而是把钱给他
[00:25:58,980 --> 00:26:00,040] 让他自己去买
[00:26:00,040 --> 00:26:02,600] 他也一定会把那个钱攒着
[00:26:02,600 --> 00:26:05,280] 不会真的拿去买这些东西
[00:26:05,280 --> 00:26:06,120] 再或者说
[00:26:06,120 --> 00:26:07,060] 你们想想看
[00:26:07,060 --> 00:26:07,800] 这样一个
[00:26:07,800 --> 00:26:09,640] 就是一直处在名利圈子里
[00:26:09,640 --> 00:26:11,080] 然后跟各种各样的大老乡
[00:26:11,080 --> 00:26:12,540] 结交的这样一个女生
[00:26:13,000 --> 00:26:15,200] 她可以在过生日的时候
[00:26:15,200 --> 00:26:22,040] 还穿着他五年前买来的一条也不是特别贵的一条裙子
[00:26:22,040 --> 00:26:25,500] 所以你就会看到他确实是他对自己啊
[00:26:25,500 --> 00:26:28,100] 他方方面面他都是很抠的
[00:26:28,100 --> 00:26:32,960] 而最后呢他确实是他是把他所有的拿到的钱都攒下来了
[00:26:32,960 --> 00:26:34,840] 买了几套房子
[00:26:34,840 --> 00:26:38,920] 可能对于普通人来说觉得他已经算是混的不错的了
[00:26:38,920 --> 00:26:41,680] 但是呢 从我们的围度上来看
[00:26:41,680 --> 00:26:43,440] 因为你要看这个人混的好不好
[00:26:43,440 --> 00:26:47,460] 要看她的资源 还有她本身的平台
[00:26:47,460 --> 00:26:50,240] 但我看到在我的这个圈子里头
[00:26:50,240 --> 00:26:53,380] 一步一步往上生长的这样一些女生呢
[00:26:53,380 --> 00:26:56,320] 她们如果说一直都在做消费升级啊
[00:26:56,320 --> 00:26:58,560] 一直都懂得适当的去包装自己啊
[00:26:58,560 --> 00:27:00,900] 其实她们都拿到了更大的结果
[00:27:00,900 --> 00:27:04,220] 在我看来 八位数总该是有的啊
[00:27:04,220 --> 00:27:07,900] 所以说 其实我觉得她是浪费了她的整个的青春
[00:27:07,900 --> 00:27:10,400] 然后最后呢 只是拿到了一个
[00:27:10,400 --> 00:27:12,540] 非常非常中庸的一个结果
[00:27:12,540 --> 00:27:14,600] 那很多人都会像他一样
[00:27:14,600 --> 00:27:17,240] 包括我在做这个咨询的过程当中
[00:27:17,240 --> 00:27:19,220] 也会看到很多女生
[00:27:19,220 --> 00:27:21,460] 原生家庭比较普通的
[00:27:21,460 --> 00:27:23,940] 都会陷入到这样的一个过程当中
[00:27:23,940 --> 00:27:25,520] 就是他们会认为说
[00:27:25,520 --> 00:27:28,200] 用这样一些奢侈品去撬动更大的人脉
[00:27:28,200 --> 00:27:29,460] 和资源这件事呢
[00:27:29,460 --> 00:27:30,840] 它是一场赌博
[00:27:30,840 --> 00:27:32,400] 是一个风险性非常大
[00:27:32,400 --> 00:27:34,900] 非常不具有确定性结果的动作
[00:27:34,900 --> 00:27:37,440] 但实际上我认为这就是会让人
[00:27:37,440 --> 00:27:40,180] 一直陷入到贫穷的一种思维
[00:27:40,180 --> 00:27:44,160] 因为其实包装自我链接人脉这件事情
[00:27:44,160 --> 00:27:48,320] 我认为它是非常有确定性的
[00:27:48,320 --> 00:27:50,860] 起码来讲 它的确定性一定高于
[00:27:50,860 --> 00:27:53,680] 你去把钱投资在那些所谓的
[00:27:53,680 --> 00:27:55,800] 你看不懂的项目上面
[00:27:55,800 --> 00:27:57,740] 当你还在年轻貌美的时候
[00:27:57,740 --> 00:28:01,160] 如果你表现得非常大气 非常的上道
[00:28:01,160 --> 00:28:04,320] 然后你既愿意把钱花在自己身上
[00:28:04,320 --> 00:28:07,340] 让自己不断的去匹配更好的物质条件
[00:28:07,340 --> 00:28:10,840] 同时也愿意把钱花在这个圈子里头
[00:28:10,840 --> 00:28:13,420] 能够给你带来资源的那些人身上
[00:28:13,420 --> 00:28:16,300] 那么这个圈子里的每一个人都更加愿意跟你玩
[00:28:16,300 --> 00:28:19,540] 更愿意带你去恋接一些更厉害的人
[00:28:19,540 --> 00:28:22,520] 那么你一定就会拿到更大的结果
[00:28:22,520 --> 00:28:24,420] 应该我们要趁着自己
[00:28:24,420 --> 00:28:27,420] 这个年轻貌美还没有逝去的时候
[00:28:27,420 --> 00:28:31,400] 其实是应该想尽办法让自己进步的更快一点的
[00:28:31,400 --> 00:28:33,320] 接触的圈层更高一点的
[00:28:33,320 --> 00:28:35,800] 所以呢在我直播的时候我经常会跟大家讲
[00:28:35,800 --> 00:28:37,600] 我说要消费升级
[00:28:37,600 --> 00:28:41,340] 要尽可能的去买品质最好最贵的东西
[00:28:41,340 --> 00:28:43,140] 因为我知道有些人呢
[00:28:43,140 --> 00:28:44,660] 其实都是穷过来的
[00:28:44,660 --> 00:28:46,640] 也是一路拼杀过来的
[00:28:46,640 --> 00:28:50,340] 大家会习惯性的舍不得花钱在自己身上
[00:28:50,340 --> 00:28:52,340] 那么长期以往呢
[00:28:52,340 --> 00:28:55,960] 他们身上就会有一种穷酸感和紧绷感
[00:28:55,960 --> 00:28:56,720] 从而呢
[00:28:56,720 --> 00:29:00,000] 错过很多很多更为高伪的机会
[00:29:00,000 --> 00:29:02,240] 因为更加高端的客户群体
[00:29:02,240 --> 00:29:05,480] 其实是能够感受到你身上的这种穷酸感
[00:29:05,480 --> 00:29:06,700] 和緊繃感的
[00:29:06,700 --> 00:29:08,440] 他們不會喜歡這樣的感覺
[00:29:08,440 --> 00:29:11,720] 他們是不願意把自己花錢的過程
[00:29:11,720 --> 00:29:13,700] 或者說是合作的過程
[00:29:13,700 --> 00:29:16,260] 弄得好像是一種扶貧啊
[00:29:16,260 --> 00:29:18,020] 如果他們要選擇扶貧
[00:29:18,020 --> 00:29:20,320] 他們會直接去做慈善
[00:29:20,320 --> 00:29:22,020] 去做捐助啊
[00:29:22,020 --> 00:29:24,800] 所以說如果說你是真的想跟他去做朋友
[00:29:24,800 --> 00:29:27,820] 想去鏈接他的身邊的圈子的話
[00:29:27,820 --> 00:29:29,780] 那麼大家還是會更加喜歡
[00:29:29,780 --> 00:29:31,100] 跟正能量的
[00:29:31,100 --> 00:29:33,660] 更加光鮮亮麗的人在一起相處的
[00:29:33,660 --> 00:29:35,140] 我再舉一個正面的例子
[00:29:35,140 --> 00:29:36,780] 那我之前的课里头呢
[00:29:36,780 --> 00:29:39,240] 其实也说过我们闺蜜联盟的有一个小姐姐
[00:29:39,240 --> 00:29:41,580] 她也是每次赚到了钱以后呢
[00:29:41,580 --> 00:29:43,940] 她就会想着去买房子啊
[00:29:43,940 --> 00:29:48,500] 然后用房子的这种升值来对冲通货膨胀的压力
[00:29:48,500 --> 00:29:52,060] 但是呢现在这个经济的大环境的情况下呢
[00:29:52,060 --> 00:29:53,280] 那我当时就建议她
[00:29:53,280 --> 00:29:56,040] 我说你不要老是想着去买房子
[00:29:56,040 --> 00:29:57,960] 你可以把这些钱留在手上
[00:29:57,960 --> 00:29:59,840] 然后用其中的一部分呢
[00:29:59,840 --> 00:30:02,900] 去买一点点的这种更好的衣服
[00:30:02,900 --> 00:30:04,660] 配饰还有包等等
[00:30:04,660 --> 00:30:07,940] 那一开始呢,他是非常不舍得的
[00:30:07,940 --> 00:30:12,380] 然后我就跟他讲,我说,首先啊,设置品虽然看起来你觉得很贵
[00:30:12,380 --> 00:30:17,280] 可是跟房子的价格相比的话,其实没有多少
[00:30:17,280 --> 00:30:21,140] 你每置换一套房子的时候,可能你都需要填进去
[00:30:21,140 --> 00:30:22,980] 至少几百万的钱
[00:30:22,980 --> 00:30:26,760] 但是呢,如果你不去买房,把这个钱留在手上
[00:30:26,760 --> 00:30:30,340] 可能你只需要花一个十分之一,比如说几十万的钱
[00:30:30,340 --> 00:30:34,300] 你就能买到几件非常非常有品质的东西
[00:30:34,300 --> 00:30:39,500] 那这些有品质的东西是你每天都可以带着出门去见人的
[00:30:39,500 --> 00:30:42,020] 那本质上其实你是花了更少的钱
[00:30:42,020 --> 00:30:44,820] 然后提升了你整体的质感
[00:30:44,820 --> 00:30:49,360] 其次呢当你身上有了这些东西做加持做包装的时候呢
[00:30:49,360 --> 00:30:55,780] 那么那些高端的客户他会更觉得你跟他处在同样一个消费层级
[00:30:55,780 --> 00:30:58,220] 他会更加平等的跟你交流
[00:30:58,220 --> 00:31:02,640] 说白了这些外表上的包装它对于你来说就是一把钥匙
[00:31:02,640 --> 00:31:05,200] 它能够帮助你打开高端圈层
[00:31:05,200 --> 00:31:08,980] 让你更加轻松的去链接到高消费的群体
[00:31:08,980 --> 00:31:11,200] 最后呢 因为你只花了几十万
[00:31:11,200 --> 00:31:13,660] 可能你还是剩了几百万在自己的手上
[00:31:13,660 --> 00:31:16,620] 那么这些它就沉淀成了你手上的现金流
[00:31:16,620 --> 00:31:18,120] 因为你有现金流
[00:31:18,120 --> 00:31:20,160] 你就会变得更加的松弛
[00:31:20,160 --> 00:31:21,580] 和人打交道的时候呢
[00:31:21,580 --> 00:31:23,180] 你就会更加的游刃有余
[00:31:23,180 --> 00:31:26,700] 而不是把所有的现金流投入到房产里头之后
[00:31:26,700 --> 00:31:29,200] 每个月还要想着不断的去还贷
[00:31:29,200 --> 00:31:32,620] 你那个状态展现出来那种磁场和能量
[00:31:32,620 --> 00:31:34,080] 一定是完全不一样的
[00:31:34,080 --> 00:31:34,760] 那实际上呢
[00:31:34,760 --> 00:31:36,360] 他后来听了我的话啊
[00:31:36,360 --> 00:31:37,680] 那么从那一年开始呢
[00:31:37,680 --> 00:31:40,460] 他就开始更改一下自己这个消费策略了
[00:31:40,460 --> 00:31:42,860] 然后他果不其然在后来
[00:31:42,860 --> 00:31:44,680] 链接他高端的那些客户的时候
[00:31:44,680 --> 00:31:46,040] 他就更加的自洽
[00:31:46,040 --> 00:31:47,320] 更加的顺畅了
[00:31:47,320 --> 00:31:48,160] 那么他今年呢
[00:31:48,160 --> 00:31:50,160] 也给我写来了好几封的感谢信
[00:31:50,160 --> 00:31:54,260] 就是说他的收入已经往上蹭了好几个台阶啊
[00:31:54,260 --> 00:31:58,020] 虽然说我不会特别特别的建议大家去买房子
[00:31:58,020 --> 00:31:58,540] 但是呢
[00:31:58,540 --> 00:32:01,220] 关于我们居住的这个地方
[00:32:01,220 --> 00:32:05,540] 其实它还是可以给我们带来很大的一种包装属性的
[00:32:05,540 --> 00:32:08,240] 比如说呢我刚开始来上海做自媒体的时候
[00:32:08,240 --> 00:32:11,640] 其实是住在一个非常非常小的出租屋里头
[00:32:11,640 --> 00:32:16,520] 那个时候呢其实最开始的房租是5000多
[00:32:16,520 --> 00:32:19,040] 应该还有很多很多小伙伴其实曾经看过
[00:32:19,040 --> 00:32:21,380] 我在那个房子里录的一些视频啊
[00:32:21,380 --> 00:32:24,200] 再后来呢我就咬咬牙啊
[00:32:24,200 --> 00:32:26,220] 就是搬到市中心里面来以后呢
[00:32:26,220 --> 00:32:27,980] 租了一个1万多的房子
[00:32:27,980 --> 00:32:32,600] 那个时候我觉得房租一万块已经是很贵很贵的房租了
[00:32:32,600 --> 00:32:34,640] 因为我其实也去过很多的地方
[00:32:34,640 --> 00:32:38,860] 但是我觉得一万块的这个房租无论对于任何一个城市的
[00:32:38,860 --> 00:32:40,880] 如果说是打工的一族来说
[00:32:40,880 --> 00:32:43,100] 我认为都是非常大的一笔开销嘛
[00:32:43,100 --> 00:32:44,400] 但是后来呢
[00:32:44,400 --> 00:32:48,700] 就是我换了一个五万块钱一个月的房子之后
[00:32:48,700 --> 00:32:51,360] 我再邀请朋友来家里玩的时候啊
[00:32:51,360 --> 00:32:52,100] 我朋友跟我说
[00:32:52,100 --> 00:32:56,040] 他说你现在这个房子跟你的段位才能匹配
[00:32:56,040 --> 00:32:58,720] 你原来住在那个1万块钱一个月的房子的时候
[00:32:58,720 --> 00:33:01,660] 我还以为你是一个来上海混的女骗子
[00:33:01,660 --> 00:33:05,020] 她说你在跟我讲你的投资还有留学的经历的时候
[00:33:05,020 --> 00:33:07,080] 我当时就觉得你在跟我吹牛
[00:33:07,080 --> 00:33:10,800] 而且我觉得你当时穿的那些名牌的衣服呀
[00:33:10,800 --> 00:33:12,680] 还有你那个柜子上摆的爱马仕的包
[00:33:12,680 --> 00:33:14,120] 我就觉得都是假的
[00:33:14,120 --> 00:33:17,200] 哇 我在听完我朋友那句话之后啊
[00:33:17,200 --> 00:33:18,100] 我就在发现说
[00:33:18,100 --> 00:33:22,640] 哦原来住的房子其实也是我们包装自己的一个部分
[00:33:22,640 --> 00:33:25,300] 看上去呢好像花个大几万的钱
[00:33:25,300 --> 00:33:27,060] 在租房子是一种浪费
[00:33:27,060 --> 00:33:28,480] 但是实际上啊
[00:33:28,480 --> 00:33:32,600] 这5万块钱换来的不仅仅是我一个吃饭睡觉的地方
[00:33:32,600 --> 00:33:36,400] 它更加置换的是我的活动半径啊
[00:33:36,400 --> 00:33:37,700] 我接触的人群
[00:33:37,700 --> 00:33:41,420] 以及别人对于我的第一印象
[00:33:41,420 --> 00:33:41,880] 所以呢
[00:33:41,880 --> 00:33:44,300] 如果在我们条件允许的时候
[00:33:44,300 --> 00:33:48,180] 我们要勇于去选择在更好的地段
[00:33:48,180 --> 00:33:49,740] 来租房子啊
[00:33:49,740 --> 00:33:51,480] 让自己看起来更值钱
[00:33:51,480 --> 00:33:52,060] 最后呢
[00:33:52,060 --> 00:33:54,920] 我们来看第三点就是买可能性
[00:33:54,920 --> 00:33:57,340] 很多人一听到投资这个呢
[00:33:57,340 --> 00:34:00,120] 就会本能的想要去算投资回报率
[00:34:00,120 --> 00:34:01,300] 他们会想着说
[00:34:01,300 --> 00:34:04,080] 我今天在这个项目上投了100万
[00:34:04,080 --> 00:34:06,000] 明年我就要赚回1000万
[00:34:06,000 --> 00:34:07,520] 但我认为呢
[00:34:07,520 --> 00:34:11,440] 我们真正应该投资的是未来的可能性
[00:34:11,440 --> 00:34:13,240] 就像是我买了这个东西以后
[00:34:13,240 --> 00:34:14,920] 我会链接到什么样的人
[00:34:14,920 --> 00:34:17,020] 我会获得什么样的谈资
[00:34:17,020 --> 00:34:19,080] 我会进入一个什么样的圈子
[00:34:19,080 --> 00:34:21,660] 或者我能学到一个什么样的认知等等
