[00:00:00,000 --> 00:00:01,620] 今天这节课啊
[00:15:37,000 --> 00:15:40,440] 是不是至少錯過了五到六次機會
[00:15:40,440 --> 00:15:41,840] 比如淘寶
[00:15:41,840 --> 00:15:43,420] 比如跨境電商
[00:15:43,420 --> 00:15:44,980] 比如微商
[00:15:44,980 --> 00:15:47,360] 甚至於還有股市的機會
[00:15:47,360 --> 00:15:47,940] 對不對
[00:15:47,940 --> 00:15:49,460] 其實為什麼我們會錯過
[00:15:49,460 --> 00:15:50,320] 就是因為
[00:15:50,320 --> 00:15:52,240] 當有那個機會發生的時候
[00:15:52,240 --> 00:15:54,800] 我的認知我的眼界還沒有打開
[00:15:54,800 --> 00:15:59,240] 所以說我沒有辦法捕捉到它是分口
[00:15:59,240 --> 00:16:03,340] 或者就是我那個時候沒有一個基本的財富
[00:16:03,340 --> 00:16:05,340] 能讓我殺進這個賽道
[00:16:05,340 --> 00:16:09,640] 所以大家才會錯過了過去這幾十年的無數次的分口
[00:16:09,640 --> 00:16:12,360] 那麼大家說在過去這幾十年就已經有
[00:16:12,360 --> 00:16:16,440] 至少我們能想得出來喊得出來的起碼五六次分口吧
[00:16:16,440 --> 00:16:18,520] 那麼是否意味著在未來的幾十年
[00:16:18,520 --> 00:16:22,480] 也還會有很多很多次不同的機會即將到來
[00:16:22,480 --> 00:16:25,960] 所以我們真正要做的是不斷的學習
[00:16:25,960 --> 00:16:29,700] 不斷的去提高對於市場的敏銳度
[00:16:29,700 --> 00:16:31,600] 我們的五官要打開
[00:16:31,600 --> 00:16:34,660] 要增加捕捉機會的能力
[00:16:34,660 --> 00:16:36,740] 減少自己錯過的頻次
[00:16:36,740 --> 00:16:38,820] 不需要太過於有緊迫感
[00:16:38,820 --> 00:16:40,880] 也不要想著說這一次機會抓不住
[00:16:40,880 --> 00:16:42,300] 我以後就再也沒有機會了
[00:16:43,340 --> 00:16:45,420] 其實機會永遠都會有
[00:16:45,840 --> 00:16:48,660] 不要害怕去錯過分口
[00:16:48,660 --> 00:16:50,660] 而是要提高我們
[00:16:50,660 --> 00:16:54,160] 給石美客能夠識別風口的能力
[00:16:54,160 --> 00:16:54,700] 好
[00:16:54,700 --> 00:16:56,240] 那麼這個就是我給你們分析的
[00:16:56,240 --> 00:17:00,140] 關於三個尋找趨勢槓桿的好心態
[00:17:00,140 --> 00:17:01,160] 那麼接下來呢
[00:17:01,160 --> 00:17:03,660] 我們就來看一看第二個外部槓桿
[00:17:03,660 --> 00:17:05,760] 也就是城市槓桿
[00:17:05,760 --> 00:17:09,420] 我認為城市其實是一個非常非常大的槓桿
[00:17:09,420 --> 00:17:12,020] 城市決定了你的上限
[00:17:12,020 --> 00:17:14,140] 有兩個核心理由啊
[00:17:14,140 --> 00:17:15,040] 第一個呢
[00:17:15,040 --> 00:17:17,420] 大城市有更大的可能性
[00:17:17,420 --> 00:17:20,000] 因為大城市它本身就已經聚焦了
[00:17:20,000 --> 00:17:21,560] 更多的就業崗位
[00:17:21,560 --> 00:17:23,160] 更成熟的商業模式
[00:17:23,160 --> 00:17:24,620] 更優秀的人才
[00:17:24,620 --> 00:17:26,460] 更開放的價值觀
[00:17:26,460 --> 00:17:28,720] 所以你會在這個地方看到更多
[00:17:28,720 --> 00:17:30,100] 更大的可能性
[00:17:30,100 --> 00:17:31,200] 比如說
[00:17:31,200 --> 00:17:31,940] 一個問題
[00:17:31,940 --> 00:17:34,500] 30歲的女人是不是一定要結婚
[00:17:34,500 --> 00:17:35,100] 那麼
[00:17:35,100 --> 00:17:37,160] 在小城市小地方
[00:17:37,160 --> 00:17:39,800] 她這個答案可能就是一定的
[00:17:40,210 --> 00:17:42,550] 但是你在大城市它就不一樣了
[00:17:42,550 --> 00:17:45,730] 這種不一定它就會給你帶來很多的可能性
[00:17:45,730 --> 00:17:48,430] 在心態上我們也能夠給自己做鬆綁
[00:17:48,430 --> 00:17:49,390] 再比如
[00:17:49,390 --> 00:17:52,350] 你和周遭的人在聊什麼
[00:17:52,350 --> 00:17:54,970] 他也決定了你的可能性
[00:17:54,970 --> 00:17:56,290] 在農村啊
[00:17:56,290 --> 00:17:58,070] 你天天跟你的爸媽待在一起
[00:17:58,070 --> 00:17:59,410] 能聊的可能就是
[00:17:59,410 --> 00:18:01,490] 怎麼種地 是吧
[00:18:01,490 --> 00:18:02,690] 但在大城市
[00:18:02,690 --> 00:18:04,130] 比如說在華爾街
[00:18:04,130 --> 00:18:06,250] 那麼你天天可能都是跟一群
[00:18:06,250 --> 00:18:07,690] 非富即貴的人在一塊
[00:18:07,690 --> 00:18:09,690] 或者跟一群上市公司老闆在一塊
[00:18:09,690 --> 00:18:11,910] 聊的是 怎麼融資
[00:18:12,490 --> 00:18:12,930] 那麼
[00:18:12,930 --> 00:18:15,390] 後者是不是對於我們開拓眼界
[00:18:15,390 --> 00:18:16,790] 去銜接更高的資源
[00:18:16,790 --> 00:18:18,190] 有著更大的可能性呢
[00:18:18,190 --> 00:18:20,590] 當然我們這是一種推擠的說法
[00:18:20,590 --> 00:18:22,710] 只是為了讓大家明顯的感受到
[00:18:22,710 --> 00:18:25,790] 這個大城市和小城市之間的差距
[00:18:25,790 --> 00:18:26,770] 那麼其實呢
[00:18:26,770 --> 00:18:28,570] 商業模式也是這樣的
[00:18:28,570 --> 00:18:32,270] 大城市所有的成本都更高
[00:18:32,270 --> 00:18:34,190] 如果說一個商業模式
[00:18:34,190 --> 00:18:36,290] 它能夠在大城市跑通
[00:18:36,290 --> 00:18:39,130] 在承擔了更多的人力成本
[00:18:39,130 --> 00:18:41,470] 租金成本等等的這樣一些情況下
[00:18:41,470 --> 00:18:43,350] 它還依然能夠盈利
[00:18:43,350 --> 00:18:45,170] 那麼其實這樣的商業模式呢
[00:18:45,170 --> 00:18:47,250] 那麼它也會更加的先進
[00:18:47,250 --> 00:18:48,890] 效率也會更高
[00:18:48,890 --> 00:18:51,450] 所以說能夠去大城市發展呢
[00:18:51,450 --> 00:18:53,590] 大家就盡量要去大城市發展
[00:18:53,590 --> 00:18:54,890] 第二就是
[00:18:54,890 --> 00:18:58,430] 大城市的貨幣單位其實是更高的
[00:18:58,430 --> 00:19:00,830] 其實大城市跟小城市的貨幣單位啊
[00:19:00,830 --> 00:19:02,150] 是不一樣的
[00:19:02,250 --> 00:19:05,250] 雖然說大家聽起來覺得都是人民幣
[00:19:05,250 --> 00:19:06,150] 但是呢
[00:19:06,150 --> 00:19:08,370] 同等的錢在不一樣的地方
[00:19:08,370 --> 00:19:10,410] 它的消費力是完全不一樣的
[00:19:11,060 --> 00:19:12,680] 拿我自己來舉例
[00:19:12,680 --> 00:19:15,060] 我當初為什麼會想來上海發展呢
[00:19:15,060 --> 00:19:16,240] 你們說我以前在武漢
[00:19:16,240 --> 00:19:18,220] 我投資的收益都不錯 是吧
[00:19:18,220 --> 00:19:20,840] 每個月都有很不錯的正下現金流
[00:19:20,840 --> 00:19:22,560] 我覺得自己過得很舒服
[00:19:22,560 --> 00:19:26,180] 是因為有一次我來上海跟同學吃飯
[00:19:26,180 --> 00:19:30,640] 結果呢 就吃到了一碗這個西班牙海鮮飯
[00:19:30,700 --> 00:19:34,140] 那家餐廳裝修也不怎麼樣啊
[00:19:34,140 --> 00:19:35,980] 就是一點機械風 工業風
[00:19:35,980 --> 00:19:37,580] 而且呢 我那天點的那碗飯
[00:19:37,580 --> 00:19:39,500] 其實真的就是只有八掌大
[00:19:39,500 --> 00:19:40,540] 還沒有我的八掌大
[00:19:40,540 --> 00:19:41,820] 因為我八掌太大了
[00:19:42,560 --> 00:19:44,920] 下面可能就鋪了六隻雞尾蝦
[00:19:44,920 --> 00:19:46,520] 分量很少
[00:19:46,520 --> 00:19:47,880] 结果买单的时候呢
[00:19:47,880 --> 00:19:50,180] 那碗饭要198块钱
[00:19:50,740 --> 00:19:52,060] 就是在那一瞬间嘛
[00:19:52,060 --> 00:19:53,980] 我当时就觉得啊我怎么这么穷
[00:19:53,980 --> 00:19:55,200] 怎么吃一碗饭
[00:19:55,200 --> 00:19:58,740] 让我吃出了一种非常心恒的感觉
[00:19:58,740 --> 00:20:00,560] 之前呢我也去过美国
[00:20:00,560 --> 00:20:03,200] 澳洲啊中东啊日本啊
[00:20:03,200 --> 00:20:04,160] 或者是港澳台啊
[00:20:04,760 --> 00:20:06,920] 那么多的地方我都去过
[00:20:06,920 --> 00:20:10,820] 可是呢我当时并没有觉得说
[00:20:10,820 --> 00:20:12,440] 那个物价水平那么的高
[00:20:12,440 --> 00:20:14,120] 因为比如说啊现在美国这种地方
[00:20:14,120 --> 00:20:16,580] 因為美金它本來就貴
[00:20:16,580 --> 00:20:18,900] 所以我在用美金去支付那個東西的時候
[00:20:18,900 --> 00:20:21,480] 我心裡會給它負一種合理性
[00:20:21,480 --> 00:20:24,420] 在上海我用的也是人民幣
[00:20:24,420 --> 00:20:25,920] 可是同樣用人民幣
[00:20:25,920 --> 00:20:28,720] 一個198塊錢那麼小的一碗飯
[00:20:28,720 --> 00:20:31,540] 又不是米其林又不是什麼五星級酒店
[00:20:31,540 --> 00:20:33,180] 它僅僅只是一個普通的餐廳
[00:20:33,180 --> 00:20:34,980] 那麼在那一瞬間我會覺得
[00:20:34,980 --> 00:20:38,100] 哎呀自己在承擔這個金額的時候
[00:20:38,100 --> 00:20:39,380] 會覺得負擔很大的
[00:20:39,380 --> 00:20:41,240] 所以在那一瞬間我就跟我同學說
[00:20:41,240 --> 00:20:43,460] 我說我決定了我一定要來上海
[00:20:43,460 --> 00:20:46,700] 因為我覺得武漢的有錢人不算有錢人
[00:20:46,700 --> 00:20:48,240] 在武漢的好日子我突然覺得
[00:20:48,240 --> 00:20:51,240] 哎呀是不是其實是我被溫水煮青蛙了
[00:20:51,900 --> 00:20:55,400] 我覺得只有在上海這個地方真的富起來了
[00:20:55,400 --> 00:20:58,620] 才能夠代表我在中國富起來了
[00:20:58,620 --> 00:21:00,800] 那麼其實呢就是每一個城市
[00:21:00,800 --> 00:21:02,640] 它的貨幣單位它是不一樣的
[00:21:02,640 --> 00:21:05,040] 因為每個城市的消費力它是不一樣的
[00:21:05,700 --> 00:21:08,580] 那麼這個消費力的不同它會決定什麼呢
[00:21:08,580 --> 00:21:10,480] 它會決定你的工作
[00:21:10,480 --> 00:21:14,680] 同樣一份工作你在上海拿到的工資
[00:21:14,680 --> 00:21:18,440] 很可能會比在其他城市拿到的更多
[00:21:18,440 --> 00:21:20,520] 它也會決定你的伴侶
[00:21:20,520 --> 00:21:22,200] 同樣是找一個伴侶
[00:21:22,200 --> 00:21:26,580] 可能你在一線城市的找到的一個伴侶
[00:21:26,580 --> 00:21:28,600] 他的這個付出量級呢
[00:21:28,600 --> 00:21:31,620] 很有可能也會比其他的城市的
[00:21:31,620 --> 00:21:33,160] 伴侶的付出量級更大
[00:21:33,160 --> 00:21:35,080] 它也會決定你的資產
[00:21:35,080 --> 00:21:36,900] 同樣一套房子
[00:21:36,900 --> 00:21:38,960] 那麼在同等的時間之內
[00:21:38,960 --> 00:21:43,300] 可能一線城市它的房價上升的速度就會更快
[00:21:43,300 --> 00:21:46,620] 也就是說當年的我再回想起來
[00:21:46,620 --> 00:21:51,880] 可能我在這個武漢能搞到一千萬的難度
[00:21:51,880 --> 00:21:54,740] 其實本質上跟我在上海可能高五千萬的難度
[00:21:54,740 --> 00:21:55,720] 它是差不多的
[00:21:56,320 --> 00:21:57,560] 甚至於同樣的努力
[00:21:57,560 --> 00:22:00,280] 我有可能也能在上海搞到一個小目標
[00:22:00,280 --> 00:22:02,620] 所以說大家看回顧過去的十年
[00:22:02,620 --> 00:22:06,660] 那我發現我十年前我就能夠在武漢買房了
[00:22:06,660 --> 00:22:10,220] 可是如果說十年前我人就已經身處上海了
[00:22:10,220 --> 00:22:12,520] 或者說其他的這種超級市啊
[00:22:12,520 --> 00:22:14,860] 那麼很有可能我那個時候就是卯足了勁
[00:22:14,860 --> 00:22:16,440] 在上海賣房
[00:22:16,440 --> 00:22:18,580] 那麼無論是從投資啊
[00:22:18,580 --> 00:22:19,120] 收入啊
[00:22:19,120 --> 00:22:19,620] 消費啊
[00:22:19,620 --> 00:22:20,180] 情感啊
[00:22:20,180 --> 00:22:21,640] 生活等等的這些角度來看
[00:22:21,640 --> 00:22:25,720] 大城市其實它都會比小城市有著更高的效率
[00:22:25,720 --> 00:22:26,840] 更大的槓桿
[00:22:26,840 --> 00:22:29,920] 讓我們能夠更加迅速的向上攀爬
[00:22:29,920 --> 00:22:32,040] 所以說搞雄勁呢
[00:22:32,040 --> 00:22:33,760] 最好要去大城市
[00:22:33,760 --> 00:22:34,580] 那麼接下來呢
[00:22:34,580 --> 00:22:36,880] 我們再來看一看內部槓桿
[00:22:36,880 --> 00:22:39,780] 我們說生意其實是分兩種的
[00:22:39,780 --> 00:22:42,480] 一種是跟關係博弈的生意
[00:22:42,480 --> 00:22:45,500] 比如說你要靠跟政府合作來做生意
[00:22:45,500 --> 00:22:49,540] 或者說你要靠給兩個企業來搞居間做生意
[00:22:49,540 --> 00:22:53,120] 這個就是靠人際關係才能做起來的生意
[00:22:53,120 --> 00:22:57,180] 這一類生意最重要的槓桿其實就是人脈槓桿
[00:22:57,180 --> 00:22:59,680] 我們要想辦法認識更多的大哥
[00:22:59,680 --> 00:23:01,080] 更優質的人群
[00:23:01,080 --> 00:23:03,360] 獲得更好的背書等等是吧
[00:23:03,360 --> 00:23:05,760] 那麼這個就是其實在我們的金貴一裡頭
[00:23:05,760 --> 00:23:09,260] 基本上講的全部都是撬動人脈槓桿的
[00:23:09,260 --> 00:23:10,200] 這樣一些知識點
[00:23:10,200 --> 00:23:11,960] 那我給大家舉一個反面教材啊
[00:23:11,960 --> 00:23:14,460] 就是以前和我一起玩的一個小姐妹
[00:23:14,460 --> 00:23:15,180] 這個故事呢
[00:23:15,180 --> 00:23:17,700] 也是我在直播間裡也講過很多次了啊
[00:23:17,700 --> 00:23:20,800] 就是她也算得上是一個名利場的一個小女孩
[00:23:20,800 --> 00:23:24,220] 她平常周遭接觸的人跟我是重獲度非常高的
[00:23:24,220 --> 00:23:27,440] 也基本上都是一些以一些大佬啊大哥啊什麼的為主
[00:23:27,440 --> 00:23:28,080] 結果呢
[00:23:28,080 --> 00:23:29,280] 那個時候她說她要創業
[00:23:29,280 --> 00:23:30,100] 她跑去幹嘛呢
[00:23:30,100 --> 00:23:32,160] 她就跑去賣小龍蝦了
[00:23:32,600 --> 00:23:35,060] 那我當時就覺得非常差異
[00:23:35,060 --> 00:23:36,080] 因為我覺得
[00:23:36,080 --> 00:23:38,980] 這不是說你賣小龍蝦能不能掙錢的問題
[00:23:39,740 --> 00:23:42,060] 因為你本來認識的都是這些
[00:23:42,060 --> 00:23:44,560] 財富量級啊 維度啊 消費來說比較高的
[00:23:44,560 --> 00:23:45,840] 這樣一些大佬 大哥
[00:23:45,840 --> 00:23:49,300] 你要麼想辦法把這些人的資源為你所用
[00:23:49,300 --> 00:23:53,040] 要麼想辦法把這些人的消費力為你所用 是吧
[00:23:53,040 --> 00:23:55,520] 你要麼就賣他們願意消費的東西
[00:23:55,520 --> 00:23:57,540] 你要麼就跟著他們一起賺錢
[00:23:57,540 --> 00:24:00,160] 可是你去做一個小龍蝦的當口
[00:24:00,160 --> 00:24:02,580] 你說你每天接觸到的是什麼人呢
[00:24:02,580 --> 00:24:04,420] 你每天身上的都是什麼味道呢
[00:24:04,420 --> 00:24:06,520] 而且你去賣小龍蝦
[00:24:06,520 --> 00:24:07,620] 跟那個
[00:24:07,620 --> 00:24:10,760] 本來他就接觸不到任何高端圈層的人去賣小龍蝦
[00:24:10,760 --> 00:24:12,620] 難道你比別人更有優勢嗎
[00:24:12,620 --> 00:24:13,560] 你也沒有優勢
[00:24:13,560 --> 00:24:16,360] 你現在所擁有的人脈和資源完完全全
[00:24:16,360 --> 00:24:18,920] 跟你想做的這個生意他是不接洽的
[00:24:18,920 --> 00:24:21,900] 所以說在我看來這是一個非常不明智的一個
[00:24:21,900 --> 00:24:22,460] 決定
[00:24:22,460 --> 00:24:24,160] 那麼還有一個維度就是
[00:24:24,160 --> 00:24:26,300] 如果你去做一個小龍蝦的生意
[00:24:26,300 --> 00:24:29,060] 也就是說你也要付出很多的時間跟精力
[00:24:29,060 --> 00:24:32,720] 在这个过程当中你每天要跟你接触到的这些人去交流
[00:24:32,720 --> 00:24:35,260] 你说你交流出来的是什么信息
[00:24:35,260 --> 00:24:39,100] 这些信息它会有更高的价值吗
[00:24:39,100 --> 00:24:43,160] 它能够作为我未来撬动自己人生的人脉杠杆吗
[00:24:43,160 --> 00:24:44,960] 我认为它杠杆不了
[00:24:44,960 --> 00:24:46,660] 那么同样是做生意啊
[00:24:46,660 --> 00:24:50,020] 我呢就会非常充分的去考虑我的人脉杠杆
[00:24:50,020 --> 00:24:54,620] 所以那个时候呢我就同期去选择做了一家传媒公司
[00:24:54,620 --> 00:24:56,720] 我做传媒公司呢我就去链接了
[00:24:56,720 --> 00:25:00,860] 当时我最最广泛接触到的那些地产老板
[00:25:00,860 --> 00:25:03,380] 我去给他们做发布会啊
[00:25:03,380 --> 00:25:05,400] 或者说我甚至于我有可能未来
[00:25:05,400 --> 00:25:10,660] 我可以去卖豪车卖豪宅卖飞机卖油艇卖奢侈品等等啊
[00:25:10,660 --> 00:25:12,920] 那也许在起步的阶段
[00:25:12,920 --> 00:25:16,420] 我跟他赚的钱不一定会有太大的差距
[00:25:16,420 --> 00:25:18,600] 但是我可以
[00:25:18,600 --> 00:25:22,280] 撬动到更高的更多的人脉杠杆
[00:25:22,280 --> 00:25:24,320] 我可以从他们身上学到更多
[00:25:24,320 --> 00:25:25,340] 听到更多
[00:25:25,340 --> 00:25:26,840] 我的杠杆就会更大
[00:25:26,840 --> 00:25:28,600] 我能撬动的信息差
[00:25:28,600 --> 00:25:30,980] 我的未来也就会更明朗
[00:25:30,980 --> 00:25:33,780] 所以说如果你是做关系型的生意
[00:25:33,780 --> 00:25:34,900] 一定要记住
[00:25:34,900 --> 00:25:37,700] 要想办法撬动自己的人脉杠杆
[00:25:37,700 --> 00:25:38,980] 至于怎么撬动
[00:25:38,980 --> 00:25:41,180] 怎么结实更优质的人脉
[00:25:41,180 --> 00:25:43,260] 大家可以再去金贵银里头
[00:25:43,260 --> 00:25:44,740] 重新再复习一次
[00:25:45,200 --> 00:25:46,040] 好 那么呢
[00:25:46,040 --> 00:25:46,600] 接下来呢
[00:25:46,600 --> 00:25:48,260] 我们就来看第二种生意啊
[00:25:48,260 --> 00:25:50,640] 那就是跟市场博弈的生意
[00:25:50,640 --> 00:25:52,960] 其实就像我们现在在做情感咨询
[00:25:52,960 --> 00:25:54,980] 在做知识付费啊
[00:25:54,980 --> 00:25:58,280] 由客户和用户的需求主導的生意這樣
[00:25:58,280 --> 00:25:59,220] 那麼這一類呢
[00:25:59,220 --> 00:26:02,000] 它就都叫做和市場博弈的生意
[00:26:02,480 --> 00:26:04,140] 在做這一類的生意的時候
[00:26:04,140 --> 00:26:07,140] 我們要找槓桿提高效率的時候呢
[00:26:07,140 --> 00:26:08,960] 就是有一個終極目的
[00:26:08,960 --> 00:26:12,440] 目的是把我自己從這個生意當中
[00:26:12,440 --> 00:26:14,140] 逐漸的抽離出來
[00:26:14,140 --> 00:26:15,800] 你無論是開公司也好
[00:26:15,800 --> 00:26:16,900] 搭團隊也好
[00:26:16,900 --> 00:26:19,780] 你一定要有一個終局思維
[00:26:19,780 --> 00:26:20,440] 那就是
[00:26:21,260 --> 00:26:23,580] 我要越來越少的
[00:26:23,580 --> 00:26:27,480] 甚至於有一天能夠做到零參與這個經營活動
[00:26:27,480 --> 00:26:30,380] 公司也能夠自行的運轉起來
[00:26:30,380 --> 00:26:32,360] 並且產生盈利
[00:26:32,360 --> 00:26:36,980] 也就是我們這節課的標題當中所提到的不勞而獲
[00:26:36,980 --> 00:26:39,060] 那麼具體而言我們要怎麼做呢
[00:26:39,060 --> 00:26:41,520] 我給大家列了一個槓桿清單啊
[00:26:41,520 --> 00:26:43,120] 那裡面呢有好幾個標準
[00:26:43,120 --> 00:26:44,560] 你可以去對號入座
[00:26:44,560 --> 00:26:48,400] 看看這裡面有哪些槓桿是你自己可以使用的
[00:26:48,400 --> 00:26:48,900] 第一個
[00:26:48,900 --> 00:26:52,660] 你的產品是否剛需
[00:26:52,660 --> 00:26:57,200] 簡單來說就是你的產品能不能滿足大部分人的需求
[00:26:57,200 --> 00:26:59,920] 能不能賣給大多數的人
[00:26:59,920 --> 00:27:03,060] 比如說衣食住行類的產品
[00:27:03,060 --> 00:27:05,580] 它的剛需性就會非常的強
[00:27:05,580 --> 00:27:08,240] 教育用戶的成本就會很低
[00:27:08,240 --> 00:27:12,560] 所以它就不需要你花很大的力氣去營銷
[00:27:12,560 --> 00:27:13,640] 就拿我自己舉例
[00:27:13,640 --> 00:27:16,080] 我們現在是做情感諮詢起家
[00:27:16,700 --> 00:27:18,060] 但我們後來就發現
[00:27:18,060 --> 00:27:20,400] 情感諮詢的剛需性
[00:27:20,400 --> 00:27:23,560] 其實呢它是不如這個知識付費
[00:27:23,560 --> 00:27:25,840] 也就是說課程的這個剛需性的
[00:27:26,480 --> 00:27:29,380] 因為啊咨詢它是遇到了這個問題
[00:27:29,380 --> 00:27:31,760] 才會想來解決這個問題的
[00:27:32,300 --> 00:27:34,680] 可是很多人呢他沒有情感問題
[00:27:34,680 --> 00:27:37,100] 他甚至於是沒有固定的伴侶
[00:27:37,100 --> 00:27:40,380] 那他就不會來購買我們咨詢服務了
[00:27:41,210 --> 00:27:42,170] 課程它就不一樣
[00:27:42,170 --> 00:27:44,690] 課程它是一個教育類的產品
[00:27:44,850 --> 00:27:47,890] 這個世界上沒有不需要被教育的人
[00:27:47,890 --> 00:27:49,750] 哪怕你現在沒有男嘉賓
[00:27:49,750 --> 00:27:50,790] 沒有情感困惑
[00:27:50,790 --> 00:27:56,050] 但是你还是会有需要提升自己去学习的
[00:27:56,050 --> 00:28:00,630] 或者说去有更好的处理人际关系能力的这样一种需求
[00:28:00,630 --> 00:28:04,370] 所以我们后来其实我们是先做的情感咨询
[00:28:04,370 --> 00:28:07,690] 然后后面就开了经贵的关系这门课程
[00:28:07,880 --> 00:28:10,660] 那我在卖这门课的时候基本上啊
[00:28:10,660 --> 00:28:15,320] 我们的销售是不需要做任何的很复杂的销售动作的
[00:28:15,320 --> 00:28:17,460] 他们就是客户只要加过来了
[00:28:17,460 --> 00:28:19,240] 直接就会说我要买客
[00:28:19,240 --> 00:28:23,020] 所以這個就是可以賣給更多人的一個產品
[00:28:23,020 --> 00:28:25,040] 它就是第一個可以敲鐘的槓桿
[00:28:25,040 --> 00:28:27,600] 我們盡量要做一個剛需品
[00:28:27,600 --> 00:28:31,520] 第二個就是你的產品能否復購
[00:28:31,520 --> 00:28:36,200] 這一點其實也是幫你把自己抽離出來的一個關鍵
[00:28:36,200 --> 00:28:37,560] 大家可以想想看
[00:28:37,560 --> 00:28:41,560] 銷售一個客戶的成本其實是非常高的
[00:28:41,560 --> 00:28:43,360] 你要精力開始種草
[00:28:43,360 --> 00:28:45,080] 然後客戶要去跟進
[00:28:45,080 --> 00:28:46,740] 挖掘他的需求
[00:28:46,740 --> 00:28:48,040] 建立信任
[00:28:48,040 --> 00:28:50,060] 介绍产品等等
[00:28:50,060 --> 00:28:51,620] 这样一些复杂的流程
[00:28:51,620 --> 00:28:54,840] 而一旦你的产品是可以复购的
[00:28:54,840 --> 00:28:57,980] 相当于你只有第一次的时候
[00:28:57,980 --> 00:29:00,520] 需要花这么多的时间跟精力
[00:29:00,520 --> 00:29:02,580] 但是一旦客户在复购了
[00:29:02,580 --> 00:29:04,040] 那么完成了第二次销售
[00:29:04,040 --> 00:29:08,400] 你后面需要的精力就会越来越少
[00:29:08,430 --> 00:29:09,390] 同等的
[00:29:09,390 --> 00:29:12,330] 你还是可以拿到相应的这个利润
[00:29:12,330 --> 00:29:12,710] 所以呢
[00:29:12,710 --> 00:29:16,350] 它其实就是增加了我们被动收入的一个过程
[00:29:16,350 --> 00:29:19,030] 他就更接近於不撈而獲
[00:29:19,030 --> 00:29:20,290] 我舉個例子
[00:29:20,290 --> 00:29:23,250] 我剛剛開始在進入到這個賽道的時候
[00:29:23,250 --> 00:29:25,070] 我就聽說過一種說法
[00:29:25,070 --> 00:29:26,030] 他們說
[00:29:26,030 --> 00:29:29,950] 做情感諮詢是不能給客戶解決問題的
[00:29:29,950 --> 00:29:31,070] 比如說分手了
[00:29:31,070 --> 00:29:33,030] 就不能夠幫他去挽回
[00:29:33,030 --> 00:29:34,450] 真的成功挽回男嘉賓
[00:29:34,450 --> 00:29:35,410] 為什麼呢
[00:29:35,410 --> 00:29:37,250] 因為在他們眼裡認為
[00:29:37,250 --> 00:29:39,650] 一旦我幫你真的挽回了
[00:29:39,650 --> 00:29:42,610] 那麼你的這個需求就被滿足了
[00:29:42,610 --> 00:29:44,250] 一旦這個問題被解決了
[00:29:44,250 --> 00:29:46,070] 你就不會再是失費了
[00:29:46,070 --> 00:29:49,290] 說實話啊 那從復購的邏輯上來看
[00:29:49,290 --> 00:29:51,690] 它這個邏輯它成不成立呢
[00:29:51,690 --> 00:29:53,030] 它是成立的
[00:29:53,030 --> 00:29:57,670] 但是呢這個它顯然不符合我們的職業操守
[00:29:57,670 --> 00:30:00,670] 它也不符合一個正能量的價值觀
[00:30:00,670 --> 00:30:02,730] 所以我在做EVE的時候
[00:30:02,730 --> 00:30:06,390] 包括我現在給我們導師反覆的去做培訓的過程當中
[00:30:06,390 --> 00:30:07,150] 我們也會說
[00:30:07,150 --> 00:30:10,730] 我們就必須奔著為客戶解決問題去
[00:30:10,730 --> 00:30:12,390] 能夠一個月解決的問題
[00:30:12,390 --> 00:30:14,490] 我們千萬就不要拖到兩個月
[00:30:14,490 --> 00:30:16,050] 那么从结果来看呢
[00:30:16,650 --> 00:30:19,950] 虽然前面啊可能前面两三年的时间里面
[00:30:19,950 --> 00:30:23,070] 我们的复购率确实非常非常的低
[00:30:23,070 --> 00:30:27,710] 可是因为我们真诚的帮助了很多的客户
[00:30:27,710 --> 00:30:29,410] 拿到了他们想要的结果
[00:30:29,410 --> 00:30:33,390] 然后呢在他们的心里种下了一颗向善的种子
[00:30:33,390 --> 00:30:35,470] 所以时过境迁之后你会发现
[00:30:35,470 --> 00:30:37,670] 哎当他遇到第二个男嘉宾了
[00:30:37,670 --> 00:30:39,350] 或者说当他又一次遇到
[00:30:39,350 --> 00:30:41,310] 哎有价值的这种人脉关系的时候
[00:30:41,310 --> 00:30:43,330] 他会第一时间想到我们
[00:30:43,330 --> 00:30:44,690] 來找我們進行復購
[00:30:44,690 --> 00:30:46,130] 所以在後面這兩年
[00:30:46,130 --> 00:30:47,610] 顯然我們這個復購率
[00:30:47,610 --> 00:30:49,010] 它就會越來越高
[00:30:49,010 --> 00:30:50,290] 第三個
[00:30:50,290 --> 00:30:52,570] 你是否能夠拓寬
[00:30:52,570 --> 00:30:53,930] 營銷渠道
[00:30:53,930 --> 00:30:54,610] 那這個呢
[00:30:54,610 --> 00:30:55,690] 其實非常容易理解
[00:30:55,690 --> 00:30:57,350] 就是同一款產品
[00:30:57,350 --> 00:31:00,430] 我們要找到更多的人來賣
[00:31:00,430 --> 00:31:01,150] 然後呢
[00:31:01,150 --> 00:31:03,050] 我們只需要分錢出去
[00:31:03,050 --> 00:31:03,710] 這樣呢
[00:31:03,710 --> 00:31:06,150] 你就不需要再在銷售和營銷方面
[00:31:06,150 --> 00:31:08,030] 花更多的精力了
[00:31:08,030 --> 00:31:08,930] 比如說啊
[00:31:08,930 --> 00:31:10,070] 老乾媽這樣的產品
[00:31:10,070 --> 00:31:12,270] 當他把口味做到非常非常好之後
