[00:00:00,000 --> 00:00:01,380] Hello 大家好 我是許許
[00:16:06,700 --> 00:16:07,820] 非常有信心
[00:16:07,820 --> 00:16:11,700] 他們相信自己能夠為公司創造更大的價值
[00:16:11,700 --> 00:16:13,660] 同時選擇不給底薪
[00:16:13,660 --> 00:16:16,240] 其實也有助於我們篩選出
[00:16:16,240 --> 00:16:20,160] 更有以心 更有創業思維的團隊成員
[00:16:21,350 --> 00:16:22,290] 當然了
[00:16:22,290 --> 00:16:24,610] 就是正常来讲的话 你去一家企业打工
[00:16:24,610 --> 00:16:27,610] 你说我一上来我就不拿理型了 我不是个傻子吗 是吧
[00:16:27,610 --> 00:16:29,610] 我觉得这个也是没有问题的
[00:16:29,610 --> 00:16:32,010] 这个思维是一点毛病都没有的
[00:16:32,010 --> 00:16:34,890] 但是呢 我在这个地方呢 要给大家讲这个问题
[00:16:34,890 --> 00:16:37,770] 就是在于 关于拿不拿保底
[00:16:37,770 --> 00:16:40,710] 或者说什么时候拿多少保底这件事情
[00:16:40,710 --> 00:16:43,610] 其实是有助于我们去观察一个人
[00:16:43,610 --> 00:16:48,970] 他有没有可能跟一家公司进行更深层次的成长绑定的
[00:16:48,970 --> 00:16:54,090] 就好比啊 我現在的這個線上的銷售的總負責人
[00:16:54,090 --> 00:16:58,150] 書偉老師 那麼我跟他當初是怎麼談的呢
[00:16:58,150 --> 00:17:02,130] 就是其實他最開始的時候是既有底薪也有提成的
[00:17:02,550 --> 00:17:05,170] 然後當他的業績做到一定程度的時候呢
[00:17:05,170 --> 00:17:06,870] 我那個時候就找他談了一下
[00:17:06,870 --> 00:17:10,310] 我就說現在是這樣的 我給你兩種方案
[00:17:10,310 --> 00:17:14,050] 一種呢 是你接著拿你的底薪加提成
[00:17:14,050 --> 00:17:16,530] 另一種呢 就是取消底薪
[00:17:16,530 --> 00:17:20,410] 但是我给你的提成会往上上浮两个点
[00:17:21,370 --> 00:17:23,130] 你可以做一个选择
[00:17:23,130 --> 00:17:24,030] 但是呢
[00:17:24,030 --> 00:17:26,810] 这个选择选完了以后就不能改了
[00:17:26,810 --> 00:17:28,650] 比如说你现在选了那个要底薪的
[00:17:28,650 --> 00:17:29,730] 结果下个月你发现啊
[00:17:29,730 --> 00:17:30,690] 其实要提升更多
[00:17:30,690 --> 00:17:32,190] 那我改成要提成吧
[00:17:32,190 --> 00:17:33,810] 所以你现在选了那个要提成的
[00:17:33,810 --> 00:17:34,870] 结果到下个月发现啊
[00:17:34,870 --> 00:17:35,890] 怎么提升才这么屌
[00:17:35,890 --> 00:17:37,690] 我还是回去要底薪的
[00:17:37,690 --> 00:17:40,930] 我说我今天跟你的这场谈话是一个一次性谈话
[00:17:40,930 --> 00:17:43,210] 你今天必须要做好这个决定
[00:17:43,210 --> 00:17:43,790] 结果呢
[00:17:43,790 --> 00:17:46,990] 他当时就非常果断地选择了后一种
[00:17:47,570 --> 00:17:48,930] 这么选的时候呢
[00:17:48,930 --> 00:17:51,870] 其实他已经在我心里拿了一个大分
[00:17:51,870 --> 00:17:53,130] 那么在后来呢
[00:17:53,130 --> 00:17:56,590] 他就成为了我们整个线上销售团队的负责人
[00:17:56,590 --> 00:17:59,450] 因为他原来其实是我唯一的一个销售
[00:17:59,450 --> 00:18:01,490] 那个时候我其实没有销售团队的
[00:18:01,490 --> 00:18:03,670] 我在跟他进行一场谈话的时候呢
[00:18:03,670 --> 00:18:04,890] 只有他一个销售
[00:18:04,890 --> 00:18:07,790] 因为他接受了我的这种挑战吧
[00:18:07,790 --> 00:18:08,950] 我认为是一个挑战
[00:18:08,950 --> 00:18:10,110] 所以在那一刻开始
[00:18:10,110 --> 00:18:13,730] 我认为他是有来承担销售负责人的
[00:18:13,730 --> 00:18:17,590] 这么一个位置的勇气和可能性的
[00:18:17,590 --> 00:18:20,350] 所以后来呢我就让他变成了我们整个的
[00:18:20,350 --> 00:18:21,210] 销售团队负责人
[00:18:21,210 --> 00:18:23,110] 那他变成负责人之后呢
[00:18:23,110 --> 00:18:25,930] 他也把这套方案复制到了他自己的团队
[00:18:25,930 --> 00:18:28,830] 现在我们团队里头的这些销售
[00:18:28,830 --> 00:18:30,510] 其实都会经历这么一个
[00:18:30,510 --> 00:18:34,470] 从拿底薪到不拿底薪的这么一个阶段
[00:18:34,470 --> 00:18:37,230] 甚至呢哪怕是不是在销售部门啊
[00:18:37,230 --> 00:18:40,010] 还在一些所有的公司都会给底薪的
[00:18:40,010 --> 00:18:40,930] 这样一些岗位里
[00:18:40,930 --> 00:18:44,550] 我也会想办法去设计一定的分佣比例
[00:18:44,550 --> 00:18:47,950] 来激发他的积极性和创业者思维
[00:18:47,950 --> 00:18:51,330] 鼓励他来为我的公司创造更大的价值
[00:18:51,330 --> 00:18:53,390] 就好像是像什么剪辑啊
[00:18:53,390 --> 00:18:55,230] 拍摄啊这样的一些岗位
[00:18:55,230 --> 00:18:56,490] 绝大部分的公司
[00:18:56,490 --> 00:18:58,870] 公司都只会给固定的薪水
[00:18:58,870 --> 00:18:59,790] 但是呢
[00:18:59,790 --> 00:19:04,410] 我依然希望把他的工作和公司的效益相挂钩
[00:19:04,410 --> 00:19:05,090] 比如说
[00:19:05,090 --> 00:19:09,370] 我会想让他剪辑出来的视频和播放量啊
[00:19:09,370 --> 00:19:10,530] 还有他的点赞量
[00:19:10,530 --> 00:19:15,450] 而这样呢 去挂钩 甚至于和私域进来的这样的人数
[00:19:15,450 --> 00:19:19,570] 去给他设置一些绩效上面的比例的提点
[00:19:19,570 --> 00:19:22,550] 比如说像播放量啊 点赞量更高啊
[00:19:22,550 --> 00:19:24,530] 或者说近私域的人数更多呀
[00:19:24,530 --> 00:19:28,030] 可能你就能拿到一个多少多少的一个比例的佣金啊等等
[00:19:28,030 --> 00:19:31,770] 我一定会想尽一切办法去设置一些分佣机制
[00:19:31,770 --> 00:19:35,430] 然后让他们对于自己的工作更上心
[00:19:35,430 --> 00:19:38,410] 把这个当做是自己的事业来做
[00:19:38,410 --> 00:19:41,290] 第二呢就是放手授权
[00:19:41,290 --> 00:19:44,690] 我在我们公司基本上是属于一个甩手掌柜啊
[00:19:44,690 --> 00:19:47,570] 我是一个非常非常幸运的创业者
[00:19:47,570 --> 00:19:49,870] 那基本上所有业务上的细节呢
[00:19:49,870 --> 00:19:52,530] 我都会授权给我们团队的小伙伴
[00:19:52,530 --> 00:19:54,390] 让他们独立思考
[00:19:54,390 --> 00:19:55,330] 独立把关
[00:19:55,330 --> 00:19:56,630] 独立决策
[00:19:56,630 --> 00:20:00,050] 就好比呢我有一个跟了我五年的一个小助理
[00:20:00,050 --> 00:20:04,250] 虽然说他自己呢原来他的学历没有那么的高
[00:20:04,250 --> 00:20:06,330] 但是在他的工作范畴里
[00:20:06,330 --> 00:20:08,210] 我一直都想办法去激发他
[00:20:08,210 --> 00:20:10,390] 让他去做他自己想要做的内容
[00:20:10,390 --> 00:20:13,870] 我在刚开始做自媒体的前面的一年
[00:20:13,870 --> 00:20:15,430] 那会儿呢小助理刚来
[00:20:15,430 --> 00:20:16,290] 然后我就跟他讲
[00:20:16,290 --> 00:20:18,270] 我说你给我弄个小号去做剪辑
[00:20:18,270 --> 00:20:19,790] 自己去做那个账号
[00:20:19,790 --> 00:20:21,270] 他就问我
[00:20:21,270 --> 00:20:22,590] 我要怎么剪
[00:20:22,590 --> 00:20:23,550] 我当时就跟他说
[00:20:23,550 --> 00:20:25,250] 我说你想怎么剪
[00:20:25,250 --> 00:20:26,230] 这会怎么剪
[00:20:26,230 --> 00:20:27,210] 为什么呢
[00:20:27,210 --> 00:20:28,910] 我说因为你是一个
[00:20:28,910 --> 00:20:31,450] 零零左右的一个人对吧
[00:20:31,450 --> 00:20:33,610] 那我跟你之间是有年龄差距的
[00:20:33,610 --> 00:20:35,750] 我说也许你剪出来的东西
[00:20:35,750 --> 00:20:39,670] 更容易受到你們這個年齡層次的人的喜歡呢
[00:20:39,670 --> 00:20:41,890] 對吧 所以說到目前為止
[00:20:41,890 --> 00:20:43,990] 他自己就是想怎麼剪就怎麼剪
[00:20:43,990 --> 00:20:45,790] 想用什麼素材就用什麼素材
[00:20:45,790 --> 00:20:47,330] 然後他就在這個過程當中
[00:20:47,330 --> 00:20:49,910] 我能肉眼可見的看到他不斷的學習
[00:20:49,910 --> 00:20:50,890] 不斷的迭代
[00:20:50,890 --> 00:20:53,850] 我在這個過程當中幾乎是很少去干預的
[00:20:53,850 --> 00:20:57,970] 我之所以這麼授權是因為首先我並不認為
[00:20:57,970 --> 00:21:00,810] 我的思路就是唯一正確的思路
[00:21:00,810 --> 00:21:02,970] 我不認為我原本的思維方式
[00:21:02,970 --> 00:21:06,110] 就能夠觸達到所有的人群
[00:21:06,110 --> 00:21:08,850] 我相信小助理年齡小更新潮
[00:21:08,850 --> 00:21:09,830] 那麼他的思路
[00:21:09,830 --> 00:21:12,030] 他的審美也許可以去覆蓋
[00:21:12,030 --> 00:21:14,150] 他那個年齡層次的客戶
[00:21:14,150 --> 00:21:14,630] 所以呢
[00:21:14,630 --> 00:21:16,790] 讓他做也許在那個維度上
[00:21:16,790 --> 00:21:18,190] 會給我一定的驚喜
[00:21:18,190 --> 00:21:20,450] 那像我們銷售體系也是這個樣子的
[00:21:20,450 --> 00:21:21,610] 就像剛才提到的
[00:21:21,610 --> 00:21:23,430] 我們的那個銷售負責人舒維老師
[00:21:23,430 --> 00:21:25,030] 他也有自己的助理
[00:21:25,030 --> 00:21:28,290] 他完全是靠自己搭建自己的銷售團隊
[00:21:28,290 --> 00:21:30,930] 如果他需要我來建議
[00:21:30,930 --> 00:21:32,350] 就是給建議怎麼分潤
[00:21:32,350 --> 00:21:34,490] 我会把我的想法跟他分享
[00:21:34,490 --> 00:21:35,570] 如果他不需要
[00:21:35,570 --> 00:21:37,890] 我就会让他按他自己的方式来
[00:21:37,890 --> 00:21:39,290] 我的咨询导师也是这样
[00:21:39,290 --> 00:21:40,630] 在做咨询的时候
[00:21:40,630 --> 00:21:44,130] 如果说他们没有主动的来找我说
[00:21:44,130 --> 00:21:46,370] 老板这个问题到底要怎么解决
[00:21:46,370 --> 00:21:48,730] 那么只要他们客户是满意的
[00:21:48,730 --> 00:21:49,710] 我就是满意的
[00:21:49,710 --> 00:21:52,470] 只有当他们的客户出现了不满意
[00:21:52,470 --> 00:21:56,090] 然后他自己又感到非常非常的无助的时候
[00:21:56,090 --> 00:21:59,430] 那么这个时候我才会跟他们一起去协商一个
[00:21:59,430 --> 00:22:00,690] 更好的解决方案
[00:22:00,690 --> 00:22:03,230] 那大家可以看到这个就是我的管理风格
[00:22:03,230 --> 00:22:06,270] 而我之所以会形成这样的风格
[00:22:06,270 --> 00:22:07,910] 主要是有两个原因
[00:22:07,910 --> 00:22:10,410] 第一个是我一直给大家说了
[00:22:10,410 --> 00:22:12,070] 不要好为人师
[00:22:12,070 --> 00:22:16,310] 就是这种管理风格其实也是从我的人际关系相处经验当中
[00:22:16,310 --> 00:22:17,290] 迁移过来的
[00:22:17,290 --> 00:22:20,110] 我在金贵的关系1.0里面给大家讲
[00:22:20,110 --> 00:22:22,410] 说不问不答 不求不住
[00:22:22,410 --> 00:22:22,990] 所以呢
[00:22:22,990 --> 00:22:26,390] 我在管理当中也会深刻的进行这一点
[00:22:26,390 --> 00:22:28,030] 你想怎么干就怎么干
[00:22:28,030 --> 00:22:29,790] 只要你不提问 不求助
[00:22:29,790 --> 00:22:33,910] 我一定要杜絕自己好為人失的這麼一個心
[00:22:33,910 --> 00:22:38,110] 第二個就是我的根就是一個很懶很懶的一個人
[00:22:38,110 --> 00:22:40,190] 我不想什麼事都管
[00:22:40,190 --> 00:22:43,630] 同時呢我希望我的團隊小夥伴們
[00:22:43,630 --> 00:22:46,370] 都能夠具備創業者的思維
[00:22:46,370 --> 00:22:48,670] 雖然很多的老闆他們在喊口號
[00:22:48,670 --> 00:22:51,710] 覺得說哎呀你也要像老闆一樣思考
[00:22:51,710 --> 00:22:53,490] 你也要把公司當自己的公司
[00:22:53,490 --> 00:22:57,690] 可是實際上他們光這麼喊是沒有用的
[00:22:57,690 --> 00:22:59,310] 員工是做不到的對吧
[00:22:59,310 --> 00:23:03,230] 那麼我也想讓員工覺得不是在打工
[00:23:03,230 --> 00:23:05,850] 而是為他自己的事業去努力奮鬥
[00:23:05,850 --> 00:23:08,090] 那麼尤其是做媒體這一行
[00:23:08,090 --> 00:23:12,110] 我認為它是一個跟創意牆掛鉤的這麼一個行業
[00:23:12,110 --> 00:23:14,950] 所以更加需要他們不斷地去
[00:23:14,950 --> 00:23:17,430] 激發自己的潛能來做事情
[00:23:17,430 --> 00:23:21,490] 所以我不能把每一個人都當做一個螺絲釘去看待
[00:23:21,490 --> 00:23:23,510] 那麼在不損害集體的利益
[00:23:23,510 --> 00:23:25,630] 不損害品牌和口碑的情況下
[00:23:25,630 --> 00:23:28,350] 我希望大家能夠有充分的空間
[00:23:28,350 --> 00:23:30,270] 去發揮自己的理念
[00:23:30,270 --> 00:23:34,810] 只有這樣才能夠最大程度的去激發他們的成就感
[00:23:34,810 --> 00:23:36,070] 和事業心
[00:23:36,070 --> 00:23:39,290] 那麼他們在我這個地方除了賺錢以外
[00:23:39,290 --> 00:23:43,790] 更重要的是他們不斷的在找到自己的價值
[00:23:43,790 --> 00:23:46,910] 那麼他們會覺得這份工作非常有意義
[00:23:46,910 --> 00:23:50,250] 所以我不會主動去干涉他們太多
[00:23:50,250 --> 00:23:52,530] 他們自己就會覺得是自己的老闆
[00:23:52,530 --> 00:23:56,510] 而我這樣的管理風格也傳染到了我的團隊當中
[00:23:56,510 --> 00:23:59,050] 就像我之前提到的 晨晨老师也好
[00:23:59,050 --> 00:24:02,150] 她之前呢 其实就是一个责任心爆棚
[00:24:02,150 --> 00:24:04,990] 然后凡事都要自己清一清雷的一个人
[00:24:04,990 --> 00:24:07,430] 但她最近呢 也学着开始放手了
[00:24:07,430 --> 00:24:11,510] 开始授权让底下的人尝试用自己的方法去做
[00:24:11,510 --> 00:24:14,930] 比如说她底下有个女生非常有想法 很聪明
[00:24:14,930 --> 00:24:16,610] 但是呢 心思太敏感
[00:24:16,610 --> 00:24:18,950] 那么如果你老去教她怎么做呢
[00:24:18,950 --> 00:24:21,130] 她就会觉得是不是我这里做的不好
[00:24:21,130 --> 00:24:23,290] 那里做的不好 引发老板的不满意
[00:24:23,290 --> 00:24:24,470] 她就会引起内耗
[00:24:24,470 --> 00:24:28,350] 所以当陈晨去准备让她接手一部分业务的时候
[00:24:28,350 --> 00:24:30,750] 她就让这个女生先在自己身边
[00:24:30,750 --> 00:24:32,650] 看她是怎么做的
[00:24:32,650 --> 00:24:36,050] 然后让她自己去参与学习和思考
[00:24:36,050 --> 00:24:37,630] 那么结束以后陈晨就说
[00:24:37,630 --> 00:24:39,370] 好了接下来你就自己干吧
[00:24:39,370 --> 00:24:41,090] 那么一周以后呢
[00:24:41,090 --> 00:24:43,050] 结果陈晨就把这个女生叫来
[00:24:43,050 --> 00:24:45,650] 然后让她在她自己面前
[00:24:45,650 --> 00:24:47,390] 把所有的流程走了一遍
[00:24:47,390 --> 00:24:48,870] 那这个时候她就发现
[00:24:48,870 --> 00:24:51,430] 她其实做的非常非常的好
[00:24:51,430 --> 00:24:53,470] 不仅仅是学到了
[00:24:53,470 --> 00:24:55,330] 沉沉原来自己的一些东西
[00:24:55,330 --> 00:24:56,230] 同时呢
[00:24:56,230 --> 00:24:58,650] 他还有了一些优化和迭代的动作
[00:24:58,650 --> 00:25:00,170] 有了他自己的风格
[00:25:00,170 --> 00:25:00,830] 当然了
[00:25:00,830 --> 00:25:01,490] 有的宝宝呢
[00:25:01,490 --> 00:25:02,270] 听到这儿呢
[00:25:02,270 --> 00:25:03,970] 可能会觉得有点难受
[00:25:03,970 --> 00:25:04,850] 他们会觉得说
[00:25:04,850 --> 00:25:06,350] 我也想放手啊
[00:25:06,350 --> 00:25:08,030] 可是我那些员工啊
[00:25:08,030 --> 00:25:09,490] 干啥都不行
[00:25:09,490 --> 00:25:11,650] 我就很痛苦很内耗
[00:25:11,650 --> 00:25:13,110] 我忍不下去
[00:25:13,110 --> 00:25:14,290] 我就想让他们来
[00:25:14,290 --> 00:25:14,850] 坐在那里
[00:25:14,850 --> 00:25:15,750] 你别来我来我来
[00:25:15,750 --> 00:25:16,450] 对吧
[00:25:16,450 --> 00:25:17,630] 那我的建议呢
[00:25:17,630 --> 00:25:18,870] 也是非常简单
[00:25:18,870 --> 00:25:20,670] 如果你每次看到了
[00:25:20,670 --> 00:25:22,130] 你就忍不住的
[00:25:22,130 --> 00:25:22,910] 想要去管
[00:25:22,910 --> 00:25:24,610] 那我的建议就是你别开
[00:25:24,610 --> 00:25:26,630] 就是眼不见心不烦
[00:25:26,630 --> 00:25:28,650] 因为我就是这样的
[00:25:28,650 --> 00:25:30,570] 我除了直播的时间以外呢
[00:25:30,570 --> 00:25:32,150] 几乎是不太去公司
[00:25:32,150 --> 00:25:34,210] 我会在家里做思考
[00:25:34,210 --> 00:25:37,170] 然后去深度的去思考我自己的业务盘
[00:25:37,170 --> 00:25:38,830] 还有什么优化的空间
[00:25:38,830 --> 00:25:39,510] 这样呢
[00:25:39,510 --> 00:25:42,590] 我不看见我自然然的就不会去号为人师了
[00:25:42,590 --> 00:25:45,210] 同时还能够去节约自己的心力啊
[00:25:45,210 --> 00:25:46,450] 所以大家要记住一句话
[00:25:46,450 --> 00:25:48,210] 只要老板足够懒
[00:25:48,210 --> 00:25:50,750] 那么就一定会有勤奋的员工
[00:25:50,750 --> 00:25:52,510] 接下来呢我们来看第三点啊
[00:25:52,510 --> 00:25:54,130] 就是愣工欣賞
[00:25:54,130 --> 00:25:56,790] 很多老闆們在對待自己的員工的時候
[00:25:56,790 --> 00:25:59,550] 往往都會被一些所謂的人情
[00:25:59,550 --> 00:26:01,910] 所謂的感情所綁架
[00:26:01,910 --> 00:26:04,730] 可是呢 明明這個人表現的就非常非常的一般
[00:26:04,730 --> 00:26:05,890] 但是他就覺得 哎呀
[00:26:05,890 --> 00:26:07,530] 畢竟跟了我這麼多年
[00:26:07,530 --> 00:26:09,950] 就不捨得對他們進行鞭策
[00:26:09,950 --> 00:26:13,470] 反而會覺得 要不我再加點錢給他鼓勵鼓勵
[00:26:13,470 --> 00:26:17,070] 那這個其實就跟女生談戀愛是一樣的了
[00:26:17,070 --> 00:26:19,150] 他們跟一個男生在一起久了
[00:26:19,150 --> 00:26:21,190] 這個男生表現差了以後
[00:26:21,190 --> 00:26:24,770] 這個女生不僅僅不會選擇去指責和分開
[00:26:24,770 --> 00:26:25,970] 還在想著
[00:26:25,970 --> 00:26:27,510] 哎呀我得對她再好一點
[00:26:27,510 --> 00:26:28,750] 把她拽回來
[00:26:28,750 --> 00:26:30,690] 讓她回心轉意是吧
[00:26:30,690 --> 00:26:32,250] 那其實這個在我看來呢
[00:26:32,250 --> 00:26:36,780] 就是你在給對方負面的行為正反饋
[00:26:36,780 --> 00:26:37,540] 那麼這個呢
[00:26:37,540 --> 00:26:42,260] 你不僅僅是沒有辦法讓對方再重新回到原來的高水平高質量的
[00:26:42,260 --> 00:26:45,000] 而且還會讓她覺得她這麼做是對的
[00:26:45,000 --> 00:26:47,420] 其實這就是在鼓勵她越做越差
[00:26:47,420 --> 00:26:47,940] 所以呢
[00:26:47,940 --> 00:26:50,320] 在我這兒我永遠都不會是
[00:26:50,320 --> 00:26:53,220] 我花更多的钱来鼓励你表现的更好
[00:26:53,220 --> 00:26:56,520] 而是反过来我永远都是只有你表现的更好了
[00:26:56,520 --> 00:26:58,500] 我才会给你更多
[00:26:58,500 --> 00:26:59,760] 让你赚更多的钱
[00:26:59,760 --> 00:27:02,200] 如果说你是反向的啊
[00:27:02,200 --> 00:27:03,000] 我也没有奖励你
[00:27:03,000 --> 00:27:04,120] 然后你就越做越差
[00:27:04,120 --> 00:27:07,320] 那么我觉得这个就是到了我要淘汰你的时候了
[00:27:07,320 --> 00:27:08,180] 我认为只有这样
[00:27:08,180 --> 00:27:11,240] 大家才能够为公司创造更大的价值
[00:27:11,240 --> 00:27:13,240] 那我对我五年的小助理也是这样
[00:27:13,240 --> 00:27:14,580] 他在刚来的时候呢
[00:27:14,580 --> 00:27:16,040] 他是一个不怎么讲话的人
[00:27:16,040 --> 00:27:17,820] 那个时候他很害羞啊
[00:27:17,820 --> 00:27:19,820] 我讲话容易紧张啊脸红
[00:27:20,360 --> 00:27:23,120] 那当时呢我给他做的事情特别特别的杂
[00:27:23,120 --> 00:27:25,800] 又是客服啦 又是销售啦
[00:27:25,800 --> 00:27:28,000] 然后要给他给我出个海报啦
[00:27:28,000 --> 00:27:30,400] 又要拍摄啦 又要剪辑啦
[00:27:30,400 --> 00:27:32,680] 甚至于像财务人们寄让那个时候
[00:27:32,680 --> 00:27:33,560] 我得让他来弄
[00:27:33,560 --> 00:27:36,260] 他等于说手上就藏了很多杂七杂八的事
[00:27:36,260 --> 00:27:39,520] 然而所有的事都不在他的专业范畴内
[00:27:39,520 --> 00:27:42,880] 但是我就发现啊 我每次给他的任务
[00:27:42,880 --> 00:27:45,140] 他都能完成到个70分
[00:27:45,140 --> 00:27:48,760] 那我就觉得在我刚刚起步的阶段
[00:27:48,760 --> 00:27:51,380] 我觉得一个人能够把我所有干不了的活
[00:27:51,380 --> 00:27:52,640] 全都能干下来
[00:27:52,640 --> 00:27:54,020] 而且还能干个70分
[00:27:54,020 --> 00:27:55,320] 我觉得这就很好了
[00:27:55,320 --> 00:27:59,100] 我认为这是代表了他是一个学习意识非常强
[00:27:59,100 --> 00:28:02,060] 同时也非常能吃苦耐劳的这么一个人
[00:28:02,060 --> 00:28:05,980] 那么因此我看到了他身上的这种努力和成长性
[00:28:05,980 --> 00:28:09,740] 所以我就会给他去分配越来越有价值的工作
[00:28:09,740 --> 00:28:13,900] 或者说给他的工作再去设置一些这种技效
[00:28:13,900 --> 00:28:15,500] 佣金等等這樣的獎勵
[00:28:15,500 --> 00:28:16,700] 同時呢
[00:28:16,700 --> 00:28:17,680] 除了錢以外
[00:28:17,680 --> 00:28:21,740] 我還會去非常下意識的培養他的領導力
[00:28:21,740 --> 00:28:24,340] 讓他也去帶團隊啊
[00:28:24,340 --> 00:28:25,580] 做培訓啊
[00:28:25,580 --> 00:28:26,700] 做管理啊
[00:28:26,700 --> 00:28:28,360] 就像是招了新人以後
[00:28:28,360 --> 00:28:30,560] 我就什麼都不教他
[00:28:30,560 --> 00:28:33,900] 然後讓他自己去準備一場給新人的培訓
[00:28:33,900 --> 00:28:36,800] 讓他按照自己的理解去培養人
[00:28:36,800 --> 00:28:38,620] 搭建自己的小型業務團隊
[00:28:38,620 --> 00:28:40,580] 那我的銷售也是這個樣子的
[00:28:40,580 --> 00:28:42,580] 就好像是我剛剛提到的數位老師
[00:28:42,580 --> 00:28:45,360] 當他越做越好,業績越做越大的時候
[00:28:45,360 --> 00:28:49,820] 我就會讓他自己去搭建和管理整個的銷售團隊
[00:28:49,820 --> 00:28:52,180] 讓他拿整個銷售團隊的佣金
[00:28:52,180 --> 00:28:53,300] 你們要想一想啊
[00:28:53,300 --> 00:28:56,020] 其實呢我是可以把銷售團隊
[00:28:56,020 --> 00:28:59,080] 就是掛到自己公司下面的
[00:28:59,080 --> 00:29:00,520] 那麼這樣的話呢
[00:29:00,520 --> 00:29:02,720] 我其實是可以賺得更多的
[00:29:02,720 --> 00:29:05,220] 我也能更加節約用人的開支
[00:29:05,220 --> 00:29:08,580] 但是我認為一定要論功行賞
[00:29:08,580 --> 00:29:09,420] 能者上
[00:29:09,420 --> 00:29:11,200] 我覺得他前面就是做得好
[00:29:11,200 --> 00:29:13,380] 所以我就要給他機會
[00:29:13,380 --> 00:29:15,780] 讓他去發揮自己的領導力
[00:29:15,780 --> 00:29:18,280] 讓他同時也能賺到更多的錢
[00:29:18,280 --> 00:29:20,200] 以此鼓勵他做得更好
[00:29:20,200 --> 00:29:22,000] 第四就是資源隔離
[00:29:22,000 --> 00:29:24,040] 前面幾點我其實都會再強調
[00:29:24,040 --> 00:29:26,640] 如何激發員工的創業者精神
[00:29:26,640 --> 00:29:28,800] 讓整個公司能發展得更快
[00:29:28,800 --> 00:29:29,780] 發展得更好
[00:29:29,780 --> 00:29:32,360] 但其實這個做法也是有風險的
[00:29:32,360 --> 00:29:35,040] 當我真的把員工都培養成了
[00:29:35,040 --> 00:29:37,020] 一個個的獨立創業者的時候
[00:29:37,020 --> 00:29:40,000] 那麼他們其實很有可能會單飛的
[00:29:40,000 --> 00:29:43,480] 所以呢,我们除了去培养他们的创业者精神以外
[00:29:43,480 --> 00:29:46,180] 我们也要提前去预防这个风险
[00:29:46,180 --> 00:29:48,240] 那我预防这个风险的方法呢
[00:29:48,240 --> 00:29:49,840] 就是做资源隔离
[00:29:49,840 --> 00:29:56,100] 我不会让我的员工或者是团队成员来负责所有的链条和所有的板块
[00:29:56,100 --> 00:29:57,960] 比如说咨询老师
[00:29:57,960 --> 00:30:00,340] 他们是只负责交付咨询
[00:30:00,340 --> 00:30:00,900] 然后呢
[00:30:00,900 --> 00:30:03,040] 是不负责任何的什么流量啊
[00:30:03,040 --> 00:30:05,120] 销售呀这样的一些事的
[00:30:05,120 --> 00:30:07,280] 他们也不可以私下去加客户
[00:30:07,280 --> 00:30:08,300] 大家可以想一想
[00:30:08,300 --> 00:30:11,540] 如果说一个老师他自己又能搞流量
[00:30:11,540 --> 00:30:12,940] 又能搞销售
[00:30:12,940 --> 00:30:14,500] 又能交付客户的时候
[00:30:14,500 --> 00:30:16,040] 那么他这种情况下
[00:30:16,040 --> 00:30:18,640] 他单飞的概率是不是就特别特别的大
[00:30:18,640 --> 00:30:21,040] 我不是认为说一个员工不能单飞
[00:30:21,040 --> 00:30:23,840] 而是我认为我作为一个老板
[00:30:23,840 --> 00:30:28,720] 我有职责让这样一家公司去维持一个稳定的状态
[00:30:28,720 --> 00:30:31,680] 不能在我的流程上出现漏洞
[00:30:31,680 --> 00:30:34,680] 所以我要把我能规避的风险都规避掉
[00:30:34,680 --> 00:30:37,980] 这个是对公司对于企业的一种负责任的态度
[00:30:37,980 --> 00:30:40,340] 当初余敏红和董宇辉分家的时候
[00:30:40,340 --> 00:30:43,320] 其实我认为就是有这部分的原因在里面的
[00:30:43,320 --> 00:30:46,400] 为什么余敏红他留不下董宇辉
[00:30:46,400 --> 00:30:49,380] 是因为董宇辉他自己心里一定会算一笔账
[00:30:49,380 --> 00:30:50,140] 他就会觉得说
[00:30:50,140 --> 00:30:52,580] 哎 你不就给我提供了一个供应链吗
[00:30:52,580 --> 00:30:54,440] 那你这个供应链价格又不是很低
[00:30:54,440 --> 00:30:56,240] 我现在这么大的流量 对吧
[00:30:56,240 --> 00:30:57,620] 那我如果出去单干
[00:30:57,620 --> 00:30:58,920] 我当主播
[00:30:58,920 --> 00:31:00,640] 我可以不用你的供应链
[00:31:00,640 --> 00:31:01,540] 什么客服啊
[00:31:01,540 --> 00:31:03,720] 销售这些东西都是我可以自己招的
[00:31:03,720 --> 00:31:04,840] 你这种供应链的话
[00:31:04,840 --> 00:31:06,780] 以我的流量 以我的声望
[00:31:06,780 --> 00:31:08,500] 我在外面隨時隨地就可以找得到
[00:31:08,500 --> 00:31:09,980] 那他算完這筆賬之後
[00:31:09,980 --> 00:31:11,000] 他是不是就覺得
[00:31:11,000 --> 00:31:12,800] 余敏弘給他提供的那些東西
[00:31:12,800 --> 00:31:14,700] 並不是非要余敏弘來提供
[00:31:14,700 --> 00:31:17,100] 而是他自己就可以把這些事從頭幹到尾
[00:31:17,100 --> 00:31:19,740] 他一旦有了這樣的一盤賬在腦子裡
[00:31:19,740 --> 00:31:20,720] 那麼他這種時候
