[00:00:00,000 --> 00:00:04,020] Hello 大家好 欢迎回到我们金贵的关系2.0的课堂
[00:16:59,400 --> 00:17:00,280] 收穫鬆弛感
[00:17:00,280 --> 00:17:01,980] 首先我們來看第一種啊
[00:17:01,980 --> 00:17:03,780] 就是這件事情被具象化了以後
[00:17:03,780 --> 00:17:06,680] 你發現其實這件事好像跟你沒什麼關係
[00:17:06,680 --> 00:17:08,520] 那麼你自然就鬆弛了
[00:17:08,520 --> 00:17:09,780] 我們之前也說過啊
[00:17:09,780 --> 00:17:11,040] 其實很多很多的人呢
[00:17:11,040 --> 00:17:13,680] 他們的焦慮根本就是一種起人憂天
[00:17:13,680 --> 00:17:16,320] 因為他老是在想著一個特別宏大
[00:17:16,320 --> 00:17:17,800] 特別空洞的東西
[00:17:17,800 --> 00:17:20,400] 你們有沒有坐過北京的出租車
[00:17:20,400 --> 00:17:21,660] 你們會發現啊
[00:17:21,660 --> 00:17:23,180] 在北京坐出租車啊
[00:17:23,180 --> 00:17:26,660] 那司機啊開口閉口都是時事正直
[00:17:26,660 --> 00:17:28,600] 今天解讀中美貿易戰了
[00:17:28,600 --> 00:17:30,640] 明天分析巴以衝突了
[00:17:30,640 --> 00:17:31,940] 在聊的過程當中呢
[00:17:31,940 --> 00:17:34,300] 他們還會充滿各種各樣的情緒
[00:17:34,300 --> 00:17:35,680] 要么很憤怒啊
[00:17:35,680 --> 00:17:36,900] 要么很悲觀啊
[00:17:36,900 --> 00:17:37,980] 要么很熱烈
[00:17:37,980 --> 00:17:41,680] 就好像他們都是這些事件的深度參與者一樣
[00:17:42,200 --> 00:17:45,380] 可是這些事情到底跟他們有什麼關係呢
[00:17:45,380 --> 00:17:49,800] 你會發現啊 其實對於我們這些普通的老百姓來說
[00:17:49,800 --> 00:17:52,580] 這些東西無非只是大家的一種談資
[00:17:52,580 --> 00:17:55,080] 一種茶餘飯後吹牛逼的話題而已
[00:17:55,780 --> 00:17:58,320] 如果說我們真的要為這些
[00:17:58,320 --> 00:18:02,960] 其實很宏觀離自己很遙遠的事情去投入心力的話
[00:18:02,960 --> 00:18:04,860] 那麼其實也是一種浪費
[00:18:04,860 --> 00:18:06,900] 同樣的現在好多人呢
[00:18:06,900 --> 00:18:09,860] 他就會把經濟下行這幾個字掛在嘴邊
[00:18:09,860 --> 00:18:12,020] 說什麼啊 經濟風速變慢了
[00:18:12,020 --> 00:18:13,580] 消費意願降低了
[00:18:13,580 --> 00:18:15,360] 大環境不好等等等等的
[00:18:15,380 --> 00:18:17,860] 可是你说你又不是经济学家
[00:18:17,860 --> 00:18:20,360] 你研究这些东西干什么
[00:18:20,360 --> 00:18:23,240] 无论消费意愿是高是低
[00:18:23,240 --> 00:18:26,780] 你是不是还得想办法要去赚钱
[00:18:26,780 --> 00:18:29,120] 无论消费意愿怎么低
[00:18:29,120 --> 00:18:32,260] 是不是也总有人还是会花钱
[00:18:32,260 --> 00:18:36,640] 它改不改变你依然需要去寻找客户的这么一个动作
[00:18:36,640 --> 00:18:40,260] 它是不是依然你还是要让客户觉得
[00:18:40,260 --> 00:18:42,760] 在你这里花钱是最值得的
[00:18:42,760 --> 00:18:46,460] 我跟大家講過就是錢是不會蒸發的
[00:18:46,460 --> 00:18:47,840] 它只會流動
[00:18:47,840 --> 00:18:49,100] 客戶也是一樣
[00:18:49,100 --> 00:18:51,680] 客戶只會流動不會蒸發
[00:18:52,060 --> 00:18:54,720] 這個世界上永遠都會有客戶
[00:18:54,720 --> 00:18:56,440] 也永遠都會有市場
[00:18:56,440 --> 00:18:59,020] 他們在哪你去哪就好了
[00:18:59,020 --> 00:19:00,900] 說白了這些宏觀經濟
[00:19:00,900 --> 00:19:02,460] 跟我們這些平民老百姓
[00:19:02,460 --> 00:19:04,500] 其實是本質上沒有太大的關係
[00:19:04,500 --> 00:19:07,580] 絕大部分人呢去幹這些東西看多了
[00:19:07,580 --> 00:19:10,240] 對自己的業務也沒有實質性的幫助
[00:19:10,240 --> 00:19:12,580] 所以只要你一具體你就會發現
[00:19:12,580 --> 00:19:14,780] 很多東西都是庸人自擾的
[00:19:14,780 --> 00:19:16,620] 和你並沒有太深的關聯
[00:19:16,620 --> 00:19:18,640] 自然呢也就會變得鬆弛了
[00:19:19,200 --> 00:19:21,220] 當然等到什麼貿易戰呢
[00:19:21,220 --> 00:19:23,160] 巴以衝突啦經濟下行了
[00:19:23,160 --> 00:19:26,120] 真的對你產生影響了的時候
[00:19:26,120 --> 00:19:30,660] 可能你已經是一個生意做得非常非常大的人了
[00:19:30,660 --> 00:19:33,300] 那那個時候我反而要來祝福你
[00:19:33,300 --> 00:19:33,980] 對嗎
[00:19:33,980 --> 00:19:34,500] 好
[00:19:34,500 --> 00:19:36,240] 我們再來看第二種啊
[00:19:36,240 --> 00:19:37,940] 就是這件事情具象化了之後
[00:19:37,940 --> 00:19:40,760] 你會發現自己其實沒有選擇
[00:19:40,760 --> 00:19:44,460] 或者这件事情压根就没有办法被解决
[00:19:44,460 --> 00:19:48,600] 我总是会告诉大家不要为无法改变的事情而焦虑
[00:19:48,600 --> 00:19:51,080] 其实这句话反过来也是成立的
[00:19:51,080 --> 00:19:54,180] 就是当你意识到这件事情无法改变的时候
[00:19:54,180 --> 00:19:56,620] 你就不会焦虑了
[00:19:56,620 --> 00:20:00,300] 很多人之所以焦虑是因为陷到情绪里边了
[00:20:00,300 --> 00:20:03,060] 他们忘记了这件事情无法改变
[00:20:03,060 --> 00:20:05,680] 这个时候呢你只需要告诉他
[00:20:05,680 --> 00:20:09,920] 就是让他意识到其实这件事情是没有办法改变的
[00:20:09,920 --> 00:20:12,220] 那麼他可能也很快就會反應過來說
[00:20:12,220 --> 00:20:14,980] 哦對哦 其實也沒有什麼用啊
[00:20:14,980 --> 00:20:17,000] 那我還有什麼好焦慮的呢
[00:20:17,000 --> 00:20:18,120] 我舉個例子
[00:20:18,120 --> 00:20:20,000] 就是我很早的時候呢
[00:20:20,000 --> 00:20:21,220] 就思考了一件事
[00:20:21,220 --> 00:20:23,600] 就是我到底該去結婚
[00:20:23,600 --> 00:20:25,160] 還是該去創業
[00:20:25,160 --> 00:20:26,320] 我當時就在想
[00:20:26,320 --> 00:20:28,260] 如果我只有24歲
[00:20:28,260 --> 00:20:30,140] 那麼我既可以結婚
[00:20:30,140 --> 00:20:31,300] 也可以創業
[00:20:31,300 --> 00:20:33,160] 可是如果我到了30歲
[00:20:33,160 --> 00:20:35,360] 過了最佳的失婚年齡的時候
[00:20:35,360 --> 00:20:37,780] 我是不是就其實沒有辦法
[00:20:37,780 --> 00:20:42,100] 再去選擇一個所謂的非常優質的婚戀對象了呢
[00:20:42,100 --> 00:20:44,820] 那麼那個時候我就只能去創業了
[00:20:45,400 --> 00:20:49,500] 所以說在30歲之前沒有找到合適的對象的話
[00:20:49,500 --> 00:20:52,860] 那麼其實我後面就不用為這個事情再去煩惱了
[00:20:52,860 --> 00:20:56,620] 我那個時候就開始給自己做了心理見識和心理預期
[00:20:56,620 --> 00:20:59,820] 就是我在想這件事的時候我肯定是不到24歲的
[00:20:59,820 --> 00:21:04,060] 所以呢我到了30歲以後就真的開始一心把事業做好
[00:21:04,060 --> 00:21:08,520] 完完全全沒有再想過要去通過婚戀走捷徑這件事
[00:21:08,520 --> 00:21:12,780] 所以如果大家能夠早早的去客觀理性的評估
[00:21:12,780 --> 00:21:17,280] 哪些事情是你可能根本就不會再有什麼選擇的
[00:21:17,280 --> 00:21:18,840] 沒有辦法去解決的
[00:21:18,840 --> 00:21:20,860] 那麼當你真的遇到這樣的事的時候
[00:21:20,860 --> 00:21:23,440] 你就會知道焦慮也是沒有用的
[00:21:23,440 --> 00:21:25,120] 自然然也就鬆弛下來了
[00:21:25,120 --> 00:21:26,420] 我再舉個例子
[00:21:26,420 --> 00:21:29,780] 我在去美國留學之前有一段時間非常的恐慌
[00:21:29,780 --> 00:21:31,880] 陷入到了很大的焦慮狀態中
[00:21:31,880 --> 00:21:33,820] 因為呢我要一個人出國了
[00:21:33,820 --> 00:21:36,700] 我对自己那个时候的语言也好呀
[00:21:36,700 --> 00:21:39,460] 或者说到当地能不能融入呀
[00:21:39,460 --> 00:21:40,800] 能不能交到朋友啊
[00:21:40,800 --> 00:21:41,960] 或者能不能赚到钱
[00:21:41,960 --> 00:21:44,280] 学习能不能毕业呀等等
[00:21:44,280 --> 00:21:47,480] 这样一些东西都产生了很多很多的疑虑
[00:21:47,480 --> 00:21:49,380] 而且那个时候我的手上的现金流
[00:21:49,380 --> 00:21:51,000] 也是比较紧张的嘛
[00:21:51,000 --> 00:21:53,540] 总之呢我能够预想到我去美国以后
[00:21:53,540 --> 00:21:55,560] 我一定会遇到很多很多的困难
[00:21:55,560 --> 00:21:57,540] 哎呀我一定会有很大的压力
[00:21:57,540 --> 00:22:00,360] 我突然之间那么几天我就很焦虑
[00:22:00,360 --> 00:22:01,320] 可是有一天
[00:22:01,450 --> 00:22:03,210] 哎我就问自己说
[00:22:03,210 --> 00:22:07,210] 因為有這些焦慮 那麼我就能不去美國了嗎
[00:22:08,100 --> 00:22:10,600] 我那個時候學費已經交過了
[00:22:10,600 --> 00:22:12,860] 所以答案當然是不能的
[00:22:12,860 --> 00:22:15,840] 我現在是不可能把學費退回來的 對吧
[00:22:15,840 --> 00:22:17,900] 所以我已經沒有路可以選了
[00:22:17,900 --> 00:22:21,400] 我在這裏焦慮了半天 這個美國我是非吃不可的
[00:22:21,400 --> 00:22:24,920] 我再為那些市場而焦慮 那些事情也依然是會發生的
[00:22:25,400 --> 00:22:26,200] 既然如此
[00:22:26,200 --> 00:22:29,780] 那麼我何不去了以後就遇到問題解決問題呢
[00:22:29,780 --> 00:22:30,260] 對不對
[00:22:30,260 --> 00:22:33,400] 所以其實緩解焦慮也好 變得鬆弛也好
[00:22:33,400 --> 00:22:35,060] 最核心的方法論呢
[00:22:35,060 --> 00:22:38,760] 就是要找到一個非要去的方向
[00:22:38,760 --> 00:22:40,860] 一定要到達的彼岸
[00:22:40,860 --> 00:22:43,860] 有了這樣一個非做不可的終局
[00:22:43,860 --> 00:22:49,100] 再去倒推我此時此刻的動作和情緒到底有沒有必要
[00:22:49,100 --> 00:22:53,120] 你可能就會發現自己當下的焦慮是沒有意義的
[00:22:53,120 --> 00:22:54,540] 自然就能放鬆下來
[00:22:54,540 --> 00:22:55,880] 還有一個例子
[00:22:55,880 --> 00:22:57,860] 就是有一個女生當時跟我聯麥啊
[00:22:57,860 --> 00:22:59,300] 她說她38歲了
[00:22:59,300 --> 00:23:01,120] 談了一個45歲的男朋友
[00:23:01,120 --> 00:23:03,580] 是正常的對對碰認識的
[00:23:03,580 --> 00:23:05,180] 也是奔著結婚去的
[00:23:05,180 --> 00:23:08,800] 那其實在我們前面的長期一為一的幫助之下
[00:23:08,800 --> 00:23:11,220] 那個男嘉賓也為他付出了很多
[00:23:11,220 --> 00:23:14,680] 然後他現在就意外待求了
[00:23:14,680 --> 00:23:16,380] 結果他意外待求之後
[00:23:16,380 --> 00:23:20,380] 這個男生一直嘴上說要推婚戀
[00:23:20,380 --> 00:23:22,900] 但是在實際動作層面
[00:23:22,900 --> 00:23:25,820] 好像又沒有非常迫切的去推婚戀
[00:23:25,820 --> 00:23:28,740] 他就說 反正這個孩子我是肯定要的
[00:23:28,740 --> 00:23:30,000] 婚姻也肯定是要接的
[00:23:30,000 --> 00:23:31,580] 然後這個女生她就開始焦慮了
[00:23:31,580 --> 00:23:32,400] 她就覺得說
[00:23:32,400 --> 00:23:34,860] 那萬一我要是把這個寶寶生了
[00:23:34,860 --> 00:23:36,440] 你不跟我結婚怎麼辦呢
[00:23:36,440 --> 00:23:38,580] 她就一下子變得很慌張
[00:23:38,580 --> 00:23:39,840] 後來我就問她
[00:23:39,840 --> 00:23:42,740] 我說那你這個孩子能不要嗎
[00:23:42,740 --> 00:23:43,620] 你告訴我
[00:23:43,620 --> 00:23:45,180] 如果這個孩子不要了
[00:23:45,180 --> 00:23:46,920] 你將面臨什麼
[00:23:46,920 --> 00:23:47,520] 然後呢
[00:23:47,520 --> 00:23:49,620] 她自己就能夠答得上來這個問題
[00:23:49,620 --> 00:23:53,720] 她說那我肯定這個男的就不會跟我在一起了
[00:23:53,720 --> 00:23:55,880] 然後我們倆關係就結束了呀
[00:23:55,880 --> 00:23:56,920] 我說對的
[00:23:56,920 --> 00:23:58,320] 首先是這個男的
[00:23:58,320 --> 00:23:59,740] 他不會跟你在一起了
[00:23:59,740 --> 00:24:02,300] 其次你是不是又得重新再找
[00:24:02,300 --> 00:24:03,040] 对吗
[00:24:03,040 --> 00:24:06,640] 我说你是不是一个想结婚想生孩子的女人
[00:24:06,640 --> 00:24:07,520] 她说是的
[00:24:07,520 --> 00:24:10,120] 我说那你现在已经38岁了
[00:24:10,120 --> 00:24:11,600] 你还没有结过婚
[00:24:11,600 --> 00:24:13,260] 你现在还没有小孩
[00:24:13,260 --> 00:24:15,240] 你现在遇到了一个45岁
[00:24:15,240 --> 00:24:17,680] 愿意为你付出这么多的一个男人
[00:24:17,680 --> 00:24:19,200] 这样的男人好遇吗
[00:24:19,200 --> 00:24:20,060] 而不好遇
[00:24:20,060 --> 00:24:21,080] 我说那我问你
[00:24:21,080 --> 00:24:22,540] 你现在跟他分了以后
[00:24:22,540 --> 00:24:24,060] 你再找下一个
[00:24:24,060 --> 00:24:25,040] 我就打比
[00:24:25,040 --> 00:24:27,760] 你还能遇到一个不错的
[00:24:27,760 --> 00:24:29,400] 是不是也得到40岁了
[00:24:29,400 --> 00:24:31,820] 那個時候你再去懷孕
[00:24:31,820 --> 00:24:33,420] 還容易嗎
[00:24:33,420 --> 00:24:35,500] 有沒有可能他就懷不上了呢
[00:24:35,920 --> 00:24:37,600] 那這個可能性其實
[00:24:37,600 --> 00:24:39,840] 也還是挺大的 對吧
[00:24:39,840 --> 00:24:41,880] 所以 盤來盤去你會發現
[00:24:41,880 --> 00:24:43,780] 眼前這個男嘉賓他是一個
[00:24:43,780 --> 00:24:45,260] 非常不錯的選擇
[00:24:45,260 --> 00:24:47,560] 那麼有了這個孩子呢 其實也是推動
[00:24:47,560 --> 00:24:51,580] 你們兩個人繼續走婚戀的一個非常非常好的一個點位
[00:24:51,580 --> 00:24:53,720] 那既然如此 也沒有一條路
[00:24:53,720 --> 00:24:56,140] 叫做我現在還能不要這個嗎
[00:24:56,140 --> 00:24:58,000] 等著40歲了重頭開始
[00:24:58,000 --> 00:25:01,320] 既然已經沒有這樣一個選項了
[00:25:01,320 --> 00:25:04,300] 那麼是不是我們剩下的就只有
[00:25:04,300 --> 00:25:05,620] 好好的跟他相處
[00:25:05,620 --> 00:25:07,760] 然後呢 順利的去把這個孩子生下來
[00:25:07,760 --> 00:25:10,320] 那至於這個婚戀怎麼去推動的問題
[00:25:10,320 --> 00:25:14,040] 我們可以再通過詳細的去規劃這個步驟
[00:25:14,040 --> 00:25:16,780] 然後慢慢一點一點的去引導這個男生
[00:25:16,780 --> 00:25:19,320] 往我們想要的那個方向上去走
[00:25:19,320 --> 00:25:22,060] 說白了 就是大家一定要分辨清楚
[00:25:22,060 --> 00:25:24,660] 哪些事情是已經發生了的
[00:25:24,660 --> 00:25:27,240] 哪些事情是一定會發生的
[00:25:27,240 --> 00:25:30,280] 哪些事情是你根本沒的選的
[00:25:30,280 --> 00:25:31,900] 理清這些事情以後
[00:25:31,900 --> 00:25:33,840] 你就會看清現實
[00:25:33,840 --> 00:25:36,220] 焦慮感自然就會散去
[00:25:36,220 --> 00:25:37,740] 鬆弛感也會到來
[00:25:37,740 --> 00:25:39,540] 最後我們來看第三種
[00:25:39,540 --> 00:25:41,720] 就是這件事情具象化了以後
[00:25:41,720 --> 00:25:45,200] 你會發現這個問題其實是可以被解決的
[00:25:45,700 --> 00:25:47,420] 你只需要按部就班的
[00:25:47,420 --> 00:25:48,940] 一步一步來就可以了
[00:25:48,940 --> 00:25:50,860] 那麼你也能鬆弛下來
[00:25:50,860 --> 00:25:52,120] 我舉個例子
[00:25:52,120 --> 00:25:53,600] 現在有很多人都會說
[00:25:53,600 --> 00:25:55,180] 這不是個增量時代了
[00:25:55,180 --> 00:25:56,960] 而是存量時代了
[00:25:56,960 --> 00:25:59,940] 所以说生意不好做了 非常的焦虑
[00:25:59,940 --> 00:26:03,220] 但实际上什么叫做存量时代呢
[00:26:03,220 --> 00:26:07,620] 大家真的有认真的思考过所谓的存量这个问题
[00:26:07,620 --> 00:26:09,580] 具体指的是什么吗
[00:26:09,580 --> 00:26:10,700] 那在我看来啊
[00:26:10,700 --> 00:26:13,360] 在网红领域啊 什么支持付费领域啊
[00:26:13,360 --> 00:26:15,440] 大家在说这个存量这个词的时候
[00:26:15,440 --> 00:26:17,200] 其实无非就是在说
[00:26:17,200 --> 00:26:20,600] 比如说抖音作为一个很大的用户平台
[00:26:20,600 --> 00:26:22,360] 它可能用户量不增长了
[00:26:22,360 --> 00:26:26,800] 那以前呢 可能抖音平台每天都会有大量的新注册的用户
[00:26:26,800 --> 00:26:28,540] 流量非常非常非常的大
[00:26:28,540 --> 00:26:31,440] 所以當時非常容易把賬號做起來
[00:26:31,440 --> 00:26:33,120] 感覺豬都能起飛
[00:26:33,120 --> 00:26:34,580] 但是現在呢
[00:26:34,580 --> 00:26:36,820] 這個平台的用戶量顯然
[00:26:36,820 --> 00:26:39,740] 它已經沒有成增長趨勢了
[00:26:39,740 --> 00:26:42,940] 甚至於可能還會有一定的往下滑
[00:26:42,940 --> 00:26:43,980] 那是為什麼
[00:26:43,980 --> 00:26:46,120] 因為有大量的客戶
[00:26:46,120 --> 00:26:48,460] 他其實都被其他的平台
[00:26:48,460 --> 00:26:51,180] 其他的競爭對手給刮風走了
[00:26:51,180 --> 00:26:52,880] 那流量少了
[00:26:52,880 --> 00:26:55,100] 你自然然就覺得賬號不好做了
[00:26:55,100 --> 00:26:59,580] 當我們把一個抽象的詞 拆解成了一個具體的問題之後
[00:26:59,580 --> 00:27:01,040] 我想問一下大家
[00:27:01,040 --> 00:27:04,640] 你們覺得這個問題到底能不能被解決
[00:27:04,800 --> 00:27:07,800] 在我看來這個問題是可以被解決的
[00:27:07,800 --> 00:27:13,520] 無非就是原來可能你垂直於一個平台去發布自己的視頻
[00:27:13,520 --> 00:27:18,860] 那麼現在你就需要在多個平台去發布自己的視頻
[00:27:18,860 --> 00:27:23,940] 以及你需要用更加好的內容來吸引用戶而已
[00:27:23,940 --> 00:27:27,060] 所以呢 不要思考那么大的问题
[00:27:27,060 --> 00:27:30,200] 这个平台什么已经不行了
[00:27:30,200 --> 00:27:32,700] 然后所以我们的业务就不能做了吗
[00:27:32,700 --> 00:27:35,000] 我认为这样的一种思考方式
[00:27:35,000 --> 00:27:37,020] 它会绑架你的情绪
[00:27:37,020 --> 00:27:38,660] 去思考具体的问题
[00:27:38,660 --> 00:27:41,000] 找到具体的解决方案
[00:27:41,000 --> 00:27:42,480] 我们才能松弛下来
[00:27:42,480 --> 00:27:45,080] 我自己曾经也有一个这样的例子
[00:27:45,080 --> 00:27:47,200] 就是我当时在美国读书的时候
[00:27:47,200 --> 00:27:47,980] 大家都知道
[00:27:47,980 --> 00:27:50,860] 我遭遇了非常非常大的一个财务问题
[00:27:50,860 --> 00:27:55,900] 就是那一個月我要一下子拿出200萬左右的一個現金
[00:27:55,900 --> 00:27:59,960] 當時我有140萬的一個銀行貸款需要去還
[00:27:59,960 --> 00:28:03,220] 然後我之前17年的時候在迪拜買那套房子
[00:28:03,220 --> 00:28:07,140] 正好也要在那個月去交20萬左右的一個房款
[00:28:07,140 --> 00:28:10,540] 然後我還有一個10萬的保險費
[00:28:10,540 --> 00:28:14,920] 然後當時的我其實因為被騙還有投資的虧損
[00:28:14,920 --> 00:28:19,300] 手上所有的錢加起來最多只剩下100多萬
[00:28:19,300 --> 00:28:24,540] 那段時間我在睡覺的時候我的眼睛真的都突然之間就睜開
[00:28:24,540 --> 00:28:26,560] 因為我不斷地在想這件事
[00:28:26,560 --> 00:28:30,000] 我壓制不住當時心裡那恐慌情緒
[00:28:30,000 --> 00:28:32,660] 我就會忍不住想如果銀行的錢還不上了
[00:28:32,660 --> 00:28:35,000] 我就要上徵信上黑名單了
[00:28:35,000 --> 00:28:37,300] 如果我沒有錢付迪拜的房款
[00:28:37,300 --> 00:28:40,620] 迪拜很有可能他就會把我的房子收走
[00:28:40,620 --> 00:28:44,600] 如果保費拖延了保險公司就會給我斷保
[00:28:44,730 --> 00:28:48,750] 我所有的這些事情我都已經想到了他發生之後的這種消極結果
[00:28:48,750 --> 00:28:51,690] 那一刻我感觉自己是完全透不过气来的
[00:28:52,210 --> 00:28:57,410] 但是呢 当时我就沉下来跟自己做了一场非常深度的对话
[00:28:57,410 --> 00:28:58,390] 我告诉自己
[00:28:58,390 --> 00:29:02,330] 我现在不应该去焦虑这些最坏的结果
[00:29:02,330 --> 00:29:05,390] 我应该想办法去破局
[00:29:05,390 --> 00:29:08,050] 从这个困境当中解脱出来
[00:29:08,050 --> 00:29:11,530] 所以呢 我就把我当下的困境拆分来看
[00:29:11,530 --> 00:29:12,990] 打算逐个攻破
[00:29:12,990 --> 00:29:13,850] 我就想
[00:29:13,850 --> 00:29:16,930] 房地产公司也好 保险公司也好
[00:29:16,930 --> 00:29:19,310] 甚至是銀行也好
[00:29:19,310 --> 00:29:22,490] 他們到底是想讓我完蛋
[00:29:22,490 --> 00:29:25,410] 還是想讓我還錢
[00:29:25,480 --> 00:29:27,940] 我首先先想明白這個問題
[00:29:27,940 --> 00:29:29,640] 那麼顯然這個答案
[00:29:29,640 --> 00:29:31,920] 它當時就很清晰的到我腦子裡呈現了
[00:29:31,920 --> 00:29:33,740] 人家為什麼要讓我完蛋呢
[00:29:33,740 --> 00:29:36,340] 我完蛋對他們來說有什麼好處呢
[00:29:36,340 --> 00:29:36,600] 對不對
[00:29:36,600 --> 00:29:40,140] 所以他們一定是傾向讓我還錢的
[00:29:40,230 --> 00:29:42,730] 那麼既然他們想讓我還錢
[00:29:42,730 --> 00:29:45,890] 那麼是否我就可以去跟他們談
[00:29:45,890 --> 00:29:48,410] 我怎么去还钱那个问题
[00:29:48,410 --> 00:29:51,570] 我当时呢 就想谁是更容易谈的
[00:29:51,570 --> 00:29:53,170] 谁是更难谈的
[00:29:53,170 --> 00:29:55,850] 那我想可能这个房产公司也好
[00:29:55,850 --> 00:29:57,250] 或者保险公司也好
[00:29:57,250 --> 00:30:00,210] 我是可以去跟他们谈一定的延期的
[00:30:00,210 --> 00:30:01,710] 然后呢 银行那边呢
[00:30:01,710 --> 00:30:04,310] 我也可以尝试着去跟他们谈一谈
[00:30:04,310 --> 00:30:06,790] 但是银行呢 毕竟我能接触到的
[00:30:06,790 --> 00:30:10,170] 其实只是他们贷款层面的这样一些角色
[00:30:10,170 --> 00:30:12,610] 所以呢 他们可能并不能够
[00:30:12,610 --> 00:30:15,870] 有太大的一个决定权的谈的难度也会比较大
[00:30:15,870 --> 00:30:17,950] 可是我非常艰辛一點
[00:30:17,950 --> 00:30:22,050] 就是銀行肯定也不想讓他們多一個什麼所謂的老賴
[00:30:22,050 --> 00:30:22,830] 那既然這樣
[00:30:22,830 --> 00:30:26,610] 我就開始嘗試著去跟他們協商付款的時間
[00:30:26,610 --> 00:30:28,150] 以及付款的步驟
[00:30:28,150 --> 00:30:33,050] 那我首先呢就是選擇了去跟這個迪拜的房地產公司去談
[00:30:33,050 --> 00:30:36,790] 還有也選擇了去跟我的這個保險公司去談
[00:30:36,790 --> 00:30:37,930] 然後果不其然呢
[00:30:37,930 --> 00:30:39,930] 他們都給了我一定的期限
[00:30:39,930 --> 00:30:43,130] 讓我把我的費用可以往後延遲去交
[00:30:43,130 --> 00:30:45,110] 因為我把時間一延遲之後
[00:30:45,110 --> 00:30:48,810] 我就有時間再去回國去處理一些資產
[00:30:48,810 --> 00:30:49,710] 那麼這樣的話呢
[00:30:49,710 --> 00:30:51,450] 我就能騰出一定的現金流了
[00:30:51,450 --> 00:30:52,390] 那麼也就是說呢
[00:30:52,390 --> 00:30:53,310] 在那個當下
[00:30:53,310 --> 00:30:56,210] 我只需要先把我手上所有的現金流
[00:30:56,210 --> 00:30:58,810] 拿來解決銀行貸款的問題
[00:30:58,810 --> 00:31:01,510] 那麼剩下的這個幾十萬的空缺呢
[00:31:01,510 --> 00:31:03,450] 我就可以再等一等
[00:31:03,450 --> 00:31:05,570] 看看我有沒有什麼其他的方式方法
[00:31:05,570 --> 00:31:07,690] 把它籌措出來就可以了
[00:31:07,690 --> 00:31:08,610] 那那個時候呢
[00:31:08,610 --> 00:31:10,710] 我也在做一些珠寶的生意
[00:31:10,710 --> 00:31:13,030] 也會把珠寶賣給朋友們
[00:31:13,030 --> 00:31:14,370] 賺取一定的現金流
[00:31:14,370 --> 00:31:18,790] 也就能慢慢的填上這個我覺得不算太大的窟窿
[00:31:18,790 --> 00:31:20,730] 而且因為我很幸運
[00:31:20,730 --> 00:31:23,790] 當時有朋友也看出了我的狀態不是很好
[00:31:23,790 --> 00:31:25,050] 他就主動問我
[00:31:25,050 --> 00:31:27,270] 說你最近是不是經濟壓力比較大
[00:31:27,270 --> 00:31:30,170] 我就把這個事也簡單的跟他說了一下
[00:31:30,170 --> 00:31:32,650] 是我的一個非常非常好的女性朋友
[00:31:32,650 --> 00:31:34,150] 然後後來他就跟我講
[00:31:34,150 --> 00:31:35,870] 他說我最近要結婚
[00:31:35,870 --> 00:31:36,690] 要買鑽戒
[00:31:36,690 --> 00:31:37,930] 我就找你買
[00:31:37,930 --> 00:31:39,810] 他說我先把錢打給你
[00:31:39,810 --> 00:31:41,510] 但是不著急
[00:31:41,510 --> 00:31:42,910] 你不用給我貨
[00:31:42,910 --> 00:31:45,950] 等你把這段時間的勁兒緩過去了
[00:31:45,950 --> 00:31:47,670] 你再把貨給我
[00:31:47,670 --> 00:31:49,750] 所以他就先把錢給我用了
[00:31:49,750 --> 00:31:51,870] 那有了這場急事雨之後呢
[00:31:51,870 --> 00:31:53,950] 我一下子這個窟窿就小了很多
[00:31:53,950 --> 00:31:55,210] 再後來啊
[00:31:55,210 --> 00:31:57,510] 我爸媽也看出我當時的壓力很大
[00:31:57,510 --> 00:32:01,290] 然後就決定把我武漢的一套小的房子給他賣掉
[00:32:01,290 --> 00:32:02,650] 換取一部分的資金
[00:32:02,650 --> 00:32:03,710] 晚上一陣子
[00:32:03,710 --> 00:32:06,490] 所以我一下子那個勁兒他就過去了
[00:32:06,490 --> 00:32:07,470] 就這樣啊
[00:32:07,470 --> 00:32:09,690] 這個巨大的財務問題慢慢的呢
[00:32:09,690 --> 00:32:11,650] 就被我化整為零
[00:32:11,650 --> 00:32:13,710] 后来很长的一段时间里面呢
[00:32:13,710 --> 00:32:16,330] 我其实都是对我的父母有深深的愧疚感的
[00:32:16,870 --> 00:32:21,090] 因为从我上大学的那一天开始啊
[00:32:21,090 --> 00:32:25,070] 其实我就再也没有找我的父母拿过一分钱了
[00:32:25,070 --> 00:32:27,670] 我一直都是在给他们钱
[00:32:27,670 --> 00:32:32,010] 然后在那一刻我突然之间让他们去卖房子
[00:32:32,010 --> 00:32:33,970] 我也很害怕很害怕
[00:32:33,970 --> 00:32:37,070] 未来我会让整个家庭变得一夜返平
[00:32:37,070 --> 00:32:38,350] 一夜回到解放前
[00:32:38,890 --> 00:32:40,330] 但就算如此呢
[00:32:40,330 --> 00:32:43,970] 我起码也把当下最大的困难给解决掉了
[00:32:43,970 --> 00:32:46,150] 甚至于现在我再回头来看
[00:32:46,150 --> 00:32:48,630] 我心态如果再稳定一些
[00:32:48,630 --> 00:32:50,050] 再冷静一些
[00:32:50,050 --> 00:32:51,250] 再淡定一些
