[00:00:00,000 --> 00:00:01,400] 那从这节课开始呢
[00:15:50,630 --> 00:15:52,990] 其實本質上是沒有任何意義的
[00:15:53,530 --> 00:15:56,570] 你的朋友圈裡面可能就有幾千個人
[00:15:56,570 --> 00:15:59,530] 這幾千個人不說所有的人都不知道
[00:15:59,530 --> 00:16:02,330] 但是至少有幾百個人是不知道的吧
[00:16:02,330 --> 00:16:05,110] 那這幾百個人裡面很有可能就有
[00:16:05,110 --> 00:16:08,770] 幾十個人願意為這個信息差買單吧
[00:16:08,770 --> 00:16:10,230] 比如說有一次
[00:16:10,230 --> 00:16:13,370] 我就是包機跟我的團隊出去團建
[00:16:13,370 --> 00:16:15,470] 因為我發這個事 發了朋友圈
[00:16:15,470 --> 00:16:17,470] 我跟我的爸媽呀 還有同事一起
[00:16:17,470 --> 00:16:19,990] 在這個商務機上面照片啊
[00:16:19,990 --> 00:16:22,870] 後來呢 就有一個市值百億的一個
[00:16:22,870 --> 00:16:24,790] 獨角收入公司的一個老闆
[00:16:24,790 --> 00:16:26,250] 然後他就跑來問我
[00:16:26,250 --> 00:16:28,450] 他說你這飛機是在哪租的
[00:16:28,450 --> 00:16:30,050] 然後呢 我就告訴他了
[00:16:30,050 --> 00:16:31,230] 他說你什麼價格
[00:16:31,230 --> 00:16:32,910] 我把我價格也告訴他了
[00:16:32,910 --> 00:16:33,890] 結果他說 哎呀
[00:16:33,890 --> 00:16:35,990] 他說我今年也特別想
[00:16:35,990 --> 00:16:37,890] 跟我家裡人一起包機出去
[00:16:37,890 --> 00:16:38,990] 但是結果呢
[00:16:38,990 --> 00:16:40,730] 我公司裡好幾個人
[00:16:40,730 --> 00:16:42,730] 都幫我去在外面尋了價
[00:16:42,730 --> 00:16:46,030] 每一个人寻过来的价都比你的贵
[00:16:46,030 --> 00:16:48,820] 那我就用你这个渠道吧
[00:16:48,820 --> 00:16:51,000] 然后呢他就用了我的那个渠道
[00:16:51,000 --> 00:16:54,660] 后来真的他就跟他家人一起包机出去过年了
[00:16:54,660 --> 00:16:58,720] 其实说实话我也没有说花很大的精力去找
[00:16:58,720 --> 00:17:02,180] 这个最便宜的这个商务机的供应商
[00:17:02,180 --> 00:17:05,380] 但是呢我可能我只是因为这么多年
[00:17:05,380 --> 00:17:06,680] 我的一些搜索习惯
[00:17:06,680 --> 00:17:09,500] 它会让我多对比一下
[00:17:09,500 --> 00:17:11,360] 毕竟这个东西它也不便宜是吧
[00:17:11,360 --> 00:17:12,260] 出行一趟
[00:17:12,260 --> 00:17:14,740] 我们可能也要几十个W这样
[00:17:14,740 --> 00:17:16,040] 可能很多人会觉得说
[00:17:16,040 --> 00:17:17,200] 一个百亿的老板
[00:17:17,200 --> 00:17:20,560] 他还在乎这几十个W里头这个差价吗
[00:17:20,560 --> 00:17:22,060] 可是我想告诉大家的是
[00:17:22,060 --> 00:17:23,580] 所有的这样
[00:17:23,580 --> 00:17:25,320] 自己的努力从零到一
[00:17:25,320 --> 00:17:27,200] 一步一个脚印走过来的人
[00:17:27,200 --> 00:17:29,700] 他都不会去花冤枉钱的
[00:17:29,700 --> 00:17:31,760] 如果说这个事情我
[00:17:31,760 --> 00:17:33,020] 随便问一问搜一搜
[00:17:33,020 --> 00:17:34,940] 我就能找到一个更低的价格
[00:17:34,940 --> 00:17:37,440] 他当然倾向于去找这个更低的
[00:17:37,440 --> 00:17:40,120] 他不会用那个更高的价格去浪费这个钱啊
[00:17:40,120 --> 00:17:44,460] 還有人會說了 一個白衣師的老闆他不應該什麼都知道嗎
[00:17:44,460 --> 00:17:48,740] 商務機他怎麼不熟呢 他身邊那麼多的老闆都應該有商務機啊
[00:17:48,740 --> 00:17:50,840] 他們都沒用過嘛 他們怎麼不知道呢
[00:17:50,840 --> 00:17:52,700] 你看 其實有的時候就是這樣
[00:17:53,080 --> 00:17:56,820] 可能他身邊有很多的老闆都用過商務機
[00:17:56,820 --> 00:17:58,060] 都包過基儲型
[00:17:58,060 --> 00:18:03,820] 但是可能就是那段時間他覺得正好看到了我發的這個朋友圈
[00:18:03,820 --> 00:18:06,100] 於是他就直接來問我了
[00:18:06,160 --> 00:18:09,120] 他沒有去問別人是因為他沒有看到別人發這件事
[00:18:09,120 --> 00:18:11,520] 或者他們彼此之間也沒有探討過這件事
[00:18:11,520 --> 00:18:13,660] 那麼他這個時候就要來問我了
[00:18:13,660 --> 00:18:15,880] 所以我知道的這手信息
[00:18:15,880 --> 00:18:18,120] 是不是也成為了他的一個信息差
[00:18:18,120 --> 00:18:19,320] 還有一個例子就是
[00:18:19,320 --> 00:18:21,500] 我當年出來做這個情感諮詢的時候
[00:18:21,500 --> 00:18:23,280] 我也是很虛的
[00:18:23,280 --> 00:18:24,520] 因為我那個時候覺得
[00:18:24,520 --> 00:18:27,000] 我知道的東西別人應該都知道
[00:18:27,000 --> 00:18:28,840] 那個時候我特別的害怕
[00:18:28,840 --> 00:18:31,700] 我會給到人一種好為人師的感覺
[00:18:31,700 --> 00:18:32,820] 我總覺得
[00:18:32,820 --> 00:18:37,080] 比如說像男的要是三天都消失不跟你聯繫
[00:18:37,080 --> 00:18:39,280] 那不就是因为她有别的女的吗
[00:18:39,280 --> 00:18:40,460] 除非她被抓了是吧
[00:18:40,460 --> 00:18:41,800] 除此她被抓了以外
[00:18:41,800 --> 00:18:43,280] 我觉得没有什么其他可能性
[00:18:43,280 --> 00:18:46,820] 但是时至今日大家在听我们联麦的过程当中
[00:18:46,820 --> 00:18:48,500] 还是会有女孩子说
[00:18:48,500 --> 00:18:50,800] 哎呀什么男朋友什么锻炼一个月了
[00:18:50,800 --> 00:18:51,800] 是不是心情不好
[00:18:51,800 --> 00:18:53,540] 锻炼一个月了是不是不开心
[00:18:53,540 --> 00:18:55,540] 是不是对我有什么不满之类的
[00:18:55,540 --> 00:18:58,740] 她还是不能够清晰的去认知到说
[00:18:58,740 --> 00:19:01,000] 这就是有其他人了
[00:19:01,000 --> 00:19:02,940] 这件事这么简单的一件事
[00:19:02,940 --> 00:19:04,720] 我认为全世界都应该知道
[00:19:04,720 --> 00:19:05,800] 可是他们依然不知道
[00:19:06,500 --> 00:19:09,100] 所以呢 永远都会有信息差的存在
[00:19:09,100 --> 00:19:10,780] 而且遍地都是
[00:19:10,780 --> 00:19:13,540] 你只需要去找就可以了
[00:19:13,540 --> 00:19:14,560] 想卖什么
[00:19:14,560 --> 00:19:16,900] 咱们主打就是胆子要大 要敢卖
[00:19:16,900 --> 00:19:18,460] 总会有人不知道
[00:19:18,460 --> 00:19:20,520] 总会有人为这个信息差而买单
[00:19:20,520 --> 00:19:21,720] 第三个点呢就是
[00:19:21,720 --> 00:19:24,980] 也总会有人听不懂信息差
[00:19:25,240 --> 00:19:28,220] 其实这个世界上呢有很多的道理
[00:19:28,220 --> 00:19:31,080] 很多的观点 大家呢都是听过的
[00:19:31,080 --> 00:19:33,160] 但是他们要么就是听不懂
[00:19:33,160 --> 00:19:34,520] 要么就是记不住
[00:19:34,520 --> 00:19:37,600] 要么就是没有系统性的去理解
[00:19:37,600 --> 00:19:39,660] 要么就是不能够举一反三
[00:19:39,660 --> 00:19:43,380] 他们只能基于特定的场景去理解
[00:19:43,380 --> 00:19:44,260] 所以这个时候
[00:19:44,260 --> 00:19:47,400] 如果你能够用他们听得懂的话
[00:19:47,400 --> 00:19:50,240] 让他们觉得有趣的一种表达方式
[00:19:50,240 --> 00:19:51,320] 去说给他们听
[00:19:51,320 --> 00:19:53,120] 那么也是可以卖钱的
[00:19:53,120 --> 00:19:53,860] 说白了
[00:19:53,860 --> 00:19:58,000] 就是大家不仅仅会为信息而付费
[00:19:58,000 --> 00:20:02,180] 还会为信息的表达方式而付费
[00:20:02,180 --> 00:20:03,060] 比如说啊
[00:20:03,060 --> 00:20:06,680] 大家看我的直播觉得我很能解决大家的问题
[00:20:06,680 --> 00:20:10,200] 其实呢我从来都不认为我是一个什么情感专家
[00:20:10,200 --> 00:20:16,400] 我觉得自己把自己会定位在一个叫情感说书人的这么一个位置上
[00:20:16,400 --> 00:20:19,840] 因为我知道每一个人的认知啊背景啊
[00:20:19,840 --> 00:20:21,420] 他其实都是不一样的
[00:20:21,420 --> 00:20:24,140] 有的人他对爱马仕特别特别的了解
[00:20:24,140 --> 00:20:27,340] 可是有的人他只会去关心白菜多少钱一斤
[00:20:27,340 --> 00:20:29,780] 所以我在解决问题的时候呢
[00:20:29,780 --> 00:20:32,320] 会不断的去发散和类比
[00:20:32,320 --> 00:20:35,600] 就好像我在講男人為女人付出啊
[00:20:35,600 --> 00:20:39,380] 就會類比成說女人去購買愛馬仕的這個邏輯
[00:20:39,380 --> 00:20:41,980] 那我還會發散到一些商業的邏輯上
[00:20:41,980 --> 00:20:46,440] 我不斷的發散 不斷的類比到各種各樣不同的場景裡
[00:20:46,440 --> 00:20:49,640] 其實就是為了去打通更多的維度
[00:20:49,640 --> 00:20:53,680] 用更豐富的素材去解釋這樣的一個道理
[00:20:53,680 --> 00:20:55,820] 讓被愛馬仕的人也能聽懂
[00:20:55,820 --> 00:20:57,960] 讓買白菜的人也能聽懂
[00:20:57,960 --> 00:21:00,800] 所以呢之前我有個好哥們他就問我說
[00:21:00,800 --> 00:21:02,720] 哎 現在你們內部直播了
[00:21:02,720 --> 00:21:04,680] 都沒有那些三觀不正的故事了
[00:21:04,680 --> 00:21:05,920] 那還有人看嗎
[00:21:05,920 --> 00:21:07,080] 然後那個時候我就跟他講
[00:21:07,080 --> 00:21:08,480] 我說為什麼沒人看呢
[00:21:08,480 --> 00:21:10,860] 我的直播間好看的不是故事
[00:21:10,860 --> 00:21:13,860] 而是我對於故事的解讀和延展
[00:21:14,320 --> 00:21:16,540] 大家其實都是在為我的類比
[00:21:16,540 --> 00:21:21,000] 發散 解讀和延伸方式而停留和付費的
[00:21:21,000 --> 00:21:25,540] 這就是所謂的為信息的表達方式而買單
[00:21:25,540 --> 00:21:28,340] 我對我的團隊要求也是這個樣子的
[00:21:28,340 --> 00:21:29,360] 我經常會跟他們說
[00:21:29,360 --> 00:21:32,020] 比如說你們要說人話
[00:21:32,020 --> 00:21:36,040] 一定要說小學一年級的人都能聽得懂的話
[00:21:36,040 --> 00:21:38,260] 我自己說的話也是一樣的
[00:21:38,260 --> 00:21:42,440] 大家會發現我平時的表達方式是非常的深入淺出的
[00:21:42,440 --> 00:21:46,820] 沒有任何的很會色難懂的地方也不會掉書袋
[00:21:46,820 --> 00:21:52,360] 就是因為我一定要讓聽我講話的每一個人都聽懂我在說什麼
[00:21:52,360 --> 00:21:55,880] 從更宏觀的角度上來看其實也是一樣的
[00:21:55,880 --> 00:22:00,300] 你說我們是發明還是說創造了什麼知識嗎
[00:22:00,300 --> 00:22:01,760] 我認為不可能
[00:22:01,760 --> 00:22:09,180] 所有的知識智慧都在人類這幾千年的文化當中被凝結過很多很多次了
[00:22:09,840 --> 00:22:15,280] 但是呢人類還是一次又一次會在相同的問題上面去犯錯
[00:22:15,400 --> 00:22:20,400] 過去你在什麼地方貪婪未來你還是會在什麼地方貪婪
[00:22:20,400 --> 00:22:25,000] 過去在什麼時間點懶惰未來你還是會在什麼時間點上懶惰
[00:22:25,000 --> 00:22:31,120] 所以同樣的信息差我們還是需要一次又一次的去強調
[00:22:31,120 --> 00:22:33,640] 只不過我們在闡述道理的時候
[00:22:33,640 --> 00:22:36,220] 要根據當下的情景
[00:22:36,220 --> 00:22:40,760] 當下的困難本身來重新進行闡述
[00:22:40,760 --> 00:22:43,520] 讓大家重新領悟這些道理
[00:22:43,520 --> 00:22:48,140] 所以不要害怕這個信息差它一直是存在的
[00:22:48,140 --> 00:22:50,580] 只要你的表達更有趣
[00:22:50,580 --> 00:22:51,580] 更落地
[00:22:51,580 --> 00:22:52,720] 更豐富
[00:22:52,720 --> 00:22:53,880] 就能賣錢
[00:22:53,880 --> 00:22:57,860] 那麼剛才呢我們已經澄清了大家對於信息差的誤解
[00:22:57,860 --> 00:23:01,040] 大家呢現在也應該理解無論何時何地啊
[00:23:01,040 --> 00:23:03,500] 信息差就是我們搞錢的核心手段
[00:23:04,020 --> 00:23:05,860] 好接下來呢我們就來講一講
[00:23:05,860 --> 00:23:08,340] 尋找信息差的三個目的
[00:23:08,340 --> 00:23:10,660] 這也是這節課的核心內容
[00:23:10,660 --> 00:23:13,120] 大家要認真記好筆記啊
[00:23:13,120 --> 00:23:15,260] 第一個目的叫倒買倒賣
[00:23:15,460 --> 00:23:16,980] 這個非常容易理解
[00:23:16,980 --> 00:23:19,940] 想想看啊賺錢最原始的1.0的版本
[00:23:19,940 --> 00:23:21,200] 其實就是倒賣倒賣
[00:23:21,200 --> 00:23:22,140] 低買高賣
[00:23:22,140 --> 00:23:25,260] 所以如果你的你能夠低價買入某個產品
[00:23:25,260 --> 00:23:26,500] 在高價賣出去
[00:23:26,500 --> 00:23:28,620] 這個是不是就一定能讓大家賺到錢
[00:23:28,620 --> 00:23:30,300] 那麼你想擋買擋賣
[00:23:30,300 --> 00:23:32,880] 最重要的其實就是尋找什麼呢
[00:23:32,880 --> 00:23:34,400] 叫價格差
[00:23:34,400 --> 00:23:37,500] 你看現在那些跨境電商之所以還能做那麼好
[00:23:37,500 --> 00:23:39,680] 其實就是因為他們發現了
[00:23:39,680 --> 00:23:42,240] 這個產品在某個地方生產
[00:23:42,240 --> 00:23:44,540] 它的勞動力價格更低
[00:23:46,170 --> 00:23:47,870] 出廠價也更低
[00:23:47,870 --> 00:23:51,110] 甚至扣除了所有的關稅和運費之後
[00:23:51,110 --> 00:23:53,410] 它依然能夠賺到很多錢
[00:23:53,410 --> 00:23:56,890] 那麼這個其實就是他們發現了價格上的信息差
[00:23:56,890 --> 00:24:01,950] 當時我在美國做珠寶的時候也是尋找到了價格信息差
[00:24:01,950 --> 00:24:08,010] 我那個時候認識的一個朋友他是一個猶太的很大的珠寶商
[00:24:08,010 --> 00:24:11,470] 他就跟我說如果你想買珠寶的話可以找我
[00:24:11,470 --> 00:24:13,610] 我可以拿折扣給到你
[00:24:14,310 --> 00:24:18,790] 我知道這個事之後我就沒有單單的去做為一個消費者去找他去買
[00:24:18,790 --> 00:24:22,670] 而是把這個變成了我那個時候在美國讀書的一個小生意
[00:24:22,670 --> 00:24:26,170] 也就相当于我成为了他的二级分销商
[00:24:26,170 --> 00:24:29,250] 他呢 打个比方啊 是七五折给我的货
[00:24:29,250 --> 00:24:31,330] 可能呢 我就能够八折出货
[00:24:31,330 --> 00:24:32,630] 卖给我的朋友们
[00:24:32,630 --> 00:24:34,990] 那么我就赚中间的这个差价
[00:24:34,990 --> 00:24:37,570] 我的朋友们呢 也能用更便宜的价格
[00:24:37,570 --> 00:24:39,630] 去买到自己喜欢的珠宝
[00:24:39,630 --> 00:24:40,870] 可能有的宝宝会觉得
[00:24:40,870 --> 00:24:44,310] 看起来只是赚了一个0.5折的一个差价
[00:24:44,310 --> 00:24:46,170] 但是其实因为这些珠宝
[00:24:46,170 --> 00:24:48,870] 他们的金额都是几十上百万的
[00:24:48,870 --> 00:24:50,550] 那这个0.5折
[00:24:50,550 --> 00:24:52,930] 于那个时候学生时期的我而言
[00:24:52,930 --> 00:24:55,170] 它也是一个非常可观的数字
[00:24:55,170 --> 00:24:58,570] 而且有些珠宝的产品价格并不是那么透明
[00:24:58,570 --> 00:25:02,150] 不是像专卖店里的手表一样说是明码标价的
[00:25:02,150 --> 00:25:05,830] 有的时候客户他可能会去买各种各样的玉石 宝石
[00:25:06,230 --> 00:25:10,790] 那这种类型的石头价格它其实是很不透明的
[00:25:10,790 --> 00:25:12,330] 差价也会非常大
[00:25:12,330 --> 00:25:15,250] 所以赚这个价格上面的信息差
[00:25:15,250 --> 00:25:17,470] 它也是比较赚钱的
[00:25:17,470 --> 00:25:20,150] 从小到大其实我干过很多很多这样的事情
[00:25:20,150 --> 00:25:23,110] 賣過茶葉啊 賣過酒
[00:25:23,110 --> 00:25:25,770] 其實都是我拿貨的價格比較低
[00:25:25,770 --> 00:25:28,350] 然後出貨的價格相對來說就會比較高
[00:25:29,250 --> 00:25:33,210] 所有的人做生意可以說都是跑不開這個環節的
[00:25:33,210 --> 00:25:36,770] 有的寶子也不用有很大的這種道德包袱
[00:25:36,770 --> 00:25:40,170] 他總覺得好像中間商賺差價特別的不好
[00:25:40,170 --> 00:25:41,590] 因為這個過程當中啊
[00:25:41,590 --> 00:25:43,570] 你明明就是在有勞動的
[00:25:43,570 --> 00:25:44,870] 對吧 你有勞動的
[00:25:44,870 --> 00:25:46,990] 你賺這個錢難道不是應該的嗎
[00:25:48,020 --> 00:25:49,700] 你說作為一個顧客
[00:25:49,700 --> 00:25:52,220] 他想去購買一個產品的時候
[00:25:52,220 --> 00:25:54,320] 他是不是還得篩選
[00:25:54,320 --> 00:25:54,940] 對吧
[00:25:54,940 --> 00:25:58,060] 他要選到品質也好
[00:25:58,060 --> 00:26:00,420] 價格也合理的這樣一個產品
[00:26:00,420 --> 00:26:02,860] 那當我賣這個東西給你的時候
[00:26:03,580 --> 00:26:05,360] 我作為你信任的人
[00:26:05,360 --> 00:26:08,340] 我不一定會給到你這個市場的最低價
[00:26:08,340 --> 00:26:13,040] 但是我卻讓你更大程度的節約了你的篩選成本
[00:26:13,040 --> 00:26:15,980] 首先讓你不用糾結這個東西的真假問題
[00:26:15,980 --> 00:26:16,840] 質量問題
[00:26:16,840 --> 00:26:21,600] 其次 我也同樣的是在為你提供服務給你情緒價值
[00:26:21,600 --> 00:26:25,240] 那我賺的差價其實賺的也是這個服務的錢
[00:26:26,170 --> 00:26:29,270] 講到這兒呢 很多寶寶他就會迫不及待想問說
[00:26:29,270 --> 00:26:32,910] 那我們到底如何才能找到價格上的信息差呢
[00:26:32,910 --> 00:26:37,310] 那這個其實就又回到了我們剛剛講到的一個誤區
[00:26:37,310 --> 00:26:38,850] 信息差呢 遍地都是
[00:26:38,850 --> 00:26:40,590] 只是呢 大家要去找啊
[00:26:40,590 --> 00:26:42,110] 比如說搜索引擎
[00:26:42,110 --> 00:26:44,550] 或者說去參加各種各樣的飯局
[00:26:44,550 --> 00:26:48,990] 啊 帶著這種我想搞錢的心態去搜索
[00:26:48,990 --> 00:26:50,410] 去刷短視頻
[00:26:50,410 --> 00:26:54,690] 或者去跟你接觸到的每一個人對話
[00:26:54,690 --> 00:26:56,330] 看看他們現在在做什麼
[00:26:56,330 --> 00:26:58,150] 他們所提供的這個產品
[00:26:58,150 --> 00:27:00,810] 你身邊是否也能夠找到
[00:27:00,810 --> 00:27:03,470] 對這個產品有需求的這樣的客戶
[00:27:03,470 --> 00:27:06,610] 那麼你就能夠通過這個信息差賺到錢了
[00:27:06,610 --> 00:27:09,610] 第二個目的啊 就是看到可能性
[00:27:09,610 --> 00:27:11,810] 很多人在搜索信息差的時候呢
[00:27:11,810 --> 00:27:12,950] 往往都只有一個目的
[00:27:12,950 --> 00:27:14,550] 就是说怎么搞到钱
[00:27:15,170 --> 00:27:18,430] 但实际上呢对于创业女性而言呢
[00:27:18,430 --> 00:27:21,870] 能够从信息差里边看到希望
[00:27:21,870 --> 00:27:25,030] 看到信心是非常重要的
[00:27:25,030 --> 00:27:26,870] 比如说啊我之前呢
[00:27:26,870 --> 00:27:29,590] 听我做课的老师就跟我讲说
[00:27:29,590 --> 00:27:33,210] 他有一个朋友做这个狗粮的品牌
[00:27:33,210 --> 00:27:35,670] 然后做了10年每年都在亏
[00:27:35,670 --> 00:27:37,830] 如果你听到了这样的一个说法
[00:27:37,830 --> 00:27:39,090] 你会不会就觉得说
[00:27:39,090 --> 00:27:41,850] 诶狗粮这个行业好像根本就不行
[00:27:41,850 --> 00:27:42,450] 是吧
[00:27:42,450 --> 00:27:46,210] 你一定會對這個行業的未來感到非常的消極
[00:27:46,210 --> 00:27:48,750] 但是呢 我跟他說 我說
[00:27:48,750 --> 00:27:50,770] 在我的閨蜜聯盟裡頭
[00:27:50,770 --> 00:27:54,890] 人家做這種狗糧的品牌的老闆
[00:27:54,890 --> 00:27:57,310] 他們一年其實是可以做幾十個億的
[00:27:57,310 --> 00:27:59,830] 淨利潤可以是可以是達到幾個億的
[00:27:59,830 --> 00:28:01,570] 那這個時候呢
[00:28:01,570 --> 00:28:03,730] 你聽到我跟你在傳達的這個信心
[00:28:03,730 --> 00:28:04,610] 你是不是就會覺得說
[00:28:04,610 --> 00:28:06,990] 這個事還能掙這麼多的錢
[00:28:06,990 --> 00:28:10,170] 這個時候你是不是又開始對這個行業充滿了信心
[00:28:10,170 --> 00:28:12,230] 你有可能也會產生這種欲望
[00:28:12,230 --> 00:28:13,650] 想要去进入到这个行业
[00:28:13,650 --> 00:28:15,350] 参考他们是怎么赚钱的
[00:28:16,160 --> 00:28:19,800] 所以你在看到行业里的分享和见解的时候
[00:28:19,800 --> 00:28:22,800] 不仅仅是要找到党买党卖的机会
[00:28:22,800 --> 00:28:26,240] 同时还要让大家在这个信息里
[00:28:26,240 --> 00:28:28,420] 找到希望和可能性
[00:28:28,420 --> 00:28:30,400] 给自己增加信心
[00:28:30,400 --> 00:28:31,280] 我再举个例子
[00:28:31,280 --> 00:28:32,660] 拿我自己来说
[00:28:32,660 --> 00:28:36,380] 我两次变现量级的巨大飞升
[00:28:36,380 --> 00:28:38,840] 其实都是因为我的同行告诉我
[00:28:38,840 --> 00:28:41,680] 说我在这个行业里挣的很少
[00:28:43,150 --> 00:28:46,170] 第一次呢是一个情感的
[00:28:46,170 --> 00:28:49,530] 专门孵化情感MCN机构的一个创始人
[00:28:49,530 --> 00:28:52,790] 然后当时呢他就问我说我一年能赚多少钱
[00:28:52,790 --> 00:28:55,850] 那一会我大概一年是在四百万左右
[00:28:55,850 --> 00:28:58,450] 然后我跟他讲了以后他说
[00:28:59,190 --> 00:29:01,270] 哦哦就结束了
[00:29:01,270 --> 00:29:03,050] 我当下哦是什么意思啊
[00:29:03,050 --> 00:29:06,050] 你哦是觉得我赚多了还是赚少了
[00:29:06,050 --> 00:29:07,990] 然后我就问他呀
[00:29:07,990 --> 00:29:11,130] 我说这是多是少啊
[00:29:11,130 --> 00:29:14,290] 然後他就跟我講 嗯 挺少的
[00:29:14,290 --> 00:29:17,010] 這是他當時跟我說的 所以他那個時候呢
[00:29:17,010 --> 00:29:20,550] 一下子就激發了我的戰鬥慾 在那一次之後
[00:29:20,550 --> 00:29:23,910] 我後面的變形量級就得到了一個很大的飛升
[00:29:23,910 --> 00:29:27,030] 其實啊 現在回頭來看
[00:29:27,030 --> 00:29:29,530] 他當時跟我講這個事的時候
[00:29:29,530 --> 00:29:32,250] 那個時候他手上孵化的
[00:29:32,250 --> 00:29:35,570] 所有的做情感的IP裡頭 最賺錢的一個人
[00:29:35,570 --> 00:29:37,530] 一年也沒有四百萬
[00:29:38,230 --> 00:29:43,840] 但是那麼講可能只是為了彰顯他的實力
[00:29:43,840 --> 00:29:47,580] 或者說想要在我這樣一個就是類同行面前吧
[00:29:47,580 --> 00:29:49,720] 希望能夠吸引到我的注意力等等
[00:29:49,720 --> 00:29:53,480] 他可能有這樣各種各樣的一個私心存在在裡面
[00:29:53,480 --> 00:29:56,340] 但是不管是因為什麼在他當下那麼講的時候
[00:29:56,340 --> 00:30:00,160] 讓我感覺到很受挑戰 很不開心
[00:30:00,160 --> 00:30:02,580] 所以呢我才會開始構思
[00:30:02,580 --> 00:30:05,380] 那我是否要做更高刻單價的諮詢
[00:30:05,380 --> 00:30:08,720] 然后才有了后面的闺蜜联盟的这样一个雏形
[00:30:08,720 --> 00:30:12,160] 那还有一次我的变现量级的飞升呢是另一个
[00:30:12,160 --> 00:30:17,620] 他是做全域的知识付费领域的这么一个M3公司的一个创始人
[00:30:17,620 --> 00:30:19,540] 他当时呢想找我合作
[00:30:19,540 --> 00:30:21,180] 因为他觉得我流量非常大
[00:30:21,180 --> 00:30:24,760] 那个时候我的直播间就几年前了吧
[00:30:24,760 --> 00:30:28,120] 我的直播间同时在线人数大概就是在几千个人
[00:30:28,120 --> 00:30:31,200] 然后他就当时问我一年的收入是多少
[00:30:31,620 --> 00:30:34,850] 啊 后来呢 他听完以后他说你知道吗
[00:30:34,850 --> 00:30:37,370] 我所有的IP流量都沒你的
[00:30:37,370 --> 00:30:39,470] 都沒有這麼高的在線人數
[00:30:39,470 --> 00:30:42,610] 他說但是我最小最小的IP
[00:30:42,610 --> 00:30:44,330] 一年掙的都比你多
[00:30:47,100 --> 00:30:49,320] 就是他當時講了這個話之後
[00:30:49,320 --> 00:30:51,320] 我又就是極其的不服
[00:30:51,320 --> 00:30:52,960] 我現在再想起來
[00:30:52,960 --> 00:30:55,420] 可能我覺得他當時是有IP
[00:30:55,420 --> 00:30:57,660] 可能能超過我的電線量級的
[00:30:57,660 --> 00:31:01,360] 但是我不至於連他的最後一名都比不過
[00:31:01,360 --> 00:31:04,720] 他那會可能也是為了跟我合作
[00:31:04,720 --> 00:31:07,280] 然後對我進行一些適度的打壓
[00:31:07,880 --> 00:31:10,040] 但是呢 那個時候我聽他這麼一說
[00:31:10,040 --> 00:31:11,300] 我就知道了一件事兒
[00:31:11,300 --> 00:31:13,700] 就是我其實還有前進的空間嘛
[00:31:13,700 --> 00:31:14,760] 有更大的可能性
[00:31:14,760 --> 00:31:15,680] 那在那之後呢
[00:31:15,680 --> 00:31:18,060] 我就做了我的這個金貴的關係啊
[00:31:18,060 --> 00:31:19,560] 也是因為這兩次調整
[00:31:19,560 --> 00:31:21,700] 所以我們的業務整體的變現量級
[00:31:21,700 --> 00:31:24,240] 才會有了比較好的騰飛
[00:31:24,240 --> 00:31:26,340] 其實並不是說這兩次的談話
[00:31:26,340 --> 00:31:28,220] 它給了我一個明確的方向
[00:31:28,220 --> 00:31:29,980] 而是他們說的東西
[00:31:29,980 --> 00:31:33,720] 讓我知道了這件事情是有這種可能性的
[00:31:33,720 --> 00:31:37,200] 也就是说这个行业是有着更高的天花板的
[00:31:37,200 --> 00:31:38,840] 如果别人能做到
[00:31:38,840 --> 00:31:40,620] 那么我也可以做到
[00:31:40,620 --> 00:31:44,460] 无非是我现在可能还没有找准很好的方式方法
[00:31:44,460 --> 00:31:46,840] 所以说我们在听到了信息差
[00:31:46,840 --> 00:31:50,120] 听到了一些行业的不一样的见解的时候呢
[00:31:50,120 --> 00:31:52,980] 我们不仅仅是可以直接进行倒卖倒卖
[00:31:52,980 --> 00:31:57,800] 我们更加可以给自己提供方向信心和希望
[00:31:57,800 --> 00:32:00,980] 你只有知道了这件事有这样的可能性
[00:32:00,980 --> 00:32:03,620] 你才有可能有更积极的心态
[00:32:03,620 --> 00:32:05,100] 去迎接他
[00:32:05,100 --> 00:32:06,240] 所以前段时间呢
[00:32:06,240 --> 00:32:08,360] 当时我让我们公司的CEO
[00:32:08,360 --> 00:32:09,480] 我说你去找一找
[00:32:09,480 --> 00:32:12,640] 全球做的最大的情感咨询公司
[00:32:12,640 --> 00:32:13,900] 是哪一家
[00:32:13,900 --> 00:32:16,740] 我说那我们就要奔着那个目标去
[00:32:16,740 --> 00:32:18,340] 结果他找了一圈说
[00:32:18,340 --> 00:32:19,260] 好像没有
[00:32:19,260 --> 00:32:21,080] 我们就是最大的
[00:32:23,230 --> 00:32:25,350] 他这个时候呢就是开个玩笑
[00:32:25,350 --> 00:32:26,690] 就说我听完这个话之后
[00:32:26,690 --> 00:32:27,650] 我当然不会觉得说
[00:32:27,650 --> 00:32:29,370] 那是不是我就只不不前了
[00:32:29,370 --> 00:32:30,930] 我觉得我这样天花板了可以了
[00:32:30,930 --> 00:32:31,530] 不是
[00:32:31,530 --> 00:32:33,110] 而是那么这种情况下
[00:32:33,110 --> 00:32:37,790] 如果我想要去寻求新鲜沙是不是我就不能在我们这个同领域里头寻找了
[00:32:37,790 --> 00:32:41,230] 可能我还得去别的领域去寻求更高的可能性
